Width	Height	nb_Planes	nb_Tracks	Pixel_Size(um)	Frame_Duration(s)	Gaussian_Fit	Spectral
256	256	4000	1	0.160	0.050	X Y sigma	False
Track	Plane	CentroidX(px)	CentroidY(px)	CentroidZ(um)	Integrated_Intensity
 1	 1	 106.527260780334	 22.6625738143921	 0	 4855.86865234375
 1	 2	 106.336847305298	 22.7468976974487	 0	 4238.65771484375
 1	 3	 106.375373840332	 22.6967101097107	 0	 6104.2861328125
 1	 4	 106.340317726135	 22.7816505432129	 0	 5813.85400390625
 1	 5	 106.393229484558	 22.7477812767029	 0	 5435.89453125
 1	 6	 106.371928215027	 22.901556968689	 0	 6008.50927734375
 1	 7	 106.418115615845	 22.6503663063049	 0	 5129.06201171875
 1	 8	 106.275152206421	 22.9193873405457	 0	 4913.81005859375
 1	 9	 106.441258430481	 22.8667440414429	 0	 4575.7001953125
 1	 10	 106.388963699341	 22.686794757843	 0	 5024.287109375
 1	 11	 106.290588378906	 22.8160200119019	 0	 5838.1630859375
 1	 12	 106.371686935425	 22.8139572143555	 0	 5517.08544921875
 1	 13	 106.451517105103	 22.7250480651855	 0	 4656.583984375
 1	 14	 106.500933170319	 22.8107681274414	 0	 3819.12353515625
 1	 15	 106.273966312408	 22.872878074646	 0	 4510.09814453125
 1	 16	 106.375467300415	 22.5532693862915	 0	 5330.58251953125
 1	 17	 106.439685344696	 22.6964349746704	 0	 4569.4091796875
 1	 18	 106.302549362183	 22.7632722854614	 0	 6084.81591796875
 1	 19	 106.418154716492	 22.820499420166	 0	 4948.52734375
 1	 20	 106.295952320099	 22.7185869216919	 0	 5674.43359375
 1	 21	 106.533118247986	 22.7604846954346	 0	 6155.2451171875
 1	 22	 106.373993873596	 22.8875756263733	 0	 5853.36474609375
 1	 23	 106.211999893188	 22.8254842758179	 0	 4742.47216796875
 1	 24	 106.413018226624	 22.7637581825256	 0	 5285.0166015625
 1	 25	 106.510129928589	 22.6174125671387	 0	 5420.6748046875
 1	 26	 106.412013053894	 22.6726965904236	 0	 5960.5546875
 1	 27	 106.41899394989	 22.5803289413452	 0	 6366.6923828125
 1	 28	 106.417393684387	 22.8943328857422	 0	 5611.71142578125
 1	 29	 106.366868972778	 22.9501447677612	 0	 6116.8857421875
 1	 30	 106.369345664978	 22.6970167160034	 0	 5001.6962890625
 1	 31	 106.263898849487	 22.8413972854614	 0	 5458.6328125
 1	 32	 106.300925254822	 22.8574466705322	 0	 6031.11669921875
 1	 33	 106.258629798889	 22.7845482826233	 0	 5639.83984375
 1	 34	 106.306092739105	 22.9530954360962	 0	 4446.125
 1	 35	 106.407514572144	 22.8074984550476	 0	 4233.53955078125
 1	 36	 106.457542896271	 22.9009222984314	 0	 6227.220703125
 1	 37	 106.387065410614	 22.8412199020386	 0	 4497.5107421875
 1	 38	 106.432792663574	 22.8027791976929	 0	 5725.26708984375
 1	 39	 106.374006271362	 22.9409627914429	 0	 5117.52978515625
 1	 40	 106.450656890869	 22.8389387130737	 0	 5346.8046875
 1	 41	 106.320952892303	 22.8622484207153	 0	 5435.70849609375
 1	 42	 106.286248207092	 22.6845207214355	 0	 5824.4462890625
 1	 43	 106.366471290588	 22.9692239761353	 0	 5027.46044921875
 1	 44	 106.346978187561	 22.8356876373291	 0	 5173.2041015625
 1	 45	 106.417678833008	 22.8198919296265	 0	 5236.20654296875
 1	 46	 106.403404712677	 22.7529287338257	 0	 5236.76025390625
 1	 47	 106.482481479645	 22.7933702468872	 0	 4896.5849609375
 1	 48	 106.608675003052	 22.8364052772522	 0	 4934.8134765625
 1	 49	 106.347666740417	 22.8250427246094	 0	 5482.97998046875
 1	 50	 106.554231643677	 22.8787813186646	 0	 6902.94970703125
 1	 51	 106.267990112305	 22.9160556793213	 0	 4058.31396484375
 1	 52	 106.375561714172	 22.7434372901917	 0	 4155.81494140625
 1	 53	 106.302563667297	 22.6063184738159	 0	 5059.033203125
 1	 54	 106.435128211975	 22.7716274261475	 0	 6680.8818359375
 1	 55	 106.381848335266	 22.8671283721924	 0	 5085.87255859375
 1	 56	 106.387256622314	 22.7007255554199	 0	 4476.794921875
 1	 57	 106.60258436203	 22.6843028068542	 0	 4949.63720703125
 1	 58	 106.429350852966	 22.6770620346069	 0	 5166.62353515625
 1	 59	 106.30090379715	 22.9908142089844	 0	 4105.720703125
 1	 60	 106.270204544067	 22.7590112686157	 0	 4989.3828125
 1	 61	 106.042274951935	 22.8711175918579	 0	 4483.2021484375
 1	 62	 106.415838241577	 22.7940330505371	 0	 6359.625
 1	 63	 106.473509311676	 22.8686113357544	 0	 5421.55029296875
