"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty_xy [nm]"
84,5,30400.76081,32580.69023,190.12579,319.74651,10.27601,2.8313,2119.7624,24.53262
85,5,31414.37183,3245.36894,133.56428,44.52467,10.76772,2.55826,2303.41167,62.91373
86,5,33417.7514,7614.51409,185.96817,109.60313,9.1387,2.50154,2125.68933,49.73517
87,5,35119.20527,21633.59223,105.46151,52.20322,9.91746,2.23212,2000.70719,36.95144
88,5,38573.4444,2436.62304,129.95577,118.36314,10.87203,2.72904,2320.19601,29.40223
89,6,2697.66092,8379.6903,141.74247,76.75414,10.59564,2.3854,2040.04078,42.86971
90,6,8117.68301,23841.64408,178.98796,227.42396,10.51059,2.63649,2340.87547,27.93566
92,6,9764.08828,28281.83998,153.0927,306.91724,11.98153,3.3394,2650.71207,20.18178
93,6,12191.68891,19967.02992,192.44182,94.53848,9.60895,2.79978,2861.59937,63.33109
94,6,14766.3014,9378.73774,144.29317,65.05112,9.91016,2.49075,2165.87643,51.21657
95,6,17142.3221,3093.52623,173.74858,62.95043,10.63528,2.87157,2896.11291,76.96706
97,6,24610.93098,8394.76293,144.5333,108.41224,10.47313,2.76845,2632.5066,36.62967
98,6,25249.22779,20203.22966,191.71024,77.04339,10.05721,2.25258,2160.41249,64.82061
99,6,28398.51664,32074.36517,109.88656,49.85371,10.2454,2.18663,1897.94567,39.96574
100,6,30385.4729,32615.45126,165.84406,336.93738,10.87261,3.40318,3676.28696,21.20755
101,6,31442.27628,3302.5145,106.12644,60.5029,10.97417,2.27432,2028.66892,33.73725
105,6,38584.16699,2451.53283,153.77583,140.80394,10.30006,2.38539,2729.21217,30.65983
106,7,7568.3071,9257.07937,170.24459,63.02052,9.30543,2.41419,2343.60816,66.24703
107,7,8103.94866,23837.9639,146.79701,168.2862,11.1896,2.5037,1950.70224,25.90731
108,7,9783.70506,28283.61826,162.92896,322.48129,12.3584,3.13314,2641.94352,20.63592
109,7,12162.69028,19921.98473,160.95545,133.22825,10.39153,2.45527,2195.03723,34.432
111,7,19501.28129,3279.41256,178.9737,91.30837,9.88098,2.71378,2863.8845,56.97718
112,7,25282.40199,20181.03757,170.52947,123.923,9.58764,2.14416,1897.2567,36.95378
114,7,28464.46564,32079.66959,130.901,63.71784,9.85119,2.2373,1929.15148,42.70082
115,7,30405.15933,32616.21914,180.96404,342.27058,10.52669,2.56575,2022.64159,21.08063
116,7,31450.85813,3276.13916,171.33954,105.67166,11.16315,2.4597,2033.99753,44.87351
118,7,35132.2762,21629.79399,135.12082,69.02925,9.55526,2.78731,2948.12985,47.36619
119,7,35633.56065,1201.04037,129.18789,93.49996,11.17603,2.69457,2592.08308,34.51183
120,7,36082.64691,39787.50588,140.9293,49.27496,9.02976,1.9799,1793.13864,54.06478
122,8,7584.55915,9188.70717,133.56546,39.10567,10.17672,2.45085,2122.38177,68.0882
123,8,8145.20383,23859.88184,175.11982,220.73049,10.7487,2.82226,2430.08782,28.55022
124,8,9790.06517,28284.86167,178.3706,397.49006,10.77667,3.24879,2472.78862,20.41612
126,8,28453.59275,32126.0791,162.16162,74.57035,9.52631,2.23947,1773.77671,51.4785
127,8,30398.40913,32588.95851,174.38587,379.1027,9.79287,2.96731,1808.11566,19.756
128,8,32514.61961,5781.43638,155.56521,55.2683,10.10305,2.26531,2044.43817,61.68255
129,8,35098.35832,21609.1291,188.81743,89.83187,9.58526,2.4488,2280.68407,58.87539
130,8,35632.58575,1169.04911,162.31472,102.63927,10.81653,2.44374,1897.65441,42.2606
131,8,38572.02581,2455.87826,141.38872,138.16511,11.2311,2.25248,1547.87421,27.14074
132,9,5111.41228,3253.00755,80.01874,30.31115,10.43927,2.44284,2232.80433,40.74495
133,9,7657.499,9198.65649,122.10893,66.59021,10.17825,2.28763,1983.91868,37.9709
134,9,8154.13819,23869.82089,149.02242,169.64796,10.67653,3.09072,3082.32231,28.87247
135,9,9790.89053,28286.81575,167.91301,303.20482,12.01036,3.12205,2247.19443,22.41361
137,9,21800.53125,17496.90409,140.08149,46.43735,9.55706,2.22845,2217.82929,59.99683
138,9,27271.36585,27324.39995,152.58816,73.39026,10.51721,2.55649,2124.62677,51.3566
140,9,30388.78986,32594.72539,167.07317,310.28103,10.01087,3.05632,2408.98468,21.7085
141,9,31411.77216,3204.8585,132.26028,50.16968,11.33959,2.07705,1498.57156,49.97677
145,10,3481.12794,26934.0322,95.80948,38.53797,9.66674,2.32108,2205.24058,41.65769
146,10,7597.49279,9185.1619,142.21631,52.70636,10.06076,2.60837,2776.317,61.0334
147,10,8116.75799,23889.14657,165.58277,180.52376,10.63199,2.68767,2366.30091,29.90339
148,10,9776.87453,28295.22872,165.12884,354.34851,11.93236,2.78381,1789.2011,18.82215
149,10,12069.03864,19863.55145,153.94249,58.34343,10.2871,2.53855,2348.36346,62.33469
150,10,13861.92643,16593.66715,135.2968,58.11216,10.20369,2.16408,2268.46587,47.14001
152,10,22205.94251,6946.7678,173.40364,108.69968,10.52428,2.93667,2592.088,49.47832
153,10,27387.34317,27286.84677,114.89641,72.44898,10.1118,2.57414,2378.62803,34.78752
154,10,28300.40778,22614.33015,125.21457,44.993,9.6063,2.10893,1956.96207,50.69538
155,10,28370.9364,32056.91598,193.18804,80.91695,9.29245,2.55956,2468.21785,68.34103
156,10,30410.63696,32586.64755,149.70212,259.08268,11.33806,2.49187,1507.79449,19.7309
157,10,31497.86753,3177.22783,174.11427,68.5235,10.13028,2.47032,2448.88493,65.01093
158,10,35068.31715,21603.87018,180.91406,66.90853,9.33921,2.29208,2149.81168,67.11988
160,10,37841.63518,10789.7767,173.55765,64.22308,10.25805,2.6185,2742.98531,70.88643
161,10,38538.28981,2423.5339,160.08957,140.36823,10.5372,2.40387,1925.78512,32.57652
162,11,3322.99398,26903.13929,108.76569,33.45017,10.01069,2.45551,2489.3636,57.14303
163,11,5132.92613,3286.89372,163.27648,136.28285,11.52164,2.92748,2580.43741,37.76424
164,11,8124.97079,23874.59732,175.14549,203.44626,11.82652,2.10386,1331.02093,26.79312
165,11,9786.05062,28275.16931,164.06582,323.67976,12.43974,4.39685,3711.10866,24.3385
166,11,12210.89475,19947.87171,145.46278,92.67935,10.41936,2.67762,2499.39767,40.9481
167,11,16448.56977,14980.20813,114.0181,48.6976,10.11525,2.15755,2151.97147,42.45445
170,11,25283.64082,20244.25893,166.66892,55.19363,9.60215,2.0595,1672.03425,64.74879
171,11,26440.27044,6144.01128,77.61928,30.78142,10.20152,2.19108,1961.98576,36.75423
172,11,28362.10099,32044.67653,196.20133,86.7303,9.49656,2.30763,2049.36506,61.98669
173,11,30399.77782,32593.77144,165.02642,310.90176,10.29032,3.2928,2731.13292,21.99808
174,11,38561.97336,2458.80981,173.13174,154.40233,10.93141,2.59597,2097.59109,35.14133
175,12,5108.92719,3303.03701,193.4602,106.62832,10.40979,2.29974,1689.00175,51.4282
176,12,8114.33446,23856.02897,156.96765,201.26557,11.24948,3.06519,2922.37385,27.25098
177,12,9776.69372,28269.64917,151.37356,300.91952,12.09853,2.75595,2148.50643,18.73444
178,12,12170.62866,19957.6462,171.68651,115.43721,9.78914,2.65565,1883.17365,43.83306
179,12,12749.53412,10505.00489,135.73038,45.93717,10.17215,1.99421,1485.08078,54.28153
183,12,28470.77925,32061.44125,174.98155,85.93034,9.1053,2.42167,2547.42382,53.94242
184,12,30397.71536,32599.14202,158.1777,277.31723,10.27457,2.76643,2411.11152,20.99391
185,12,35109.49104,21570.84206,157.1089,66.493,8.71702,2.25611,2165.95085,53.94481
186,12,38535.84151,2430.35608,186.29165,139.56313,10.16075,2.39576,1784.68091,40.4564
189,13,8117.52398,23861.53842,177.33911,211.88088,10.57844,2.84121,2452.19279,30.03696
190,13,9765.70951,28296.26281,181.02585,378.37125,10.42226,2.75643,2170.06195,20.21636
191,13,12180.6139,19944.78043,144.15559,115.70413,10.89195,2.12367,1548.98215,30.78635
193,13,21821.06847,17578.29247,187.0251,77.37489,9.42419,2.27468,2090.02285,62.54487
194,13,22216.47497,7022.19953,145.76635,65.13773,10.48308,2.86027,2700.81271,56.51468
195,13,25244.33202,20230.16708,146.48542,77.42232,10.66662,2.72032,2485.61023,48.03787
196,13,28479.47364,31997.9944,173.56275,67.19599,9.55886,2.59262,2414.93508,67.82278
197,13,29226.91259,28293.98696,171.88877,61.24372,8.24165,2.04717,1889.00693,62.24926
198,13,30388.13085,32590.92297,158.46579,318.18284,10.58153,3.08368,2495.80166,19.94965
199,13,35102.20096,21607.90106,160.67674,53.96161,10.00188,2.6273,2496.49328,72.7109
200,13,38505.50402,2457.46945,157.37469,120.29615,10.6774,2.59661,2481.46483,36.9864
202,14,9762.90677,28265.67792,183.11542,325.77836,11.6575,2.84454,1840.09787,23.04971
203,14,13868.60699,16523.54099,157.1859,59.07934,9.1741,2.32368,2199.24101,60.31465
205,14,16421.45794,15043.90982,60.57798,36.05637,10.83438,1.96297,1483.33295,23.97231
206,14,17840.59341,38982.55173,78.58464,26.6019,9.69889,2.25369,2244.7188,42.18789
207,14,22272.26174,6974.7214,147.29359,96.01249,11.14434,3.30058,3280.35317,45.80546
209,14,28401.63498,32136.06978,132.26626,63.19264,9.6264,2.21172,2231.05276,43.34015
210,14,30413.82053,32604.16957,197.50407,363.87921,9.6785,3.23267,2444.22759,24.97817
211,14,38540.9984,2456.77815,177.19899,133.9389,10.25108,2.18777,1559.94563,37.17691
212,15,1639.33839,5142.05491,103.54793,37.92811,10.23531,2.12325,1853.77096,44.64803
213,15,8131.21768,23843.55098,146.73088,185.91473,10.94908,3.08085,2608.33309,26.37498
214,15,9757.79449,28265.76252,160.89762,333.03888,11.92954,3.27012,2634.91281,20.18612
215,15,16417.18107,14946.91377,159.46776,73.76227,9.46182,2.41851,2448.96833,52.89658
216,15,20697.72531,16559.32627,49.86513,26.72041,9.76296,2.5468,2399.52927,27.12424
217,15,22184.16149,6970.54329,182.63376,138.91836,9.57527,3.12412,3288.65359,45.67935
219,15,30395.97264,32594.30067,190.75265,389.73949,10.11935,3.56544,2309.57788,23.6675
220,15,31054.10251,29352.25679,175.41487,61.11215,9.13435,2.26105,2018.4037,68.28182
222,15,35175.89117,21593.67054,195.78548,97.0867,8.45978,2.07098,1604.698,53.15219
223,15,38565.30188,2436.56551,189.51473,144.74398,10.30011,3.2878,3095.49659,48.29963
224,16,8096.01894,23874.20894,162.29728,187.93703,11.32297,2.05979,1326.99601,25.4174
225,16,9770.16867,28267.86912,175.71999,338.15658,11.73671,2.988,1977.73327,21.66779
226,16,16524.04497,14901.96835,168.53457,71.62101,9.99957,2.06581,1680.89744,53.77907
227,16,17187.30727,3279.28077,82.08527,32.40327,9.95705,2.00775,1926.10954,36.3746
228,16,18988.82962,7525.02854,158.00311,58.42908,9.24571,2.70774,2630.36417,67.60965
230,16,30382.73395,32574.79919,170.42599,279.8455,10.91634,2.98148,2408.18238,23.74571
231,16,31455.85683,3141.61547,122.78421,38.83418,11.00284,2.54231,2104.48288,61.76136
232,16,35158.60665,21586.80589,128.52694,38.2161,10.10536,2.32857,2121.18843,63.39538
233,16,38600.67078,2429.88099,157.73155,139.21035,10.06601,2.5778,2429.2922,33.16275
234,17,8124.53617,23870.96311,178.96611,199.51496,10.54487,3.08314,2560.66686,33.15026
235,17,9766.51868,28263.9244,169.77628,367.81427,11.41534,3.67039,3190.91979,21.25678
236,17,16500.07188,15014.79728,190.78664,78.67374,9.53495,2.17548,1914.40784,61.96083
237,17,18932.00469,7507.40172,188.33447,77.96093,9.79082,2.54881,2036.2906,67.4983
238,17,28453.09705,32170.41223,105.3691,41.82493,9.78576,2.2488,2199.5707,43.71246
239,17,30404.82238,32590.15125,157.22133,254.46426,11.70649,2.95624,2428.2346,22.7015
240,17,38502.16404,2469.47123,158.79087,106.83408,10.82978,2.31703,1769.33027,38.68755
241,18,8119.20169,23881.28686,179.20613,229.26831,9.98837,2.72857,2030.92504,28.24473
243,18,28401.04087,32081.14166,131.41133,71.33927,9.71709,1.87428,1425.43616,36.42199
244,18,30373.60071,32602.17964,180.04582,324.62902,10.75017,2.68423,1475.87499,22.07954
245,18,35112.88792,21539.07274,128.87422,58.20921,9.3801,2.80643,3429.22529,50.82775
246,18,38552.53753,2490.12375,150.81851,126.53016,11.28037,2.68678,2378.49731,34.1075
247,18,38658.51534,27195.77046,119.98369,41.28556,9.00326,2.24852,2222.96182,52.84127
248,19,2771.61697,25562.97514,77.04441,38.56813,9.84715,2.27995,2301.95329,31.47854
249,19,5709.53128,11147.69871,143.65178,51.55454,10.00057,2.20183,1674.41866,56.92341
250,19,8126.61779,23842.7406,169.41374,179.03338,11.73265,2.73092,1918.65848,31.29395
251,19,9773.72819,28271.72048,167.57141,339.8153,12.29339,3.17314,1994.73461,20.75923
252,19,13866.39659,16592.22616,148.60429,48.79457,9.94405,2.26888,1784.88307,63.67791
253,19,25286.36578,20201.88957,191.18558,134.5321,9.83937,3.12879,3140.17912,50.37862
254,19,28413.13175,32074.54166,167.98811,90.05645,9.08675,2.72056,2705.20415,52.33953
257,19,38568.92369,2486.62243,147.6402,122.59589,10.53062,2.48678,2118.10372,32.6655
258,20,8137.35345,23865.01434,160.85449,161.38089,10.81116,2.98221,2973.89533,32.80475
259,20,9758.34188,28295.67267,187.26889,409.01331,10.81985,3.06831,2509.5562,20.88053
260,20,13940.76851,16655.93081,185.37309,77.87502,10.1107,2.4017,2097.59469,63.45145
261,20,16545.57628,14924.11097,156.88215,69.75826,9.91608,2.67283,3088.65635,57.30891
262,20,25294.50156,20216.392,172.94307,106.93671,9.45166,2.64792,2196.30736,46.96346
263,20,28405.1098,32163.50472,194.81874,71.37258,9.29664,2.12474,1858.95691,68.20024
264,20,30380.56154,32601.22315,175.55335,320.83342,10.42026,3.35707,2636.54498,23.61727
265,20,35664.99867,1192.13942,178.22718,175.5683,10.89483,2.27648,1614.36728,31.37267
266,20,38534.32555,2463.67267,173.78353,130.10402,10.55925,2.90154,2707.89201,42.72695
267,21,8129.19311,23895.72179,173.5241,214.98334,10.27776,2.52532,2199.11999,27.36515
268,21,9758.32887,28307.84522,169.14209,334.21535,12.38295,3.09686,2053.79589,21.05847
269,21,11692.69052,14638.81633,124.39516,63.53133,10.11024,2.15392,1936.35207,39.16931
270,21,22103.08414,7108.28473,136.64948,51.84336,9.62681,2.21461,2200.77652,52.86227
271,21,25281.10269,20214.72535,154.72273,92.15327,9.98552,2.83469,2644.58222,46.50452
272,21,28465.08095,32180.79399,144.88732,55.79524,9.8628,2.57691,2606.55569,59.48179
273,21,30384.61107,32619.3332,150.38234,291.7241,11.90382,3.57766,3625.43929,21.04115
274,21,35105.71485,21654.68804,100.43114,37.20489,9.70738,2.65131,2514.01697,49.10195
275,21,35651.33788,1211.98714,115.29551,68.31508,11.48172,2.44394,2157.30911,35.59946
276,21,38512.86804,2465.68011,158.59713,129.69873,10.08035,2.47244,2300.58109,34.51674
278,22,8133.17646,23837.67844,185.63979,217.0927,10.41922,2.43861,1682.99866,29.36084
279,22,9766.22097,28282.72494,189.84105,379.28152,10.68863,3.31314,2722.24785,23.18779
281,22,13887.85723,16626.08726,129.91893,39.94066,10.89562,2.68442,2423.01586,68.09427
282,22,18193.00162,26295.41931,102.30993,36.00335,8.48296,1.9186,1707.86081,43.46921
283,22,22276.8434,7003.99359,189.78482,67.72368,10.40258,2.58556,2574.14316,77.59253
284,22,25308.04678,20242.69714,178.58466,118.33237,9.7487,2.44623,2201.82368,43.58799
285,22,30400.82754,32578.15689,172.45806,344.38892,10.44277,3.07177,2888.94614,21.09431
286,22,35160.38938,21575.85472,150.32156,68.49995,9.3129,3.03401,3712.82455,59.08147
287,22,38571.16026,2476.44176,151.17869,88.07001,11.24797,2.87219,2660.7214,46.92921
288,23,5816.13036,11155.94165,150.5875,94.58445,9.54916,1.87118,1260.47548,35.70044
289,23,8118.15369,23874.90707,157.96987,190.44758,10.40345,2.98824,2765.08487,28.29273
290,23,9761.9354,28277.61093,172.09661,365.72144,11.43403,2.71282,2063.46961,19.25846
291,23,22241.56497,6962.27646,178.35575,137.95235,10.08421,2.37472,2095.47565,38.16876
292,23,30393.50032,32605.73496,186.81092,347.963,10.09053,3.36508,2944.65057,24.30822
293,23,35077.76883,21601.94121,170.42347,97.01489,8.80662,2.55391,2539.10161,48.58118
295,24,5734.52418,11189.89189,190.0587,92.13558,10.21949,2.14922,1712.94995,54.03651
296,24,8092.29269,23851.87024,173.01526,203.76665,10.59986,2.96133,2879.10647,30.45582
297,24,9769.74384,28289.36097,174.50572,376.60506,10.49873,3.23343,2322.31507,20.54969
298,24,22192.17362,6966.79408,153.68181,81.46579,10.7939,2.62279,2288.14655,48.50975
300,24,25298.67733,20191.4236,128.13185,56.5219,9.89638,2.27387,1976.40392,45.76727
301,24,28444.41526,32096.18289,154.1293,60.58882,9.59312,1.9708,1428.11463,52.36259
302,24,30374.20658,32592.3974,167.13936,275.57225,11.76001,3.01338,2389.60461,23.48636
303,24,35068.24535,21606.88084,127.12746,51.17021,9.52414,2.26154,2055.53354,48.71149
304,24,38525.67185,2433.13162,185.94537,119.09313,9.97019,2.39173,2195.64696,45.47771
306,25,8119.70389,23819.80752,167.38362,218.19071,10.70717,2.45383,1780.87351,25.50135
307,25,9761.86024,28280.5496,192.49258,417.18373,11.09775,3.27588,2496.82408,21.96486
308,25,22226.44763,7005.09228,137.07184,72.89395,11.20626,2.83551,3024.13811,46.79862
309,25,30407.00268,32582.86567,179.23196,333.45474,10.89438,2.80652,1809.12167,21.91639
310,25,30962.87706,33788.45609,146.12529,60.08351,9.6462,2.14532,2111.24982,51.05503
312,25,31522.66473,3256.19292,84.94483,32.38474,10.12442,2.1925,1819.67423,39.54023
313,25,35086.57653,21617.57809,103.71428,50.87692,10.53301,2.93159,2990.52502,42.4991
314,25,37273.43746,4799.02614,139.84239,51.94045,10.91631,2.71781,2472.06724,61.8106
315,25,38564.76956,2484.17625,165.30427,166.65166,9.65821,2.11454,1518.25596,28.54223
316,26,5731.46426,11102.82183,157.26329,90.5842,9.93638,2.55018,2700.84094,45.46126
317,26,8126.68436,23841.62016,186.3361,237.21656,10.19643,2.44364,1760.7987,27.73407
318,26,9734.87576,28290.29899,148.59574,330.96512,12.14152,3.55058,3243.1632,18.86053
319,26,17941.81175,38946.24956,162.76522,61.7828,9.6348,2.1299,1809.50866,58.28631
320,26,22225.28164,6946.15179,152.22227,170.3791,11.25486,3.36704,3228.67152,30.97312
322,26,30397.85356,32592.35884,168.71331,336.15594,10.62078,3.2789,2675.46155,21.40136
323,26,31095.08093,15756.8588,189.69504,67.44101,9.49614,2.49398,2257.26069,75.92009
325,26,38543.70023,2461.18428,166.99895,159.43148,9.92548,2.50132,2244.51548,32.05521
326,27,5731.77848,11212.64535,175.3474,125.60387,10.30071,2.8701,2592.98704,44.24438
327,27,8121.5762,23878.18438,158.5141,165.6657,10.88587,2.64158,1961.83006,29.73426
328,27,9770.71546,28271.86782,173.38562,295.40003,11.68778,2.72278,1921.8657,22.54409
330,27,21342.42671,40417.46468,156.66634,59.91004,8.23967,2.39362,2344.60346,60.41973
332,27,25321.41331,20262.81575,165.83879,107.44348,10.48663,2.31016,1798.64406,40.90948
333,27,30400.00323,32596.40269,167.06067,313.3272,10.21613,2.31736,1879.45924,19.50033
335,27,31474.81462,3369.0077,112.35881,35.43136,10.74754,2.19738,1650.5553,53.57537
336,27,35180.62814,21574.16065,178.17426,70.57575,9.46157,2.05998,1784.85292,58.97913
337,27,38533.85838,2462.44221,171.0739,122.71406,10.80462,2.74589,2202.43386,42.35593
338,27,38760.77449,7373.27791,124.712,51.11964,9.93699,2.78528,3277.27158,53.51941
339,28,5685.71047,11230.62464,121.52554,59.03958,11.36322,2.6937,2485.68199,45.04503
340,28,8109.9847,23868.2311,113.06505,116.84569,12.16324,2.54387,1964.04334,24.01428
341,28,9783.96576,28256.15274,191.98073,384.40057,11.03248,3.39224,2712.76182,23.57518
343,28,16399.90318,14811.19018,188.20561,70.9405,9.32881,2.03818,1772.35918,63.40868
344,28,17887.0031,38994.18292,176.16707,77.05876,9.2384,1.80084,1591.07303,50.53693
345,28,18247.08209,26415.16144,149.52953,60.83101,9.40721,2.49646,2393.4496,57.05696
346,28,20499.07195,8323.5205,137.13237,75.46172,10.06615,2.86873,3479.51872,45.8723
347,28,22225.66735,6971.71769,134.67499,87.52398,11.47609,2.27832,1922.57722,35.39714
348,28,25249.53732,20213.48288,169.34521,169.3425,10.89744,2.37013,1997.71478,30.54425
349,28,25226.05634,23591.02447,110.14489,33.48325,9.71539,2.6645,2718.63195,61.19963
351,28,30405.04689,32589.20525,172.45362,320.70163,10.29374,2.75742,1834.60667,21.24879
352,28,31500.95197,3206.1496,154.80927,53.20322,10.86559,2.02177,1660.43003,59.06895
353,28,35043.86514,21565.99519,19.84187,29.62099,10.61743,2.94481,3165.24294,15.16193
354,28,38547.20683,2453.3256,145.13689,121.76787,10.80251,2.45821,2179.31173,31.89867
