"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty_xy [nm]"
6778,1099,8146.65299,23879.46241,184.6792,209.61654,8.06319,2.20678,1579.08556,28.67895
6779,1099,9785.73786,28264.3138,159.44978,350.45048,10.14318,3.05619,2499.92933,18.74853
6780,1099,24686.47493,39770.86729,167.70849,50.90729,6.94626,1.6989,1474.22895,62.49404
6781,1099,30398.30681,32607.20395,173.90372,307.85519,8.11869,2.72381,2223.86928,21.9976
6782,1099,35111.25472,21600.16871,136.05045,75.66313,7.29564,1.98672,1989.32152,37.49545
6783,1099,38533.06015,2469.25017,125.70976,116.11763,8.78721,2.5925,3160.15215,27.87284
6784,1100,8134.4425,23884.0428,165.27119,203.76975,8.71122,2.61552,2266.61267,27.00595
6785,1100,9781.62478,28270.06712,167.76795,377.51476,9.35708,2.58762,2029.48462,17.95931
6786,1100,24711.2694,39738.88222,118.00311,38.05143,7.63011,2.51395,3426.67152,58.79969
6787,1100,30386.95182,32595.11465,174.28948,284.23468,8.29654,3.16174,2557.86699,24.84796
6788,1100,35117.49577,21603.62722,193.81528,85.14459,7.1975,2.0988,2406.39449,58.39784
6789,1100,38544.43064,2474.32642,174.71801,168.40095,8.37334,2.48275,1886.79166,32.68866
6790,1101,8121.39311,23921.86733,156.46139,153.99274,9.89215,2.8097,2339.86439,31.71434
6791,1101,9763.27319,28296.71012,165.84723,395.5528,10.0932,2.6659,1740.90787,17.32771
6793,1101,30397.50417,32622.38422,168.24655,269.61204,9.02522,2.23795,1847.99935,21.49149
6794,1101,35104.07414,21605.35624,196.40537,116.31329,6.42226,2.04793,1922.28574,46.28261
6795,1101,38523.35458,2446.28377,147.08836,151.48126,7.53209,2.74603,3155.80805,29.14698
6796,1102,8132.35736,23854.15362,198.90148,250.70839,8.0655,2.90499,2742.29075,31.56206
6797,1102,9755.31554,28277.1249,176.08524,353.93916,9.28326,3.90325,3569.32967,23.69606
6798,1102,18371.81084,17063.62966,155.88379,47.24321,6.62863,1.59059,1516.84207,57.57163
6799,1102,30389.36049,32599.5567,169.44542,255.631,9.14389,2.55727,2092.14142,23.59392
6800,1102,35073.66319,21644.85403,165.70142,71.83957,7.72874,1.97531,1718.12564,51.11915
6801,1102,38501.34418,2442.07039,162.07865,117.80142,8.15753,2.46572,2657.53238,38.17716
6802,1103,8134.75634,23868.51682,182.93873,198.31169,7.77209,2.95684,2783.45442,33.64779
6803,1103,9777.75116,28276.67186,149.89133,347.35163,9.8446,2.50585,1979.82036,16.31778
6804,1103,30393.02332,32605.82413,145.88087,234.74095,9.4897,2.37333,2065.7921,20.06858
6806,1103,35056.78961,21580.89352,165.04599,59.94446,7.70353,2.00735,1937.10905,58.92118
6808,1103,38526.28557,2433.61582,175.24369,165.46621,7.99603,2.32954,2240.07636,32.30599
6809,1104,8094.24161,23909.24865,183.91536,231.62883,7.34865,2.84198,2569.66638,29.61763
6810,1104,9767.85432,28305.25733,169.47005,362.9465,9.33435,2.44644,1633.87619,18.33518
6811,1104,30379.78533,32606.89298,184.97219,350.06454,7.50968,2.80281,2401.13231,22.08796
6812,1104,35008.74366,21576.08398,145.08993,54.13099,7.78682,2.5708,3167.48446,61.00515
6813,1104,36649.89984,20761.423,65.5569,23.44405,7.59134,1.72619,1805.20709,33.29488
6814,1104,38538.35733,2430.28646,153.89012,131.77191,8.56104,2.56683,3070.85198,33.29867
6815,1105,6701.06198,15734.65364,174.20517,73.35946,7.1624,2.16782,2370.20377,56.94426
6816,1105,8114.88581,23888.5302,176.37335,175.99909,8.90591,2.8651,2844.82647,34.36777
6817,1105,9773.53362,28294.83378,174.96474,412.12237,8.68305,2.36771,1657.13028,17.38509
6818,1105,30389.85395,32595.31293,182.74976,323.8982,7.9443,2.86276,2509.18016,23.14143
6820,1105,38547.27747,2435.75586,177.41092,145.41949,8.09621,2.197,2115.80535,35.14487
6821,1106,6676.78566,15715.96509,112.87398,47.68927,7.57978,2.06969,2190.18877,41.68495
6822,1106,8081.24367,23857.6078,178.15851,234.26939,8.2906,2.60895,2310.08612,27.05361
6823,1106,9777.69117,28279.29391,158.67953,349.48286,9.69667,2.74642,1996.65543,17.96856
6824,1106,30398.4624,32596.65032,153.1163,224.3085,9.01368,2.9138,2500.95739,23.81488
6825,1106,35128.80392,21634.30268,167.01394,55.25801,8.43526,2.46991,2569.95375,72.71159
6826,1106,38590.81513,2450.97723,145.34682,127.37444,8.92611,2.11719,1812.07522,29.06116
6829,1107,8119.48122,23863.50771,181.1162,212.73308,8.83044,2.31239,1905.85255,28.17248
6830,1107,9779.29286,28274.66539,170.35229,367.23181,9.99285,3.30133,2875.75099,20.42344
6831,1107,30398.88701,32589.42897,145.59033,246.94996,8.61985,3.32718,2903.39588,21.99175
6832,1107,35169.16184,21609.29443,145.27718,50.55798,7.73033,1.88757,1792.25216,53.98753
6833,1107,38567.38299,2457.90298,188.60924,164.08625,8.14604,2.19669,1699.71704,35.0605
6834,1108,8099.77718,23847.82969,161.9636,200.79799,8.5478,2.29332,2021.27488,25.1977
6835,1108,9781.61691,28280.82249,181.29409,362.82602,8.91172,3.14384,2507.76969,21.96155
6836,1108,22279.72632,16231.48586,110.35154,31.46521,6.7678,2.11554,2359.13711,56.1059
6837,1108,30400.03869,32598.65344,153.53441,274.536,9.13119,2.10073,1285.34112,18.57944
6838,1108,35115.09034,21599.08407,166.6118,88.0569,6.87165,2.0872,2382.27223,45.44441
6839,1108,38507.66561,2453.08633,133.33731,143.76993,8.58923,2.47685,2103.7542,25.39403
6840,1109,3130.58162,2464.18011,160.20931,52.38738,7.2284,1.9683,1907.5262,61.95164
6841,1109,8096.42594,23884.09639,173.9166,184.86534,9.45736,2.17629,1603.40326,28.73023
6842,1109,9771.67233,28282.77077,174.38758,352.96723,9.22336,3.51565,2907.3448,22.29321
6843,1109,30375.07321,32590.63737,159.72857,251.08789,9.49522,2.78321,2088.69213,22.83791
6844,1109,35028.67758,21578.16489,102.55234,40.98026,8.03778,2.10251,2015.1614,41.39922
6845,1109,38568.60099,2478.32175,163.49412,155.60175,7.49767,2.50692,2699.68474,31.71515
6846,1110,1750.42717,12534.80333,148.21112,41.73814,7.77299,2.29398,2822.16881,72.51846
6847,1110,8129.45302,23876.69816,166.0184,189.50285,8.71819,2.7994,2833.65695,29.51667
6848,1110,9774.88122,28272.18023,160.23175,343.42701,9.99706,3.46075,3019.73913,20.11003
6849,1110,30390.8147,32604.28536,191.47575,315.47476,8.51902,2.6723,1874.10998,24.41756
6850,1110,35075.58517,21614.95177,124.76923,59.70626,7.22014,1.80412,1951.73458,37.99918
6852,1111,8135.75595,23855.42409,183.10073,223.76295,7.37773,2.30887,1960.84318,27.57687
6853,1111,9747.25546,28272.0359,155.91379,327.4244,10.5842,4.0652,3896.94436,21.56155
6854,1111,30404.80172,32592.09034,140.85156,253.80643,9.24173,2.82866,2401.64718,19.36038
6855,1111,35057.74091,21622.88894,129.58138,46.51586,8.16921,1.79092,1582.58985,47.73111
6856,1111,38539.01659,2464.8747,176.43302,186.3891,7.53787,2.17343,2130.42567,29.10477
6857,1112,8129.90653,23876.12328,166.9775,215.88275,8.25852,2.94607,3146.14067,27.69578
6858,1112,9779.67421,28273.92207,181.18297,366.44553,8.89866,2.8815,2428.5152,21.03959
6860,1112,30381.77235,32606.31639,161.91897,293.04641,8.49948,2.29099,1722.08934,19.5231
6862,1112,38604.56414,2442.87517,172.26162,128.16852,9.03263,2.05303,1576.32586,35.87192
6863,1113,8125.16132,23849.30863,176.41519,225.69887,7.89365,2.81746,3036.8755,28.35899
6864,1113,9778.09071,28294.78295,173.48828,408.72326,9.19246,2.33362,1701.83475,17.22143
6865,1113,30392.3476,32598.34223,153.27921,295.22476,8.9593,2.96946,2825.47498,19.823
6866,1113,35077.53945,21611.05636,155.59083,65.05518,7.71532,1.53142,1166.83094,44.72326
6867,1113,38534.7103,2434.39358,180.77452,159.82523,7.98498,2.47753,2323.67893,35.60424
6869,1114,9768.37624,28275.61328,163.3404,313.90002,11.10486,2.89328,2026.41921,20.44796
6870,1114,30384.64985,32589.77851,161.93915,272.16048,9.10089,2.2558,1906.03859,20.40157
6871,1114,35199.51676,21615.11907,133.96955,59.90028,7.5598,1.97116,2020.80442,43.38392
6872,1114,38536.95796,2440.26832,142.30719,129.87148,8.59413,2.03542,1824.62642,27.4836
6873,1115,8148.08432,23868.16606,164.95921,198.79698,8.76831,3.01962,3046.87595,29.27062
6874,1115,9796.81418,28297.05309,172.20406,344.51402,9.46943,2.62365,2492.71184,19.8336
6875,1115,30378.28377,32594.15647,170.27069,308.13417,8.56449,2.86873,2297.3328,21.81184
6876,1115,35087.01908,21611.0188,161.16413,90.36707,6.59773,1.68828,1560.6274,38.69699
6877,1115,38554.11505,2451.81625,147.10106,139.04592,8.12968,3.40008,3736.83766,34.65822
6878,1116,8147.25351,23863.70463,178.87993,232.635,7.78679,2.37725,2132.04124,26.31473
6879,1116,9764.25521,28263.13402,181.66508,404.35004,9.14504,3.15006,2497.34206,20.41913
6880,1116,22024.02533,24966.30938,112.75909,29.68814,6.94642,1.80139,1795.37673,55.41354
6881,1116,30406.767,32590.15044,192.92876,340.6711,7.98657,2.90419,2725.03798,24.18457
6882,1116,35109.93889,21585.34485,182.85575,94.12962,7.42792,2.43565,2754.51063,53.82803
6883,1116,38537.86827,2458.71701,179.11515,161.25955,7.93706,2.60402,2683.79658,35.76552
6884,1117,7434.3945,20691.58231,182.2815,65.86459,6.09472,1.7841,1700.52291,59.48575
6885,1117,8129.34203,23868.78922,166.72109,218.48496,8.70973,2.46949,2280.15092,25.40716
6886,1117,9768.10854,28298.00713,198.32361,454.62663,8.24597,3.1832,2091.5472,21.26832
6887,1117,28198.32351,25726.70111,139.47134,36.49563,6.7866,2.07399,2460.91082,69.2308
6888,1117,30379.48782,32610.55952,152.45048,238.87922,9.80983,2.36963,1740.89573,20.95798
6889,1117,35074.91792,21623.62314,176.74845,86.88711,7.59892,1.91332,1830.39274,47.83031
6890,1117,38586.26729,2476.71764,167.01033,152.63038,8.53984,2.49339,2062.44507,33.0472
6891,1118,8109.51766,23878.58057,197.71838,224.06892,8.77875,2.3577,1785.0347,30.85831
6892,1118,9795.0306,28276.57555,175.28453,377.44884,9.6956,2.96764,2150.0821,19.95163
6893,1118,11309.70666,33945.19802,78.56328,30.42613,6.63361,1.67673,1972.44971,33.53889
6894,1118,30396.9019,32585.55675,159.94669,231.15406,8.33124,2.23242,1713.58815,22.31503
6896,1118,38550.99792,2444.11954,171.65308,166.42568,8.32021,2.63557,3128.82964,33.07881
6897,1119,8113.38979,23844.21575,176.06793,255.7475,8.04649,3.00566,2521.55494,26.59419
6898,1119,9755.85129,28272.57063,172.22176,364.70141,9.14603,3.45319,2589.95447,21.23213
6899,1119,30406.31662,32575.10002,189.28472,335.90055,6.93309,2.82524,2154.87697,23.5285
6900,1119,35091.24976,21621.72258,176.95243,75.25954,7.62981,2.00475,1966.44241,54.71526
6901,1119,38533.18731,2440.98298,176.94097,126.09129,8.09605,2.11672,1855.83721,38.18872
6902,1120,419.80054,36419.39894,171.72129,58.41113,6.79228,2.24071,2608.05265,68.15306
6903,1120,8160.34182,23881.45232,182.40093,217.4351,8.49169,2.30806,2194.57366,27.98797
6904,1120,9774.64168,28280.87997,185.14655,374.3699,9.1597,3.1117,2550.44883,22.00866
6905,1120,30368.80529,32576.80576,165.97091,275.95129,9.08864,2.28547,1797.78126,20.94367
6907,1120,35075.47579,21611.1145,153.20637,64.29399,8.07089,2.10066,2140.43035,51.31177
6908,1120,38576.86973,2432.69733,197.86137,168.86724,7.73625,2.08757,1685.62423,35.8885
6909,1121,8122.43288,23861.31705,161.61795,217.43599,7.86857,2.62289,3165.5339,25.05667
6911,1121,30382.92474,32590.52014,177.93117,281.57606,8.45737,3.22379,3453.15197,25.98368
6912,1121,35081.25531,21638.61851,135.61766,44.35326,8.25856,2.2324,2250.59136,59.38244
6913,1121,38569.61087,2423.07219,168.34184,107.55509,8.60899,2.09035,1817.17403,39.78238
6914,1122,1268.48887,20270.42947,113.74751,30.70264,7.98438,1.95423,2066.67823,57.08601
6915,1122,8120.50718,23857.83489,170.81032,190.00697,8.30091,2.1171,1773.36428,27.23401
6916,1122,9769.38509,28291.95725,168.13894,341.66181,9.6078,2.96922,2223.51227,20.23416
6917,1122,28108.28809,6294.37956,178.19352,57.91248,6.80664,2.03456,2239.33864,68.48105
6918,1122,30377.24299,32604.18626,177.58799,303.82154,8.29592,2.89274,2495.8969,23.38901
6920,1122,38536.93093,2443.98772,191.08355,147.35913,7.86337,2.61907,2251.86068,42.20752
6922,1123,9771.77401,28286.02257,167.23376,378.03918,10.56259,2.90397,2213.05366,18.5894
6923,1123,28594.45835,14205.16889,120.66558,36.92177,7.07769,1.4999,1167.53178,47.36449
6924,1123,30400.60399,32592.0561,196.17717,301.52398,8.20116,2.45671,1901.0202,25.18289
6925,1123,35155.28439,21621.67724,154.12443,54.69239,8.02662,2.00289,1949.83733,57.14011
6926,1123,38512.90892,2438.01501,156.50796,124.19867,8.44696,2.54048,2506.75323,35.44566
6927,1124,8130.19147,23870.34922,166.42983,179.60304,9.0534,2.84074,2994.57915,31.02831
6928,1124,9762.41478,28295.12206,180.08183,414.28278,9.09376,2.35589,1722.90736,17.93441
6929,1124,30389.98072,32574.20755,161.88115,298.3158,9.35278,2.29002,1591.70267,19.28729
6931,1124,38532.5001,2437.24174,188.11271,136.43648,8.2765,2.08026,1841.24771,38.96929
6932,1125,8115.73848,23871.63466,193.34766,236.31143,7.86617,2.86609,2265.77567,31.46012
6933,1125,9130.12201,3223.18816,167.20815,306.9413,9.29943,2.64882,2018.51423,20.71751
6934,1125,9761.98226,28311.96358,175.49996,361.85972,9.82228,3.19701,2233.08828,21.2012
6935,1125,11994.07012,19324.21463,91.50542,29.46411,7.32528,1.69295,1526.75836,41.25159
6937,1125,30404.34182,32611.50182,161.33375,275.94944,8.70001,2.14423,1766.89911,19.80375
6938,1125,35113.79035,21631.74708,184.4248,90.15696,7.52736,2.11156,2008.85585,52.04551
6939,1125,38532.64964,2445.79375,140.88608,101.98619,9.13195,2.91611,3274.39065,38.04197
6940,1126,8150.58897,23860.31527,174.82408,175.97918,8.43953,2.66122,2713.97444,32.72433
6941,1126,9134.4809,3212.68183,166.56808,302.80384,10.90522,2.43379,1773.12026,20.1962
6942,1126,9765.10554,28286.34859,176.44126,363.88305,10.45033,2.84404,1938.55468,20.31022
6943,1126,30381.63506,32582.64825,163.98802,300.26848,8.40451,2.51748,1951.44723,20.14024
6944,1126,35147.8375,21546.52297,186.84164,90.95961,7.55611,2.0625,2093.21289,52.03531
6945,1126,38542.4168,2436.1257,194.66147,142.73678,8.4509,2.26044,1959.98237,41.17088
6946,1127,8113.83785,23843.87896,179.61165,213.12839,8.77284,2.27988,1829.72879,27.66481
6947,1127,9126.78831,3223.63206,163.55101,251.92607,9.9086,2.66961,2200.29133,23.1264
6948,1127,9772.03183,28277.76238,156.20485,331.14178,10.0215,3.15043,2685.80293,19.19955
6949,1127,30392.62065,32591.21199,163.35241,279.73442,9.17065,3.4,2890.3563,23.7495
6951,1127,38515.9071,2490.74344,159.99901,136.4243,8.12312,2.00137,1521.73896,30.74987
6952,1128,8117.62862,23891.42329,198.61249,240.6745,7.91941,2.82399,2993.86412,32.02274
6953,1128,9771.49849,28284.25043,169.06209,339.6996,10.47109,3.16945,2495.60436,21.00289
6954,1128,12945.86683,8042.52047,153.62349,46.36309,6.85524,2.25544,3066.80407,69.55741
6955,1128,13707.38513,35129.16492,17.63594,20.13179,7.08562,2.32569,2714.56594,17.478
6956,1128,18629.46649,22124.09561,83.81736,32.63435,7.26332,2.24809,2677.67835,39.14279
6957,1128,27501.2628,13225.21049,69.5536,24.37233,7.90465,2.08853,1963.96992,37.51607
6958,1128,30402.78016,32594.86435,174.41206,273.72194,8.74005,2.96636,2161.87738,24.8448
6961,1129,8132.37251,23865.77873,194.92142,232.22716,7.85171,2.15258,1787.03164,28.4313
6962,1129,9763.23467,28282.00334,177.48988,393.74821,9.22464,2.48752,1893.13943,18.52027
6963,1129,9926.65862,10011.18636,190.86555,67.13727,6.58496,1.98463,1915.78923,66.62261
6964,1129,30405.06756,32593.53412,182.64079,323.65176,7.85364,2.17828,2003.65785,20.94801
6965,1129,35100.05628,21580.37745,128.26709,54.49298,7.69638,2.09356,2296.76002,45.15739
6966,1129,38532.78497,2461.97146,165.45533,144.0721,8.11685,2.68019,2812.34382,35.24538
6967,1130,8103.23686,23880.41795,146.03021,146.34396,9.24748,2.48912,2166.67498,28.33276
6968,1130,9759.92157,28280.14407,172.09642,350.76465,9.51777,2.77803,2572.98545,19.98246
6969,1130,30391.04994,32595.35987,156.88885,253.3764,8.99404,2.4826,2002.81234,21.23522
6970,1130,35089.82022,21649.43594,163.25394,74.00968,7.43339,1.8918,1722.8756,47.885
6971,1130,38513.44173,2447.45183,189.39222,146.23558,8.29698,2.21452,1985.72637,38.4991
6972,1131,8115.08715,23831.81103,150.04562,174.58253,8.6901,2.72186,2186.67252,26.91868
6973,1131,9752.15197,28264.4262,152.81213,320.62482,10.21409,3.41547,2704.0424,19.70283
6974,1131,27050.17691,4068.35691,110.0467,30.93655,7.35911,2.02903,2074.04807,55.32968
6975,1131,30391.07427,32603.21684,149.66063,240.93064,9.52225,2.75913,2255.64816,21.49956
6976,1131,35153.75929,21608.17787,111.93417,61.43632,8.06947,1.8124,1660.43696,32.47896
6977,1131,38539.93432,2453.39197,170.23559,105.54208,8.35115,2.31517,1981.81309,43.09741
6978,1132,8136.21378,23855.8351,180.28164,192.09921,8.18245,2.27584,1763.27727,29.88895
6979,1132,9765.60713,28270.46858,167.18032,372.33795,10.26643,2.71799,2060.20309,18.34279
6980,1132,10642.80644,14473.11933,102.47249,32.8777,7.06739,1.59096,1436.82038,42.77389
6981,1132,30422.05395,32630.23727,183.27391,310.71164,7.38489,2.34058,2137.65452,22.14943
6982,1132,32524.55072,19523.79234,154.83301,43.77486,6.52068,2.436,3256.70809,77.64268
6983,1132,35136.89039,21628.30122,168.83201,54.35235,7.56441,2.17124,2208.02762,69.01963
6984,1132,38550.49551,2453.42749,154.6256,144.00527,8.37248,2.04072,1645.32924,28.53335
6985,1133,8127.96552,23855.91296,166.60852,173.56288,9.04261,2.13378,1521.76329,28.13753
6986,1133,9764.74773,28290.50404,167.63418,393.61463,9.34109,2.91353,2675.69,18.16434
6987,1133,23168.62005,6886.61676,71.2165,26.00965,7.19239,1.98818,2197.67913,35.94359
6988,1133,30377.43647,32596.52036,166.69785,279.92094,8.43979,3.01781,3507.5363,23.15712
6990,1133,38544.69496,2437.74606,172.65861,157.11032,8.09684,2.25268,2023.44958,32.37546
6991,1134,8136.83828,23871.10689,188.00309,226.78553,7.72197,2.58305,2200.5825,29.69224
6992,1134,9763.13602,28289.00546,160.34868,338.75153,9.94833,2.3271,1621.79723,17.62827
6993,1134,30368.21796,32575.30754,174.86484,298.94605,7.6451,3.14076,3771.3019,23.99544
6994,1134,35160.01128,21652.62669,168.02199,83.79235,7.26582,2.22616,2127.82271,49.3989
6995,1134,38535.00989,2458.2233,167.84331,150.44677,8.5071,2.26566,2096.44941,32.20919
6996,1135,8121.74532,23863.44672,165.60866,209.53235,7.70439,2.5779,2688.7511,26.38808
6997,1135,9753.58163,28294.86179,171.47945,343.55728,9.95266,2.53879,1950.08863,19.53987
6998,1135,30404.31198,32594.76868,161.20369,263.30044,9.3092,2.90975,2723.54589,22.76711
6999,1135,35110.87985,21531.98989,171.48738,70.04736,7.13552,2.31118,2586.86117,59.87619
7000,1135,38549.77989,2431.67393,175.73031,162.25771,8.41575,2.65737,2589.04769,34.99177
7001,1136,5610.23483,2046.06241,139.68991,38.24218,6.89908,1.79172,1735.74614,61.47978
7002,1136,8111.09869,23878.18878,159.55474,212.9225,7.65859,2.4769,2628.95461,24.43399
7003,1136,9775.29356,28290.93522,173.14339,391.83501,9.55057,2.84184,2389.28377,18.8324
7004,1136,30390.86077,32609.4216,160.12076,270.57822,8.66812,2.53216,2154.73472,20.99768
7006,1136,38503.05591,2464.41073,168.62868,136.28512,8.005,1.71222,1283.99495,31.0929
7007,1137,8114.15954,23875.60537,194.93865,211.4374,8.46083,1.77795,1088.30723,28.27007
7008,1137,9790.96053,28288.94056,178.47143,365.33711,9.79306,2.87922,2780.72286,20.65917
7009,1137,30390.0868,32576.76681,169.89116,313.13673,8.02861,2.53249,1540.14508,20.53235
7010,1137,35128.33531,21649.34933,111.34333,50.92423,7.60932,1.96214,1969.75382,38.0711
7011,1137,38541.4589,2451.90646,179.39133,169.37653,8.45362,2.37198,2309.90817,33.07619
7012,1138,8118.60648,23873.4294,155.95061,170.90014,9.44691,2.72679,2554.44805,28.83682
7013,1138,9774.15983,28270.07358,177.82536,380.36542,9.35048,2.59647,1544.31357,19.27033
7014,1138,19453.28517,421.40996,113.4801,33.3172,7.57452,2.00677,2126.8237,54.19654
7015,1138,30422.46101,32584.50681,162.69944,267.32537,8.6808,2.87313,3010.04513,22.68794
7016,1138,35112.10185,21640.70938,157.90249,69.07601,7.81394,2.09344,2005.68709,50.64307
7017,1138,38540.7844,2475.78357,172.33775,155.13248,7.81717,2.41761,2316.54899,33.63506
7018,1139,8162.64848,23908.73948,185.39249,219.674,7.92934,2.91056,3059.6103,31.51334
7019,1139,9761.05359,28274.86174,155.12366,338.00776,9.87341,3.57901,3281.06302,19.74845
7020,1139,30366.59047,32584.80509,168.31322,296.84395,7.86175,3.32645,2941.69206,23.47302
7021,1139,35024.75503,21665.76112,197.54304,84.95497,6.58114,2.27678,2938.0981,63.17564
7022,1139,38546.56569,2437.85452,155.06636,124.84205,8.57219,2.47403,2307.07431,34.41449
7023,1140,8132.35032,23840.40198,177.18433,211.27491,8.69853,2.30352,1979.82632,27.44351
7024,1140,9782.49553,28287.71831,171.89532,374.49443,10.11718,2.25819,1428.55033,17.84359
7025,1140,16310.37969,31109.56202,175.92938,58.20122,7.08162,2.05633,2115.1798,67.3175
7026,1140,18437.0515,8778.85957,105.42679,29.6724,7.26972,1.94944,2173.9988,52.72236
7027,1140,18614.08778,21995.58945,197.39007,65.15198,6.97359,2.04453,2021.34077,73.16924
7028,1140,30389.01722,32604.50039,170.32237,292.41685,8.12694,2.47557,2281.60164,21.40387
7029,1140,35158.71744,21552.19955,160.9705,77.02887,6.69226,2.47355,3691.22251,52.51998
7030,1140,38522.81665,2472.69353,160.65222,156.87251,7.98286,2.0738,2159.3726,28.4507
7031,1141,8128.10425,23852.22065,183.88237,225.23164,7.6589,2.11936,1919.67335,26.71401
7032,1141,9777.69982,28276.71579,168.34084,319.83893,9.8244,3.52029,3184.61883,22.81811
7033,1141,30402.31389,32610.09438,161.89958,309.06185,8.34867,2.51999,2269.33415,19.43984
7034,1141,35097.64061,21613.42386,90.06717,40.08294,7.83614,2.14084,2577.17177,35.9477
7035,1141,38548.3089,2457.79969,178.23753,166.35604,7.86153,2.21007,2043.2347,32.19564
7036,1142,8136.91805,23882.69788,174.8453,195.14266,8.15634,2.48893,2501.84845,29.44454
7037,1142,9779.00359,28290.58698,169.94968,343.81832,10.2575,2.61318,1410.81073,19.49874
7038,1142,27567.22242,8949.94844,139.85534,42.51765,7.0349,1.61833,1423.03974,53.96066
7039,1142,30390.09845,32595.62022,173.90699,269.71899,8.552,2.43955,1992.86605,23.11434
7040,1142,30893.35098,9086.88939,89.5726,28.31442,7.35357,1.57899,1364.44573,40.15359
7041,1142,35075.89553,21541.58787,153.03182,55.79049,7.67875,1.82072,1667.59334,52.9684
7042,1142,35743.57362,1276.01582,152.69862,36.94572,8.43049,1.96253,1703.40632,75.98056
7043,1142,38563.30761,2483.5109,167.43368,133.91021,9.03132,2.61441,2410.91414,37.40595
7044,1143,8121.54454,23863.05138,169.99088,220.52281,7.64195,2.91401,2703.70157,27.81589
7045,1143,9786.71948,28287.92533,186.80854,395.46197,8.24581,3.15093,2820.03275,21.54224
7046,1143,30391.40427,32610.92041,167.24375,264.58822,8.73659,2.27426,2057.46288,21.7151
7047,1143,35106.26839,21609.00411,131.48437,68.20952,7.51536,2.37519,2834.8327,42.07832
7048,1143,38544.08918,2436.67711,196.70383,192.89205,7.10951,2.45072,2353.18224,34.75759
7049,1144,8144.6002,23867.78755,191.58669,249.19049,8.15395,2.41561,1956.52772,27.68592
7050,1144,9782.67428,28305.50984,174.95108,354.03561,9.71424,2.64429,1884.51866,19.92944
7051,1144,30387.87944,32607.88415,163.37126,283.02277,8.89898,2.03998,1433.97091,19.49333
7052,1144,32094.19462,13054.6974,166.0898,101.18414,7.43881,2.37089,2407.17702,43.47375
7053,1144,35081.71214,21562.02337,157.5112,74.37996,7.49198,1.94392,1789.46316,45.96297
7054,1144,35250.09225,33296.18576,93.17509,31.58445,6.24353,2.191,2662.41639,45.33468
7055,1144,38536.02948,2449.42776,153.54036,129.01285,8.54645,2.13424,1626.26463,31.06534
7056,1145,8145.45387,23882.02159,170.98392,213.04283,8.23478,2.21701,1753.06364,25.64721
7057,1145,9764.59108,28282.0012,184.0508,366.87778,9.26019,3.18768,2627.93483,22.37338
7059,1145,30412.95444,32604.93073,171.11363,293.31231,8.22581,2.86622,2484.8982,22.71933
7060,1145,32061.02215,13051.11351,159.85569,99.74868,8.12002,1.77031,1352.85678,36.40528
7061,1145,33135.27915,3179.0214,179.33367,56.65409,6.7046,1.70404,1766.49657,63.61
7062,1145,35030.38273,21619.18926,179.35897,63.72407,7.79627,2.5616,2634.97367,74.09192
7063,1145,35884.49239,24576.73388,114.85334,33.48126,6.47515,1.96571,2001.27801,54.29257
7064,1145,38556.4188,2447.78975,188.0219,167.67938,8.04961,2.12628,1843.65273,33.88341
7065,1146,8114.65284,23900.42949,180.11549,202.15856,8.24425,2.74606,2242.78373,31.27552
7066,1146,9760.32868,28303.03844,180.43317,354.83819,9.43779,2.90711,2457.90573,21.47102
7067,1146,30394.70407,32579.75019,155.7398,251.10616,9.02499,2.71517,2031.64466,21.87446
7068,1146,32090.91864,13055.6163,160.22522,127.49316,8.32391,2.26205,1958.89661,34.02675
7069,1146,35077.16655,21588.77823,125.9398,55.3462,7.87402,2.12495,2275.51315,43.84533
7070,1146,38527.55614,2470.40604,153.11308,158.15942,8.18058,2.12256,1599.26677,26.80429
7071,1147,8147.97593,23865.64936,188.78625,218.80818,8.0547,1.97164,1494.19316,27.47139
7072,1147,9760.17987,28280.97064,166.64858,322.27043,9.9448,2.57421,1841.26381,19.75674
7073,1147,30394.94435,32594.81864,147.07091,224.27939,9.67611,3.29625,2637.72796,23.80231
7074,1147,32131.20237,13021.24305,171.89953,119.36055,8.04553,1.87043,1539.58598,36.17028
7075,1147,35114.49064,21634.75884,170.51257,62.93275,7.93316,2.2263,2184.96698,63.23316
7077,1148,8115.68009,23878.02213,194.11576,251.025,7.61456,2.6356,2372.92966,29.10815
7078,1148,9776.48882,28292.54429,165.43169,344.15326,9.55826,3.32421,2814.49964,20.61317
7079,1148,30389.67138,32595.42107,157.68078,296.32895,7.76857,3.05508,2800.67195,20.75108
7080,1148,32076.54387,13093.54346,162.363,101.97679,7.73446,2.33745,2439.19079,41.52422
7081,1148,35073.30718,21620.2714,191.72281,93.02133,6.92255,2.42306,2633.40752,58.24085
7082,1148,38541.60002,2511.00374,166.40484,145.53769,8.0086,2.49201,2072.88014,34.03989
7083,1149,8127.90887,23843.64637,172.06545,209.88149,8.35113,2.21628,1908.26703,26.12434
7084,1149,9766.69939,28301.32201,165.5007,343.14312,9.67351,2.94389,2684.2422,19.69352
7085,1149,27599.95928,8939.41762,136.40323,38.81124,7.94594,2.26625,2676.87564,67.29017
