1,735.166,715.578,695.807
21,5396.62,5311.79,5331.82,5295.54,5305.97,5333.01,5388.75,5352.74,5338.35,5364.99,5316.36,5337.31,5314.22,5355.25,5354.9,5330.77,5369.39,5341.02,5295.6,5305.79,5298.06,5320.78,5356.79,5304.73,5296.58,5289.07,5305.28,5318.05,5283.12,5305.67,5276.9,5323.37,5314.8,5365.37,5312.32,5278.3,5365.76,5304.28,5326.02,5320.36,5313.96,5273.6,5258.96,5341.15,5310.96,5279.94,5296.34,5295.94,5216.53,5303.03,5280.42,5311.03,5309.39,5298.38,5261.58,5280.66,5249.97,5230.95,5288.97,5306.07,5267.2,5262.62,5294.12,5257.27,5270.06,5286.1,5277.3,5315.53,5322.84,5304.01,5267.42,5299.58,5273.62,5244.67,5243.32,5295.49,5272.84,5290.89,5271.84,5264.3,5286.09,5230.99,5254.86,5251.38,5201.79,5266.49,5208.9,5211.41,5245.06,5214.49,5197.55,5220.51,5193.96,5250.6,5245.12,5231.88,5170.82,5187,5237.92,5228.07,5223.21,5211.28,5240.01,5204.37,5239.76,5247.13,5222.15,5220.54,5240.48,5258.95,5255.43,5232.36,5196.69,5217.2,5242.48,5179.81,5195.71,5264.6,5221.34,5181.1,5190.98,5193.91,5233.32,5255.04,5251.22
22,2701.97,2648.37,2636.48,2616.98,2661.36,2612.48,2662.92,2563.98,2585.22,2621.96,2569.97,2553.42,2512.26,2565.75,2519.88,2550.13,2582.66,2533,2580.06,2550.15,2542.39,2566.16,2537.38,2541.54,2571.83,2561.29,2524.95,2519.07,2512.91
23,8994.33,9047.08,9021.68,8972.32,8970.04,8932.48,8940.57,8933.47,8920.92,8971.84,8957.65,8958.62,8970.37,8992.17,9004.53,8972.32,8973.69,8969.29,8967.1,8936.32,8963.48,8947.41,8965.31,8932.67,8942.36,8945.37
24,7819.52,7840.68,7846.11,7808.42,7809.67,7824.86,7808.49,7810.38,7797.45,7831.67,7795.46,7800.66,7816.5,7780.98,7783.98,7803.59
25,11556.7,11543.7,11528.4
26,10590.5,10589,10582.7,10575.4,10556.6,10576.2,10561.5,10594.1,10577.4,10549.4,10553.2,10594.7,10601.9,10566.3,10549.2,10586.1,10572.9,10532.1,10536.6,10562,10532.1,10532.7,10575.9,10583.5,10556.1,10566.7,10528.5,10540.5,10545.3,10550.9,10588.1,10520.6,10555.8,10554.2,10565.7,10529.9,10542.4,10502.6,10530,10557.4,10525.3,10591,10534,10542.9,10546.4,10540.2,10543.2,10547.2,10543.5,10519.5,10594.4,10560.1,10432,10552.8,10533.2,10520,10450.5,10516,10536.6,10552.4,10517.1,10556.7,10516.2,10533.4,10554.3,10545.3,10525.1,10524.1,10529.2,10517,10543.3,10543.5,10538.3,10562,10543.4,10527.7,10526.9,10571.3,10524.5,10516.3,10529.7,10564.4,10558.2,10520.4,10542.9,10533.1,10516,10494.3,10501.6,10549.8,10547,10490.1,10527.2,10491.7,10519.1,10511.5,10529.6,10521.3,10498.3,10525.7,10548.3,10537.7,10515.2,10541.4,10554,10524.9,10491.3,10513.8,10520.7,10484.7,10515.4,10523.7,10530.1,10563.3,10471.1,10511.8,10514.6,10516.5,10533.5,10533.2,10522,10497,10510.4,10469.6,10516.7,10379.8,10346.3,10369.4,10293.3,10340.4,10338.5,10354.3,10331.5,10332.9,10301.7,10296.8,10328.5,10314,10280.3,10263.1,10320.7,10295.8,10358.6,10317.8,10427.1,10467.6,10481.9,10452.6,10460.1,10473.2,10426.6,10422.2,10443.3,10489.3,10460.4,10504.5,10443.4,10459.7,10459.9,10480,10472,10487.5,10470.2,10513,10437.9,10423.1,10452.7,10441,10469.7,10506.2,10442.2,10429.1,10469.6,10471.5,10494.6,10478.1,10449.6,10434.3,10433.1,10460.3,10453.7,10461,10442.5,10424.2,10439.1,10443.5,10465.9,10447.9,10447,10370.8,10427.7,10438.4,10441.9,10417.2
27,8721.87
28,10586.6,10526.7
29,12332.9,12297.7,12272.5,12292.5,12280.9,12270.9,12277.5,12311.3,12292.8,12286.3,12273.9,12298.6,12333.3,12286.7,12258.8,12271.7,12259.5,12301,12240.7,12232.4,12306.3,12263.3,12232.2,12231.9,12219.6,12251.5,12249,12246.6,12268.6,12239,12222.9,12246.4,12265.8,12200.5,12207.8,12252,12209.2,12221,12188.4,12186.6,12235.1,12222.1,12215.4,12221.3,12229.2,12209.8,12179.8,12191.4,12206.2,12191.7,12173.9,12196.5,12180
30,6868.44,6891.62,6864.07,6862.58,6867.37,6843.25,6866.14,6904.25,6891.21,6859.04,6846.09,6889.69,6894.33,6851.63,6863.38,6857.69,6887.87,6931.81,6858.5,6867.57,6904.18,6896.51,6910.31,6876.07
31,12107.7
32,5126.97,5124.38,5140.79,5132.99,5106.23,5089.86,5088.52,5081.54,5094.52,5053.78,5106.24,5097.96,5090.46,5054.74,5104.36,5060.16,5078.71,5090.5,5104.57,5100.81,5061.77,5057.9,5054.24,5046.72,5058.17,5048.52,5045,5052.44,5065.94,5047.47,5038.92,5063.49,5050.55,5060.8,5061.24
33,2596.68,2610.62,2594.28,2594.23,2628.01,2614.71,2556.03,2614.47,2609.05,2595.91,2587.28
34,1884.51
35,7147.89,7126.33,7181.22,7148.9,7138.3,7166.16,7119.34,7159.87,7129.46,7121.48,7139.34,7136.29,7123.54,7106.27,7150.22
36,3801.87,3773.22,3801.3,3794.84
37,11021.3,11024.8
38,2527.04
39,10380.7,10411.9,10431.1,10382.7,10404,10424.1,10379.3,10404.4,10378,10391.7,10425.8,10411.9,10394.3,10399,10403.2,10416.4,10416.7,10405.3,10398.6,10410.7,10372.8,10372.4,10371.4,10387.3,10372.7,10380.2,10348.9,10356.7,10373.2,10374.6,10374.9,10398,10411.6,10343,10378.8,10329.4,10352.2,10327.2,10354.6,10378.7,10352.6,10301.4,10345.6,10362.6,10363.1
40,8905.16,8903.49,8895.16,8887.97,8912.65,8868.28,8863.68,8884.73,8901.93,8860.72,8882.21,8892.98,8872.96,8874.8,8894.91,8887.13,8863.03,8867.89,8877.16,8881.15,8878.8,8853.12,8874.74
41,9410.26
42,8301.87,8327.05,8296.98,8327.34,8322.05,8310.95
43,10312.4,10326.1,10354.1,10349.4,10359,10349.3,10378.4,10294.3
44,10486.2,10524.4,10482.2,10501.9,10523.6,10518.5,10490.1,10492.8,10477.3
45,812.129,814.496,776.741,774.182
46,4061.57,4101.57,4122.14,4132.13,4105.49,4096.75,4114.89,4124.76,4142.61,4149.59,4061.87,4081.24,4091.87,4105.55,4080.66,4069.86,4114.77
47,12322.5
48,11716.9,11709.1,11672,11748.7,11760.8,11728.2,11727.7,11727,11722.4,11677.1,11708.2,11735.6,11699,11740.7,11713.1,11724.7,11707.2,11716.8,11718.2,11683,11723.9,11677.4,11710.9,11700.5,11751.1,11740.5,11709.9,11694.2,11700.4,11766.1,11712,11694.9,11666.7,11696.9,11664,11755.1,11665.9,11741.7,11719,11687.3,11694,11696.2,11698.3,11692.9,11700.1,11691.3,11698.5,11701.7,11657.1,11710.7,11766.9,11733.9,11751.9,11700.5,11679.4,11729.4,11725.7,11763.1,11696,11755.4,11750,11727.5,11735.4,11744,11720.9,11752.4,11730.8,11746.7,11711.9,11768.3,11734,11735.2,11721
49,3531.54,3515.6,3592.75,3553.76,3532.42,3529.97,3515.43,3516.66,3560.63,3510.91,3552.77,3542.79,3487.37,3555.04,3534.33,3561.61,3553.64,3499.93,3535.97,3524.37,3546.64,3507.38,3497,3543.59,3523.24,3520.83,3517.58,3546.25,3519.56,3547.48,3543.29,3506.42,3512.98,3540.97,3541.58,3531.87,3524.53,3577.01,3517.81,3534.29,3549.08,3496.52,3529.73,3525.41,3509.12,3548.62,3547.6,3541.22,3585.23,3530.18,3537.16,3544.18,3528.11,3501.97,3547,3524.96,3508.44,3569.04,3521.38,3492.3,3554.07,3516.71,3496.33,3533.81
50,924.785,907.523,944.855,899.06,904.113,893.891,895.153,936.279,874.421,945.744,903.101,872.012,928.944,902.756,865.787,944.098,914.017,962.606,894.636,921.538,843.741,889.369,904.936,935.04,895.292,922.625,893.466,914.996,888.688,934.913,985.491,849.791,928.561,821.561,921.777,904.168,864.4,901.745,843.58,872.297,916.135,873.208,876.78,870.083,885.512,919.698,922.574,851.685,902.412,910.265,831.422,849.32,848.944,901.384,1010.54,920.143,826.236,887.413,826.172,912.539,858.009,859.699,858.214,910.299,879.497,900.039,864.619,831.524,883.606,897.163,870.734,877.477,891.517,854.234,903.909,848.317,851.726,880.694,917.549,928.339,868.166,855.964,817.172,861.266,866.388,869.254,843.489,873.36,852.973,901.114,879.782,909.804,845.472,881.279,913.994,849.503,926.254,884.289,879.36,863.927,813.096,900.332,846.847,904.195
51,10151.8
52,11596.5,11600.5
53,1862.82,1842.93,1829.52,1815.1,1823.57,1858.49,1769.53,1777.99,1826.21,1837.37,1789.99,1805.55,1792.59,1773.63,1860.42,1817.34,1795.53,1778.34,1820.75,1816.68,1769.51,1806.47,1802.12,1812.97,1767.98,1804.01,1802.52
54,1604.53,1592.97,1604.49,1598.8,1557.27,1629.31,1606.58,1613.75,1581.08,1614.96,1586.34,1598.04,1618.59,1611,1594.28,1568.89,1572.97,1591.98,1595.12,1626.18,1605.61,1623.34,1595.37,1592.11,1619.29,1582.02,1616.82,1658.21,1635.44,1606.4,1546.76,1582.23,1638.67,1566.6,1560.15,1580.85,1623.77,1545.59,1590.68,1618,1608.73,1604.84,1634.86,1598.8,1633.33,1627.58
55,10036.2,10009.3,10018.4,10022.9
56,3089.57
57,3328.47,3259.45,3328.71,3195.92,3314.84,3272.46,3342.68,3315.73,3307.05,3306.72,3315.09,3323.99
58,776.795,761.542,795.352,783.658,797.253,801.019,830.332,790.732,811.871,767.17,844.658
59,6076.17,6114.49,6082.86,6111.49,6076.83,6097.9,6106.19,6115.84,6061.32,6038.75,6109.85,6097.33,6102.56,6069.25,6090.68,6059.98,6078.81,6097.03,6087.84,6067.61,6081.1,6075.07,6077.55,6061.46,6098.97
60,4523.97,4503.34,4554.79,4579.19,4579.47,4543.23,4535.7,4568.9,4537.51,4575.92,4535.2,4531.12,4540.96,4563.12,4573.86,4590.49,4569.7,4574.58,4534.89,4544.11,4553.15,4535.61,4532.6,4561.96,4547.43,4562.04,4544.49,4583.84,4529.32,4518.66,4587.68,4581.52,4575.22,4572.61,4530.51,4525.81,4584.47,4564.03,4533.35,4552.5,4568.9,4559.95,4521.46,4516.05,4520.11,4553.3,4558.24,4509.81,4571.49,4557.02,4535.54,4508.73
61,4209.79,4154.39,4150.66,4175.77,4190.54,4149.22,4162.19,4158.05,4119.82,4109.31,4141.86,4161.95,4152.52,4176.56,4164.84,4168.94,4173.94,4159.41,4195.2,4159.65,4157.81,4137.3,4131.69,4164.6,4153.66,4149.83,4156.51,4153.35,4140.64,4170.52,4152.84,4136.69,4166.86,4168.49,4199.2,4163.01,4136.96,4147.28,4147.6,4129.77,4136.42,4185.8,4172.43,4157.38,4172.28,4174.35,4140.18,4126.45,4123.01,4126.48,4165.8,4125.87,4107.91,4167.66,4161.84,4163.27
62,2776.7,2730.9,2752.25,2747.82,2766.91,2737.67,2755.79,2728.43,2780.18,2726.95,2756.8,2747.86,2783.45,2755.58,2740.32,2745.21,2737.77,2761.87,2743.92,2710.85,2730.21,2738.33,2736.22,2706.96,2730.88,2739.49,2730.12,2726.25,2747.59,2721.54,2718.9,2699.59,2768.14,2750.05,2773.56,2708.33,2734.04,2760.41,2741.18,2731.42,2748.06
63,9029.75,8997.02,9026.55,8979.96,8985.89,8977.27,8998.39,9019.61,8994.79,9041.01,9045.51,9006.99,9001.49,8965.33,8952.27,8993.7,9005.45,8975.29,8995.04,9029.22,9006.47,8998.28,9018.83,9012.89,9007.77,9005.1,8971.97,8978,9011.54,9014.38,8993.47,8922.8,8978.8,9003.17,9003.15,8997.5,9005.76,8966.72,8976.79,8971.5,8978.99,8962.53,8952.63,9003.8,8984.37,8985.01,8940.53,8975.29,8972.84,9015.74,8950.89,8938.27,8971.42,9007.13,8977.02,8948.77,8934.72,8963.25,8979.01,8987.8,8977.36,8990.21,8953.12,8940.14,9003.13,8964.29,8993.35,8973.78
64,6643.17
65,6924.31,6879.45,6892.99,6857.13,6866.95,6868.75,6838.41,6856.27
66,10947.7
67,11135.7,11130.2,11150.3,11124,11141.6,11143.7,11160
68,4919.79,5008.41,4972.87,4949.54,4963.41,5012.64,4946.5,4989.34,4916.31,4951.39,4995.65,4945.25,4998.71,4958.89,4977.89,4958.47,4981.64,4949.73,4966.94,5001.49,4996.5,4972.36,4948.58,4971.88,5006.41,4975.01,4983.17,4969.5,4978.51,5010.73
69,4369.61,4373.68,4365.34,4375.99,4343.92,4334.34,4373.87,4371.06
70,3623.22
71,2139.05,2155.13,2176.04,2130.98,2184.46,2138.58,2171.96,2124.4,2117.48,2186.31,2147.86,2130.83
72,4757.69,4709.58,4759.01,4805.03,4777.91,4769.65,4766.91,4801.71,4824.44,4816.38,4816.38,4796.9
73,5321.11,5374.72,5346.72,5379.08,5296.75,5375.57,5325.3
