Width	Height	nb_Planes	nb_Points	Pixel_Size(um)	Frame_Duration(s)	Gaussian_Fit	Spectral
256	256	4000	9195	0.160	0.050	X Y sigma	False
id	Plane	Index	Channel	Integrated_Intensity	CentroidX(px)	CentroidY(px)	SigmaX(px)	SigmaY(px)	Angle(rad)	MSE(Gauss)	CentroidZ(um)	MSE_Z(um)	Pair_Distance(px)
1	1	1	-1	44143.561152	40.447372	226.675842	1.049291	1.049291	0.000000	0.966548	-1.000000	-1.000000	0.000000
2	1	2	-1	5853.912252	219.191376	41.024506	0.732456	0.732456	0.000000	0.676199	-1.000000	-1.000000	0.000000
4	2	1	-1	8064.336254	219.150208	41.190224	1.004743	1.004743	0.000000	0.686718	-1.000000	-1.000000	0.000000
5	2	2	-1	6806.057029	145.907425	218.152878	0.743173	0.743173	0.000000	0.708643	-1.000000	-1.000000	0.000000
6	2	3	-1	6284.420121	48.936749	146.639740	1.126334	1.126334	0.000000	0.428389	-1.000000	-1.000000	0.000000
7	2	4	-1	47121.327052	40.401035	226.623245	1.096044	1.096044	0.000000	0.956536	-1.000000	-1.000000	0.000000
9	3	1	-1	43374.780113	40.432163	226.645325	1.066398	1.066398	0.000000	0.944252	-1.000000	-1.000000	0.000000
11	4	1	-1	8575.519962	145.851181	218.133713	1.231123	1.231123	0.000000	0.532673	-1.000000	-1.000000	0.000000
13	4	3	-1	45011.799952	40.347759	226.706451	1.099914	1.099914	0.000000	0.964572	-1.000000	-1.000000	0.000000
15	5	1	-1	41367.296752	40.467522	226.701035	1.001390	1.001390	0.000000	0.956842	-1.000000	-1.000000	0.000000
18	6	2	-1	45401.400671	40.368393	226.730698	1.100857	1.100857	0.000000	0.956344	-1.000000	-1.000000	0.000000
19	6	3	-1	7479.120369	145.844330	218.222183	1.065914	1.065914	0.000000	0.621177	-1.000000	-1.000000	0.000000
21	7	1	-1	7441.680760	145.546402	218.206451	0.977332	0.977332	0.000000	0.715644	-1.000000	-1.000000	0.000000
23	7	3	-1	41802.426689	40.453152	226.620636	1.112689	1.112689	0.000000	0.918189	-1.000000	-1.000000	0.000000
25	8	1	-1	8575.734472	145.607803	218.292313	1.104449	1.104449	0.000000	0.716355	-1.000000	-1.000000	0.000000
26	8	2	-1	6689.427983	48.792679	146.505981	1.028123	1.028123	0.000000	0.632358	-1.000000	-1.000000	0.000000
27	8	3	-1	44545.744258	40.480160	226.615250	1.080733	1.080733	0.000000	0.959730	-1.000000	-1.000000	0.000000
29	9	1	-1	44431.522794	40.421707	226.669357	1.145278	1.145278	0.000000	0.964679	-1.000000	-1.000000	0.000000
32	10	2	-1	46204.598531	40.382854	226.614975	1.101808	1.101808	0.000000	0.925102	-1.000000	-1.000000	0.000000
34	11	1	-1	42838.627537	40.579239	226.683060	1.058985	1.058985	0.000000	0.973923	-1.000000	-1.000000	0.000000
36	12	1	-1	41128.342714	40.419697	226.687454	0.963708	0.963708	0.000000	0.968479	-1.000000	-1.000000	0.000000
