1,0.823069
2,0.722444
3,0.931568
4,0.912686,0.992339,1.07067,0.927571,0.968824,1.02587
5,1.20078,1.10855,0.964826,1.1233,1.06614,1.08294,1.17434
6,1.57396
7,0.976655
8,0.819355
9,1.1613
10,0.998219
11,0.849713
12,1.32297,0.671411,0.862488
13,0.859776,0.930895,1.00304,0.839863,0.882012,0.968237,1.24605,0.827505,0.743737,0.676615
14,0.999785
15,0.92829
16,0.881475,0.979642,0.820349,0.887877
17,0.893357
18,0.73878
19,0.674482
20,0.820267,0.906853
21,1.02076
22,0.842325
23,1.43242
24,1.29969
25,1.15472
26,0.945717
27,0.795776
28,0.698769,0.710841,0.776015,0.925151
29,0.860363,0.976376
30,0.707565
31,0.976485
32,0.776772,0.640222,0.862055
33,0.96989
34,0.929487
35,1.00394
36,0.88183
37,0.951969
38,0.895201,0.976989
39,1.12023
40,1.05747
41,0.944367
42,0.747638,0.884767
43,0.791765
44,1.37529,4.4209
45,1.19969
46,0.996941,0.929488
47,1.26122,1.13248,0.915908,1.22818,0.834369,0.546495,0.723985,1.26092,0.96408,1.09382,1.56132,0.861219,1.66487,1.06934,0.873608,0.772254,0.955026,0.90087,0.997817,1.02563,0.741883,0.964114,1.11604,1.11902,0.938503,1.11286,1.03596,1.03596
48,0.990134
49,1.15547,1.09764
50,0.742661,0.788571
51,1.15984
52,0.798098
53,0.786278,0.886805,0.903278,0.990466,0.940178,0.827967,0.895905,0.880496,0.819131,0.860795,0.87623,0.903706,0.777282,0.970099,0.813793,0.798743,0.937363,0.875197
54,1.16309,0.846662,0.822677,0.898328,0.946105,0.964928,0.833426,0.892293,0.907366,1.13388,1.05781,0.811788,0.894342,0.918857,0.868966,0.903192,0.707567,0.788949,1.14366
55,0.754354
56,1.1776,0.795547
57,0.858082
58,1.90302
59,0.988175,0.755489
60,0.790911,0.963755
61,0.832482,0.834609
62,2.43831
63,0.78228
64,1.06352
65,1.2116,0.945162,0.933304,0.935417
66,0.764359
67,0.999579,0.955145,0.872658,0.779706,0.855782,0.885812,0.909892,0.763876,0.87144,0.778125,0.93453,1.26018,1.215,0.980086,0.868406,0.996206,0.98193,0.952618,1.35953,1.11505,1.19826,1.24804,1.19985,1.21465,0.998919,1.52931,1.11981,1.13511,1.52703,1.13374,1.08218,0.936,0.97832,1.20192
68,0.683284
69,1.03824
70,1.05868,0.898307
71,0.875854,1.34885
72,0.939811
73,1.34452
74,0.930219
75,1.64052
76,1.20092
77,0.883473
78,1.94483
79,1.00127
80,3.0361
81,0.978222
82,0.875623
83,1.57986
84,1.34896
85,0.84798
86,0.746429
87,0.926969
88,0.97838,1.08958,1.06308,1.02519,1.0925,1.07733,1.02069,1.07431,1.47022,1.07273,1.07424,1.07854,0.996368,1.09886,1.01097,1.06896,1.16611,1.03952,1.1504,1.00023,0.922693,1.10035,1.03341,1.39441,1.10431
89,1.06482
90,0.91788
91,0.925075,1.14297
92,1.08487
93,0.879756
94,0.756069,0.895667
95,1.056
96,0.784239,0.78994,0.92284
97,0.771801,1.05556
98,0.82685
99,0.637189
100,0.679601
101,1.18393,1.03782
102,1.18071
103,0.890636,0.906668,0.823148,0.832959,0.835085,0.882508,0.892197,0.689168,0.855522,0.860793,0.897433,0.901312,0.807116,0.881745,0.81961,0.768847,0.808138,0.906262,0.858295,0.950092
104,0.996448
105,0.88287
106,0.772803
107,1.25966
108,0.820425
109,0.993044
110,0.813342
111,0.94583
112,0.822923
113,0.74987
114,0.949097
115,1.00038
116,0.756423,0.75137
117,1.18088
118,1.03057
119,0.717243
120,0.805877,0.921458
121,0.999013,0.858209,0.846502,0.948434
122,0.740491
123,0.932549
124,1.03106,1.08223
125,0.993015
126,1.06753
127,0.918276
128,0.589389,0.886302
129,0.960513
130,0.959092
131,0.860661,1.48734
132,0.970098
133,0.815275
134,0.937872
135,1.16063
136,0.842595,0.834448
137,0.939561
138,1.55141
139,0.820474
140,1.29172
141,0.962441
142,0.801333,0.831877
143,0.881462
144,1.10817
145,1.22543
146,0.999882
147,1.55577
148,0.999929
149,1.19703
150,1.03042,0.868508
151,0.597804
152,1.05997
153,1.01586
154,1.01742
155,0.879723
156,0.735142
157,0.831374,0.908162
158,0.941216
159,1.03749
160,0.999548,0.788023
161,0.947256
162,0.851939,1.10722,0.945528,0.739737,0.952149,0.910827,0.883238,0.97332,1.16088,0.929945,1.0823,1.06807,0.755136,0.635585,0.855947,1.30563,0.815913,1.1393,0.908886,0.930137,0.993336,0.779467,0.909605,0.895969,1.19336,0.75098,0.901383,0.83722,0.776611
163,0.849662
164,1.05849
165,1.31278
166,0.820993
167,0.713445
168,0.835995
169,0.843843,0.867378
170,1.69577
171,0.932668
172,0.952797,0.925352,1.00285,0.860872,0.897078
173,1.1117
174,0.704401
175,1.0789,0.936685
176,0.983071
177,1.13741
178,0.879371
179,1.85171
180,0.812179
181,1.07977,1.19453
182,0.957822
183,1.07783
184,0.94402,0.910986,0.91253,0.843543,0.748471,0.781689,1.0046,0.924545,0.802725,0.769422,1.01497,0.84247,0.842381,0.941509,0.937599,1.04906,1.02126,0.94819,0.721324,0.863266,0.895207,0.956677,0.866947,1.10054,0.99548,0.785504,0.776627,0.812262,0.815244,0.859504,1.1427,0.861118,1.0441,0.905907,1.05352
185,0.844905,0.850865,0.836727,0.764885
186,0.888564
187,1.18456
188,1.17795,1.14738,1.13149
189,0.796758
190,0.818031
191,1.03975
192,0.898679
193,0.855491
194,0.897062,0.890694
195,0.792393
196,0.956502
197,0.676626
198,0.737201
199,0.949905
200,0.72408,0.980359,0.749779
201,0.572509,0.902137
202,1.19142
203,0.949098
204,0.831479
205,0.733412
206,0.81561
207,0.915499
208,1.22932,1.06928
209,1.00324
210,1.69729
211,0.786575,0.795856,1.04206,1.07005,0.870594,0.715807,0.980383,0.853104
212,0.805987
213,1.06925,1.00968
214,0.993456
215,1.00115
216,0.825525
217,0.680461
218,0.80329
219,0.875175
220,0.914573
221,0.914431
222,0.674587
223,0.805289,0.965785,0.738031
224,1.13939
225,0.95159
226,0.893815,0.922088
227,0.877825,1.03304
228,1.13045
229,0.881437,0.746683
230,0.805445,0.75292
231,0.894923
232,0.961584,0.884151,0.777655
233,0.906104,0.971216,0.978709,0.861406,0.999711
234,1.00515
235,0.651204
236,1.02482
237,0.872459
238,0.699007
239,0.964743
240,0.739523
241,0.89262,0.596838
242,1.0549
243,1.08009
244,0.814107
245,0.70813
246,0.846114
247,0.777094,0.878041
248,0.757557,0.770116,0.886789,0.741244,0.8505,0.880438,0.830483,0.775893,0.828209,1.13579,0.877736,0.828657,0.855546,0.736089,0.750795,0.796867,0.805848,0.847025,0.803876,0.771732,0.803937,0.760572,0.784641,0.648327,0.795402,0.832191,0.837073,0.805277,0.777732,0.818701,0.827753,0.757827,0.889452,0.759186,0.644959
249,0.974724
250,0.81684
251,0.947496
252,0.930958
253,0.927349
254,0.707733
255,0.839146,1.05592,0.822917
256,0.785539
257,0.738318,0.766747,0.782458,0.98036
258,0.854126,1.04957
259,1.20137,1.12061,0.990163
260,0.825541
261,0.715981,0.955929
262,0.703234,0.806626
263,0.990856
264,0.803938,1.09744,0.696483,1.61722
265,0.877552
266,0.623113
267,0.699581
268,0.894738
269,1.17729,1.29773,0.844714
270,0.804316
271,1.18225
272,0.886304,0.807382,0.862304,0.804446
273,0.84526
274,0.951625
275,0.957638
276,0.819935
277,0.900503
278,1.14084
279,0.84693
280,0.935276
281,0.942864
282,0.811054,0.687597,0.73893
283,0.697445
284,0.921584
285,1.05417
286,1.17301
287,1.02827
