density,frame,intensity,sigmaXY,x,y,
9.491e-05,1546,5689.74,1.16458,7809.64,27084.3,
8.28936e-05,1555,5959.74,1.38665,7839.45,27211.6,
0.0399194,1556,2405.4,0.405454,7907.39,27136.2,
0.000116427,1557,4291.56,0.944832,7921.16,27047.5,
0.0253027,1575,4215.03,0.844231,7877.59,27126.8,
0.000134028,1576,5151.31,0.903527,7812.51,27106.5,
0.0616333,1577,5893.59,0.935793,7914.83,27131.2,
0.0269893,1578,3545.93,0.701301,7887.31,27152.3,
0.00417025,1579,3470.74,0.786912,7820.39,27156.8,
0.00944586,1580,5253.89,0.844023,7895.8,27080.6,
0.00293116,1614,7376.69,1.19011,7930.34,27076.7,
0.00840909,1615,5283.81,1.12154,7845.91,27177.2,
0.0228803,1616,6050.44,1.07762,7873.84,27144.7,
0.00561947,1617,5853.33,0.795065,7920.63,27100.1,
0.000241677,1618,5345.43,0.77949,7908.02,27182.4,
0.00700599,1620,7000.08,0.924487,7932.24,27138.3,
0.0297846,1621,3865.56,0.893561,7889.29,27118,
0.025509,1622,4011.47,0.791792,7890.62,27129.1,
0.0176145,1623,7332.65,1.15723,7874.92,27164.7,
0.00988767,1624,5424.09,1.02375,7841.83,27119.8,
0.0118524,1625,5678.66,0.999617,7915.33,27169.2,
0.0103856,1626,6537.56,0.970349,7894.04,27176.6,
0.00237481,1627,4000.2,1.11039,7807.33,27139.8,
0.0247903,1637,7408.68,1.22545,7869.09,27134.6,
5.70178e-05,1638,6851.4,1.25315,7937.63,27053,
0.0150855,1712,3130.5,0.674447,7872.5,27163.1,
0.0278941,1713,4560.79,0.887205,7896.04,27124.3,
0.00607043,1714,4229.82,0.931342,7914.97,27082.2,
0.026314,1715,9039.3,1.27824,7853.99,27153.5,
0.0382336,1716,4766.16,0.907529,7881.93,27084.1,
0.0589492,1717,6820.85,0.876389,7911.04,27136.9,
0.0116776,1718,7390.64,1.11505,7883.57,27079,
0.0286371,1719,5177.72,1.01229,7897.53,27153.1,
0.00912573,1737,3734.35,0.706047,7881.86,27081,
6.70092e-06,1738,3719.68,0.797489,7948.73,27183.9,
0.0146081,1739,5472.79,1.0855,7913.56,27151.9,
3.04575e-05,1740,5426.13,1.28799,7944.42,27157.5,
0.0144388,1741,3210.87,0.491329,7915.01,27119.1,
0.0460374,1742,5187.72,0.945618,7915.72,27130.3,
0.016824,1743,5645.26,0.951962,7898.74,27088.4,
0.0163176,1744,8334.9,1.27127,7904.41,27164.5,
0.00782096,1745,3279.48,0.683165,7854.64,27082.2,
0.0110996,1746,4224.88,1.00818,7840.5,27143.7,
0.028934,1747,8521.09,1.14575,7867.34,27151.8,
0.0159672,1748,3897.16,0.575473,7861.49,27101.2,
9.92137e-05,1749,6116.1,0.957085,7951.19,27137,
0.038476,1750,7563.67,1.16004,7907.82,27134.5,
0.0319779,1751,4705.89,0.761297,7893.09,27153.2,
0.0102276,1752,2616.29,0.587673,7838.09,27161.4,
0.0196156,1767,2851.41,0.6857,7858.84,27141,
