density,frame,intensity,sigmaXY,x,y,
0.0181689,1768,6157.07,0.981511,7902.48,27163.9,
0.0317344,1769,5957.9,1.01128,7909.17,27143.5,
0.051,1770,7285.85,1.07719,7883.92,27097.3,
0.0189083,1771,4948.78,0.893104,7862.67,27158.1,
0.0263328,1772,6284.21,1.10588,7887.24,27148.8,
0.0306334,1773,4799.99,0.872405,7867.27,27123,
0.0250688,1774,5912.34,0.850389,7900.69,27102.4,
0.00682751,1775,4662,0.791915,7908.98,27072.2,
0.0181237,1776,3865.11,0.658948,7858.44,27161,
0.00264808,1778,5374.13,1.22841,7866.91,27057,
0.0395061,1779,3983.35,0.757071,7883.76,27087.8,
0.0168891,1780,7014.01,0.952299,7909.59,27154.3,
0.0195416,1781,7449.39,1.17362,7908.74,27103.7,
0.0119779,1782,4598.18,0.783207,7911.26,27178.6,
0.0270408,1783,8382.89,1.33909,7875.29,27099.7,
0.0217112,1784,3380.92,0.604225,7892.24,27156.5,
0.0279214,1785,5048.1,0.968846,7880.28,27103.1,
0.000204188,1786,4821.62,0.74046,7917.4,27190.6,
0.00353584,1787,5128.03,0.814401,7845.26,27196.6,
0.0304682,1788,6546.58,1.17774,7903.07,27144.8,
0.00387581,1789,5546.35,0.791084,7908.97,27064.6,
0.0129992,1790,6999.87,1.35568,7859.57,27095.7,
0.0231822,1791,6119.56,1.02928,7863.7,27099.9,
0.0106363,1792,6675.87,1.1599,7916.21,27114.4,
0.0145206,1793,6657.22,1.15076,7917.56,27127.6,
0.0229298,1794,5421.98,0.853316,7900.12,27107.4,
0.00123852,1795,12265.5,1.36329,7825.8,27178.3,
0.0055575,1796,3812.34,0.909833,7849.29,27089.8,
0.0243685,1804,5402.83,1.19292,7911.07,27093.8,
0.0128459,1805,4206.03,0.888624,7918.11,27139,
9.67878e-06,1806,7327.93,1.25179,7986.86,27086.1,
0.0109528,1807,6050.54,0.885186,7843.03,27162.9,
0.0470465,1808,4540.29,0.937647,7884.85,27123.9,
2.15693e-05,1809,13371.8,1.58671,7906.9,27039.3,
0.00969539,1810,2683.79,0.637397,7913.94,27184.6,
0.0312779,1811,5934.81,0.89353,7902.12,27150.3,
2.46027e-05,1812,4207.62,0.784796,7919.72,27197.4,
0.0231416,1813,4897.05,0.996811,7880.8,27154.1,
1.29299e-05,1818,6047.75,1.2916,7772.9,27134.4,
0.0120596,1819,3833.27,0.716922,7923.94,27145.8,
0.00479184,1820,3539.36,0.740003,7813.44,27106.8,
0.0244643,1821,4006.89,0.732974,7873.98,27127.1,
0.0324754,1822,4117.14,0.777128,7898.29,27103.9,
0.00677724,1823,5843.07,1.03757,7834.92,27127.8,
0.0127616,1824,3686.97,0.991032,7847.27,27160.4,
0.0165659,1832,3695.59,0.915628,7907.14,27167,
0.0300946,1833,9301.71,1.31514,7876.59,27147.6,
0.0188823,1834,6334.56,0.905304,7915.58,27124.2,
0.0291991,1836,4042.92,0.817206,7889.81,27125.6,
0.0244454,1837,3421.46,0.729165,7917.76,27132.3,
0.0337655,1838,8830.79,1.38817,7915.56,27138.8,
0.00464316,1839,7102.65,1.11683,7851.47,27075.7,
0.0378434,1840,8282.43,1.34965,7886.43,27123.3,
0.000526427,1841,4615.81,0.916036,7903.62,27045.1,
0.0374925,1842,5112.92,1.06484,7888.57,27092.5,
0.0138332,1843,7338.88,0.760991,7842.68,27147.6,
0.0422588,1844,5153.57,1.15668,7913.64,27127.6,
0.024097,1845,5822.3,1.30304,7855.09,27119.8,
0.0239695,1846,5479.88,0.954979,7892.41,27144.9,
0.0367939,1847,6047.09,0.955269,7883.24,27100.5,
0.0193324,1848,3935.32,0.78206,7852.37,27119.4,
0.0248001,1849,7616.9,1.50917,7887.96,27128.1,
0.0299401,1850,5865.51,0.940992,7890.15,27151.7,
0.0279948,1851,3833.1,0.816164,7854.86,27154.8,
0.0356501,1852,4937.72,0.821731,7882.57,27088.1,
0.0271065,1853,3901.17,0.703844,7881.93,27083,
7.76783e-05,1883,5069.2,0.98514,7872.41,27205.7,
0.00895334,1884,5932.01,1.02602,7853.01,27090.8,
0.0092003,1885,7176.04,1.16807,7932.29,27114.8,
0.01664,1887,5659.91,0.797048,7912.28,27116.5,
0.0110098,1888,4543.77,0.859004,7858.5,27165.6,
0.0220068,1889,6034.58,1.29452,7887.21,27089.8,
0.00529913,1890,8517.97,1.16182,7926.39,27105.9,
3.50438e-05,1891,4410.37,0.90469,7931.52,27185.6,
0.0259442,1892,4927.29,1.0375,7896.32,27134.8,
0.0521662,1893,17116,2.1926,7912.8,27135.7,
0.0250822,1894,6003.27,1.00974,7894.52,27130.7,
0.0100162,1895,6364.41,1.32288,7928.63,27132.3,
0.0268529,1896,4695.68,0.954756,7874.33,27106.2,
5.27057e-05,1897,5402.68,0.979277,7936.93,27163.7,
0.0325006,1898,4809.36,0.954,7863.24,27103.6,
0.0294514,1899,6493.73,1.14809,7905.8,27139.4,
0.0226556,1900,5708.39,0.874049,7883.52,27148,
7.76651e-05,1901,4059.11,0.871364,7857.96,27050,
8.38287e-05,1902,7330.18,1.25004,7838.12,27202.4,
0.0328671,1903,6174.99,0.86855,7878.31,27124.9,
0.0246518,1904,7875.45,1.18851,7871.81,27113.1,
0.0525649,1905,5875.84,1.00264,7883.98,27098.5,
0.0133035,1906,6021.1,0.876226,7841.65,27157.8,
0.0154647,1907,7045.38,1.10377,7895.94,27168.3,
0.0377248,1908,3460.67,0.703202,7893.22,27151.3,
0.0221873,1909,4747.5,0.929274,7908.97,27119.5,
1.72256e-05,1910,2635.22,0.603065,7843.6,27022.4,
0.0296453,1911,5708.11,0.857802,7881.67,27152.2,
0.00675867,1912,4651.87,0.626244,7905.79,27075.1,
0.0208262,1913,6305.52,0.926339,7862.96,27104.6,
0.0279078,1914,5260.8,0.949136,7885.08,27109.2,
0.00878405,1915,6639.17,0.980159,7844.86,27101.4,
0.0160019,1916,5760.5,0.99382,7913.13,27097.3,
0.00496198,1945,12256.2,1.69548,7825.24,27095.5,
0.00900312,1946,5342.33,0.857629,7922.49,27152.8,
0.00768193,1947,8736.93,1.19758,7935.64,27121.7,
0.0374067,1948,4275.45,0.813898,7894.52,27105,
6.26669e-05,1949,7439.9,1.2653,7805.47,27150,
0.0261772,1950,4253.91,0.874275,7882.69,27117.5,
3.20739e-05,1969,3815.05,1.00791,7969.2,27066.9,
0.00802703,1970,4376.33,0.850611,7913.32,27089.7,
0.0195016,1971,5051.9,0.980668,7851.32,27117,
0.00168523,1972,2796.2,0.818587,7834.33,27182,
8.12049e-06,1974,4680.37,0.899827,7975.64,27066.1,
2.00654e-05,1975,4732.4,1.04907,7838.49,27212.4,
0.000297067,1976,6113.14,1.05427,7843.59,27067,
0.0429929,1977,7926.76,1.14412,7883.68,27097.8,
0.00597386,1978,5571.96,1.03793,7831.92,27173.2,
0.0140395,1979,5814.32,0.905837,7910.7,27102.6,
0.011037,1980,7884.87,1.1501,7867.8,27087.3,
0.0430752,1981,6432.33,0.933766,7892.34,27099.7,
0.0272902,1982,6266.37,1.10887,7882.85,27110.8,
0.0503125,1983,3786.11,0.517246,7908.97,27130.4,
0.0073698,1984,3685.21,0.72085,7919.46,27175.7,
0.0429767,1985,5501.05,0.742717,7862.38,27127.9,
3.57916e-05,1986,3457.32,0.630294,7823.42,27046.6,
0.0426033,1987,4752.22,0.849649,7860.19,27128.5,
0.0304885,1988,6395.02,0.938079,7892.33,27093.7,
0.0114204,1989,7708.02,1.16891,7879.34,27176.8,
0.0303084,1990,5743.91,0.931512,7887.66,27108.3,
0.024791,1991,6864.76,0.915422,7856.89,27130.6,
0.000137063,1992,3499.56,0.613448,7887.87,27192.8,
0.00252379,1993,3811.22,0.696907,7898.28,27050.8,
0.0254481,1994,5663.68,1.3478,7874.07,27151.4,
0.0366934,2019,9783.48,1.20602,7893.87,27104.2,
0.00917791,2020,3807.91,1.0004,7870.77,27182.2,
0.00963009,2021,4736.13,0.809191,7834.56,27131.4,
0.0140901,2022,7789.73,0.980064,7846.67,27127.7,
0.000111276,2023,8388.73,1.42227,7833.02,27194.8,
0.0220442,2024,5581.08,0.989356,7862.5,27112.2,
0.0241659,2025,5628.42,1.06997,7864.77,27117.7,
0.00550588,2026,5831.21,0.958508,7866.5,27073.5,
0.0345982,2027,5251.21,0.979001,7870.85,27148.8,
4.84249e-05,2028,4901.09,0.819782,7965.76,27127.4,
0.00120038,2029,5167.15,1.13015,7828.73,27178.7,
0.0261278,2030,5415.86,0.827941,7902,27152.5,
0.00248733,2031,6580.76,1.09192,7945.39,27109.3,
0.0227854,2032,6229.32,1.02941,7897.22,27121.3,
0.0568532,2099,6243.71,0.953006,7862.05,27127.8,
0.00649131,2100,3512.63,0.973094,7857.27,27175.7,
0.00294323,2101,4957.62,1.01314,7943.94,27099.4,
0.0027027,2102,8846.53,1.04226,7823.54,27095.6,
0.0252689,2103,3500.11,0.826383,7872.36,27103.8,
0.0127786,2104,4223.56,0.773571,7901.82,27085.4,
0.0282156,2105,2990.83,0.657734,7863.03,27138,
0.0264326,2106,4740.23,0.983019,7875.52,27118.8,
0.038546,2107,6498.35,1.07277,7884.42,27120.3,
9.74486e-05,2108,11871.6,1.58043,7960.29,27130.4,
0.0308653,2109,4199.19,0.975907,7877.16,27154,
0.0377762,2110,7431.87,1.11523,7899.69,27147.5,
0.0939521,2111,5723.34,0.831834,7913.8,27129.7,
0.0370853,2112,4603.47,0.947356,7883,27092,
0.000379603,2113,8602.29,1.16439,7833.64,27075,
0.0183626,2114,5415.33,0.829415,7877.87,27166.7,
0.00710153,2115,4134.84,0.784517,7834.54,27112.4,
0.0432348,2116,5547.17,0.907998,7868.13,27146,
0.0304795,2117,7556.05,1.11202,7896.33,27096.9,
9.74831e-06,2118,6071.71,1.12612,7966.63,27151.4,
0.0154766,2119,6460.63,1.17251,7886.75,27171.2,
0.0079684,2120,7546.01,1.18263,7924.83,27149.3,
0.0162596,2121,4884.35,0.972144,7870.07,27091.1,
0.0232212,2200,4388.63,0.688713,7871.76,27113,
0.00592012,2201,7062.22,1.15652,7948.31,27129.9,
0.0129918,2202,3125.43,0.90748,7906.52,27177.4,
0.00668286,2211,3679.64,0.839941,7838.52,27105.9,
2.39592e-05,2212,3834.11,0.932812,7907.43,27208,
0.04593,2213,3353.15,0.604073,7885.78,27091.5,
0.00894418,2214,2777,0.614609,7835.97,27140.2,
0.0459057,2215,3531.13,0.727767,7910.6,27137.9,
0.020694,2216,5588.8,0.894428,7910.44,27092.1,
0.0430892,2217,4875.38,1.0335,7908.43,27131.2,
0.0215568,2218,6211.7,0.931726,7857.34,27145.5,
0.00801025,2219,3665.95,0.695093,7866.69,27180.6,
0.0217594,2220,4598.54,0.877752,7872.48,27135.8,
0.00403845,2221,5011.01,0.835562,7872.84,27196.9,
0.00302009,2222,4101.5,0.808821,7949.76,27121.8,
0.0170912,2223,5927.64,1.06717,7853.22,27131.9,
0.0334288,2224,5376.7,1.05201,7884.06,27104.1,
0.0220819,2225,6719.4,1.0288,7877.02,27089,
0.00545767,2226,4534.28,0.810332,7940.5,27159.5,
0.0291441,2227,9715.84,1.46599,7863.33,27153.3,
0.0174864,2228,5561.95,0.989703,7886.27,27172.6,
0.0136834,2229,8881.45,1.30445,7875.96,27174.1,
0.0046665,2230,3294.46,0.686049,7821,27137.9,
0.00443472,2241,4553.53,0.786528,7881.52,27072.8,
0.024724,2242,5156.78,0.914305,7853.97,27118,
0.0247802,2243,6637.03,1.38244,7900.12,27090.1,
0.0234178,2245,6732.19,1.04427,7896.6,27140.2,
0.0207747,2246,5759.3,0.92091,7849.4,27152.4,
0.028078,2247,5008.27,0.946616,7899.96,27096.6,
0.037755,2248,5247.18,1.01135,7865.61,27145,
0.00511326,2251,3695.88,0.78073,7916.53,27076.8,
0.0279418,2252,7776.52,1.0638,7863.36,27142.3,
0.00658749,2253,5529.46,1.24218,7846.96,27192.9,
0.000119229,2254,6964.45,1.61161,7888.76,27192.2,
0.0080999,2255,3583.65,0.86384,7832.05,27156.9,
0.0206769,2257,8019.82,1.31489,7849.69,27159.5,
0.00645542,2258,5709.42,1.19339,7944.24,27111.5,
0.028027,2282,8242.48,1.39676,7866.88,27101,
0.0264027,2283,10912.2,1.43827,7897.88,27107.6,
0.00251778,2284,7823.74,1.00158,7809.93,27151.4,
0.028995,2285,6997.7,0.911397,7909.81,27126,
4.70407e-05,2286,8350.29,1.19793,7826.72,27188.8,
0.0220947,2287,3378.1,0.867536,7877.22,27159.2,
0.0220598,2288,7235.84,1.14002,7876.23,27132.9,
0.0260553,2289,5032.77,0.820768,7911.44,27098,
0.0330494,2290,5469.29,0.991496,7867.12,27127.6,
0.0142306,2291,5066.68,1.08324,7914.42,27171.7,
0.0336582,2292,3860.16,0.949261,7869.42,27144.1,
0.00917137,2299,5030.89,0.709479,7921.55,27162.8,
0.0311865,2300,6540.3,1.00688,7883.95,27126.6,
0.0342293,2301,6895.13,1.15978,7863.73,27151.3,
0.00312126,2302,7759.17,1.17377,7856.78,27065.7,
0.0307713,2303,6705.63,1.14437,7901.07,27126.9,
0.0250104,2304,4061.98,0.818163,7894.53,27118.1,
0.0225461,2305,4474.25,1.03052,7902.77,27123,
0.000180557,2306,4458.28,0.825222,7813.28,27114.1,
0.0138202,2307,4426.58,1.02366,7840.51,27141.9,
0.0286262,2308,5660.09,0.802646,7857.03,27148.5,
0.0303173,2310,4361.08,0.752937,7863.96,27121.1,
2.72188e-05,2311,8854.72,1.39307,7893.92,27213.6,
0.029169,2312,6949,1.09786,7895.5,27144.7,
0.00413936,2313,5211.83,0.888353,7850.31,27192.5,
1.51851e-05,2314,4835.39,0.763327,7929.45,27043,
0.0251615,2315,5516.14,0.977445,7909.22,27153.3,
0.0244609,2316,5284.36,0.950686,7911.64,27147.1,
0.0124688,2317,7849.92,1.12908,7843.06,27118.6,
0.0283252,2318,4323.06,0.692363,7864.76,27107.1,
0.0415468,2319,3130.36,0.923842,7861.04,27124.1,
5.29901e-05,2358,5192.89,1.24703,7802.98,27133.5,
0.0386146,2359,3347.19,0.639779,7862.54,27130.6,
0.0115111,2360,6261.76,0.903517,7846.82,27111,
0.00482775,2361,4608.36,0.925161,7825.13,27133.3,
3.24921e-05,2362,5474.23,0.990878,7779.91,27100.9,
0.0123181,2363,4567.32,0.971585,7890.67,27177.8,
0.01722,2364,5965.23,0.976433,7885.52,27169.2,
9.18905e-05,2365,6690.09,1.13706,7956.66,27083.5,
0.00785078,2366,5082.63,1.13851,7875.73,27189.1,
