density,frame,intensity,sigmaXY,x,y,
0.0435761,475,3969.72,0.873572,5336.44,28165.9,
0.0357112,476,6159.06,1.02816,5322.48,28192.5,
1.67111e-05,484,3939.92,1.00972,5424.79,28167.6,
0.00057545,485,7950.26,1.21609,5371.06,28247.9,
0.0651435,486,5913.44,0.995741,5333.75,28163.7,
0.0142521,490,4602.36,0.706783,5282.03,28209,
0.00993601,491,5266.97,1.14711,5262.85,28189.1,
0.00873076,492,5988.96,0.953044,5312.45,28249.3,
0.0329717,493,6827.78,1.07432,5305.23,28224.4,
0.0139828,494,4909.72,0.85974,5346.89,28180.7,
0.0124398,495,4025.71,0.600526,5316.6,28160.9,
0.0527297,496,5311.16,1.04945,5318.64,28203,
0.023029,497,7701.15,0.887343,5317.98,28172.2,
0.011304,498,4569.41,0.64148,5273.28,28174.8,
0.0524266,499,4233.11,0.792038,5321.1,28179.8,
0.00844287,500,4020.32,0.892896,5366.87,28189,
0.005294,501,5724.23,0.886287,5376.3,28183.5,
0.00947,502,5872.18,0.862346,5348.17,28170.3,
0.0101863,503,7282.18,0.914414,5365.15,28193.1,
0.0259682,504,8954.15,1.27215,5337.96,28191.5,
0.0154903,505,5651.62,0.791405,5343.58,28212.1,
0.0103023,506,3128.25,0.719371,5338.14,28233.5,
0.0103994,507,6231.66,0.95797,5280.87,28233.7,
0.0208848,508,4366.19,0.812326,5307.17,28208.4,
0.000532544,541,2404.88,0.528069,5296.97,28286.1,
0.0104211,542,4994.48,1.03917,5270.84,28173.7,
0.00849649,543,8862.78,1.40048,5319.06,28249.6,
0.0237725,545,2428.98,0.556398,5335.92,28185.4,
0.0153161,546,7404.9,1.15462,5324.04,28233.5,
0.00893931,568,7179.03,1.13343,5291.58,28249.3,
0.00218017,569,6843.79,1.10804,5245.46,28164.2,
0.00906765,616,6599.72,0.920835,5365.64,28227.6,
0.0260754,617,4640.76,0.768622,5314.24,28177.3,
0.00187863,618,6889.58,1.10836,5378.1,28168.3,
0.00331809,619,4285.95,0.654457,5390.45,28190.2,
0.0273549,620,5220.99,0.743822,5334.9,28199.8,
0.0167135,621,5516.8,0.7883,5290.75,28214.4,
0.00313119,622,3235.4,0.689926,5365.08,28164.6,
0.013428,623,5065.36,0.925011,5288.08,28238.1,
0.0109528,624,4954.16,0.864977,5280.69,28236.8,
0.0307212,625,3800.72,0.954742,5337.07,28168.1,
0.000301353,626,4471.83,0.892109,5236.21,28201.8,
0.0105466,628,4508.44,0.881821,5361.57,28180.9,
0.032408,629,7194.16,0.923019,5320.48,28209.7,
0.0251501,630,6949.32,0.879033,5317.05,28190.2,
0.00061946,631,3855.12,0.937183,5262.59,28277.6,
0.0646406,634,3666.24,0.667648,5321.45,28205.6,
0.0151871,635,2118.39,0.574654,5357.33,28193.2,
0.0311138,638,4960.95,1.00257,5313.52,28231.6,
0.0034921,639,4479.38,0.781672,5364.77,28239.2,
0.027158,640,5688.53,0.887256,5338.91,28203,
0.00389227,641,3800.73,0.865332,5240.72,28205.3,
0.027529,642,3642.95,0.737803,5334.5,28163.1,
0.0306576,643,5440.69,0.776927,5322.84,28189.9,
0.0110572,644,8635.26,1.06504,5298.57,28156.6,
0.0234811,645,6475.65,0.971375,5281.07,28191.5,
0.023513,646,7121.93,1.1898,5313.74,28210.7,
4.87491e-05,647,3829.8,0.779569,5351.83,28118.9,
0.0180893,648,6109.8,0.966752,5309.11,28197.9,
8.86576e-06,649,5623.79,0.911542,5396.47,28250.6,
2.26829e-05,650,4899.88,1.07415,5414.94,28207,
0.000322875,651,5525.15,0.868097,5345.28,28266.9,
0.0029595,652,8142.71,1.22249,5241.5,28217.2,
0.0260705,653,6013.45,0.996608,5307.36,28179.1,
0.0378888,654,3998.03,0.790259,5322.26,28180,
0.0130226,655,4695.39,0.87593,5275.03,28206.3,
0.00475164,656,4409.89,0.861418,5350.59,28156.2,
5.15809e-06,657,9802.38,1.61758,5466.99,28165.6,
0.0412525,658,7302.15,1.16048,5326.23,28206.7,
0.0129907,659,6828.55,1.00361,5305.55,28246.7,
0.0334328,660,5333.87,0.912988,5329.95,28210.5,
0.0260959,661,5593.86,0.881873,5325.09,28181.9,
0.00890809,731,3650.03,0.934109,5293.97,28151.5,
0.0266208,732,5751.35,1.14582,5297.7,28234.2,
0.000709297,733,4283.34,1.05495,5260.49,28274.6,
0.00738689,734,4246.86,0.94255,5322.19,28152.3,
0.00843761,735,4207.83,0.925289,5256,28183.5,
0.000794323,736,3002.21,0.794556,5309.79,28266.6,
0.0205796,737,4644.22,0.912741,5327.11,28224.6,
0.01744,739,4952.66,1.13456,5295.31,28194.6,
0.0309502,740,4649.28,0.912184,5329.38,28170.4,
0.0279966,741,4987.78,0.953685,5298.79,28225.7,
0.00802166,742,5020.48,0.937956,5274.04,28126.6,
7.96851e-06,743,5605.19,1.09486,5326.88,28308.3,
0.0296287,744,2816.35,0.667536,5292.82,28180.4,
0.0193071,747,6196.79,1.12148,5345.13,28195.6,
0.0245695,748,5758.91,0.765548,5301.46,28174.3,
0.0026294,749,7217.32,1.24939,5322.63,28255.9,
0.0148097,750,5376.46,0.912957,5330.02,28234.7,
0.0207293,751,5293.89,0.960781,5309.44,28213.3,
0.000235877,752,3885.42,0.735401,5330.17,28114,
0.0326569,753,6609.46,0.955821,5319.62,28182.9,
0.0239982,754,7350.55,1.06778,5332.6,28189.1,
0.0120094,756,5032.43,1.05168,5338.31,28228.9,
0.0217977,757,4850.87,0.888238,5322.16,28161.3,
0.0420578,758,6442.37,0.911234,5323.51,28190.3,
0.0105754,759,7049.88,1.0173,5286.59,28162.3,
0.0109816,760,3558.64,0.592463,5264.06,28216.4,
0.0125477,761,5062.94,0.908346,5349.05,28208.6,
0.00176002,762,4629.13,0.906212,5246.55,28127.6,
0.000110759,763,4396.27,1.14111,5243.84,28120.2,
0.017436,764,7006.1,1.06967,5345.9,28180.3,
0.00628745,765,9377.38,1.2849,5277.34,28147.8,
0.00557666,766,5091.03,1.01755,5319.51,28149.7,
0.00928739,767,4008,0.812523,5292.69,28152.9,
0.0215414,768,7972.68,1.12082,5318.51,28167.5,
0.0265338,769,3452.11,0.652902,5336.93,28175.4,
0.0182301,770,7536.92,1.05789,5297.75,28218,
2.63334e-05,771,6908.15,1.24486,5337.8,28107.4,
0.0365402,772,6150.92,1.22804,5320.86,28197.1,
0.00853706,773,3937.47,0.883959,5257.28,28180,
0.00937888,775,3570.07,0.969544,5349.94,28227.5,
0.0113938,776,6385.44,1.13926,5354.64,28220.1,
0.00926088,777,5045.87,0.940191,5279.73,28163.6,
0.00791478,778,6126.45,0.997403,5278.64,28164.2,
0.0112759,779,4186.86,1.01678,5305.77,28255.4,
0.0181544,780,5152.99,1.01001,5291.82,28170.5,
0.0105831,783,9264.89,1.26062,5277.48,28224.5,
1.9109e-05,784,2964.79,0.904804,5422.44,28163.1,
0.0343595,785,3764.61,1.07213,5310.26,28227.3,
0.00343265,786,6309.82,1.04172,5237.8,28170.1,
0.000157168,895,4179.67,1.00862,5273.68,28125.2,
0.00768152,896,4730.68,0.872548,5371.95,28205.3,
0.00176748,897,6233.89,1.17222,5393.3,28190.5,
0.00655506,898,7066.68,1.12016,5297.19,28258,
0.018869,900,6909.88,0.945367,5346.73,28203.3,
0.0538145,902,5182.01,0.87238,5323.6,28203.1,
0.0236155,903,4861.16,0.836947,5289.65,28183.4,
0.0336419,904,3242.62,0.686023,5323.67,28201.3,
0.00454493,905,7685.64,1.19233,5256.18,28230.5,
0.0557758,906,6381.4,1.07641,5324.04,28206,
0.000868051,907,3715.33,0.813733,5405.28,28193.3,
0.0236985,908,5614.56,0.905006,5284.36,28191.7,
0.0238665,909,3374.77,0.744487,5333.23,28161.3,
0.00423976,910,4024.68,0.629354,5371.54,28168.7,
0.00659677,911,6442.99,1.09429,5270.47,28236.7,
0.00491846,912,4873.98,0.980106,5262.06,28236.5,
0.00596,913,6485,0.970496,5293.84,28143.9,
1.67765e-05,914,6598.51,1.15961,5233.29,28301.5,
0.000292961,915,2620.03,0.567352,5296.98,28289.7,
0.0405897,916,7974.06,1.08788,5314.15,28231.3,
0.0247269,917,4524.99,0.892847,5300.53,28222.8,
0.0179962,918,6015.21,1.02512,5330.89,28219.3,
0.00232946,919,8643.99,1.46918,5261.67,28257.2,
0.043857,920,5344.55,0.976838,5320.97,28180.2,
0.00944744,921,7580.44,1.02503,5263.13,28218.4,
0.0329127,922,4988.26,0.834519,5313.27,28206.8,
0.0165083,923,2741.95,0.736359,5296.13,28225.3,
0.0210577,924,3235.03,0.675419,5302.24,28234.5,
0.00575355,925,8144.9,1.23463,5288.17,28247.1,
0.00321156,926,5308,0.894687,5377.8,28220.2,
0.00792121,927,5688.41,1.04505,5366.51,28180.4,
0.000231183,928,4070.03,0.958436,5343.95,28114.7,
1.50137e-05,929,3009.64,0.606316,5231.16,28244.7,
0.0131438,930,4995.79,0.782583,5279.68,28173.7,
0.052863,931,6324.14,0.934981,5316.65,28203.7,
0.0262127,932,3510.89,0.877095,5327.48,28232.1,
0.0214202,933,7418.23,1.31552,5305.15,28171.2,
0.00476124,934,4819.58,0.811742,5292.88,28262.9,
0.0058341,935,6379.59,0.96235,5310.52,28261.9,
5.56761e-05,936,3749.37,0.912803,5370.61,28142.8,
0.017263,938,4915.1,0.969032,5291.38,28207.3,
0.0037573,939,5655.43,0.982146,5285.95,28259.7,
0.00856116,940,3591.71,0.903994,5326.33,28156.2,
0.000108482,941,3700.07,0.689807,5285.11,28119.7,
0.0193947,942,4275.54,0.748093,5322.09,28218,
0.00332944,963,6444.29,1.16414,5329.11,28139.2,
0.0420979,964,5065.74,0.718104,5303.3,28229,
0.0121577,965,4819.12,0.801792,5366.91,28203.4,
0.00692812,966,9671.54,1.4274,5282.29,28133.4,
0.0245792,967,4702.89,1.02509,5317.1,28187.4,
0.012889,968,6780.75,1.04693,5276.66,28201.3,
0.0218537,969,4237.52,0.660784,5318.26,28228.7,
0.00481228,970,5432.11,0.912266,5243.93,28189.5,
0.000307977,971,5345.77,1.01213,5318.76,28119.2,
0.0209583,972,3919.43,0.717853,5317.61,28232.3,
0.00764706,973,6641.83,0.822655,5259.14,28208.4,
0.0079518,974,5022.01,0.973236,5333.26,28160.2,
0.0378792,975,5662,1.13292,5335.09,28169.6,
0.0069431,976,11020.6,1.5993,5254.68,28215,
0.0148933,977,6160.88,0.863436,5348.96,28183.3,
0.0352515,978,6431.58,1.13773,5300.77,28177,
0.0278362,979,6232.6,1.09045,5335.66,28193.4,
0.0244825,989,4451.75,0.978793,5343.34,28202.7,
0.0513878,990,5910.67,1.14339,5319.08,28207.3,
0.0138523,991,6040.93,0.979175,5292.36,28216.1,
0.0322807,992,4962.26,1.06352,5306.07,28230.5,
0.0358453,993,7580.96,1.18189,5317.99,28175.7,
0.0168232,994,6109.69,0.896538,5336,28222.5,
0.0191198,995,6118.94,1.04692,5307.91,28204.6,
0.0419041,996,7428,1.34755,5308.8,28229,
0.014299,997,3588.52,0.721365,5353.34,28199.3,
0.0162,998,7916.33,1.09196,5288.47,28236.7,
0.0251461,999,8563.1,1.08409,5329.75,28212.1,
0.00266353,1000,6120.3,0.981221,5304.02,28125.8,
0.0327608,1001,4258.57,0.735444,5315.73,28198.5,
0.0344787,1038,6160.97,0.947871,5329.89,28204.2,
0.0166533,1059,3998.73,0.858475,5287.38,28211.8,
0.019339,1060,7411.97,1.13298,5285.6,28181.8,
0.00647375,1061,7844.92,0.993262,5269.94,28168.1,
3.53762e-05,1074,5376.43,1.22777,5218.1,28136.1,
0.0166639,1075,6156.33,1.02311,5278.44,28186.5,
0.0266979,1077,3193.95,0.694258,5342.29,28199.4,
0.0259198,1078,4761.6,0.859255,5300.78,28181,
0.0209589,1079,5209.2,1.28228,5309.21,28198.5,
0.0279714,1080,2647.54,0.742285,5300.02,28177.3,
1.98322e-05,1081,5002.96,0.960179,5248.87,28100.4,
0.028841,1082,6459.57,0.860025,5304.53,28233.3,
0.0174164,1083,4654.77,0.597017,5292.63,28231.1,
0.0201158,1084,4273.47,0.900024,5339.15,28209.5,
0.000534253,1085,7928.61,1.18652,5254.41,28269.6,
0.0040878,1086,3359.51,0.723631,5377.87,28217.1,
0.00408238,1087,3341.54,0.757488,5315.92,28135.6,
0.0292315,1089,3331.85,0.763287,5322.95,28166.2,
0.0163483,1090,4900.74,0.898021,5302.66,28168.3,
0.0133183,1091,5680.78,1.04653,5338.93,28166.1,
0.00044453,1092,5292.49,0.942782,5240.14,28179.9,
1.10337e-05,1093,3286.49,0.836631,5192.6,28212.5,
0.0242521,1181,5094.35,0.989527,5330.98,28173.4,
0.0317495,1182,4622.22,0.761585,5324.17,28172.9,
0.000312814,1183,4261.42,0.854115,5236.35,28168.7,
0.00369445,1184,5053.57,0.832908,5259.11,28146.7,
0.0161782,1185,4273.44,0.726585,5290.58,28162.6,
0.00294044,1186,5168.94,1.31495,5315.97,28122.4,
0.00176346,1187,5060.15,0.938938,5256.47,28237.9,
0.0018364,1188,5155.71,0.908422,5354.98,28149.7,
0.00317843,1189,5515.8,0.960628,5285.31,28125.3,
0.000717657,1190,4980.81,0.981366,5286.66,28283.2,
0.00834566,1191,4081.15,0.908731,5265.14,28195.6,
0.00602806,1193,7054.87,0.996105,5255.15,28180,
0.017492,1195,7912.55,1.07565,5285.27,28194.8,
0.0653714,1196,4308.99,0.839761,5313.82,28206,
0.0151011,1197,5751.34,1.01129,5313.59,28164.1,
0.00874312,1198,5909.95,1.33959,5359.73,28231.5,
0.0160426,1199,3694.77,0.678039,5306.74,28167.6,
0.0250158,1200,4431.34,1.04123,5325.1,28232.1,
2.49313e-05,1312,7439.93,1.37507,5208.24,28151.4,
