Width	Height	nb_Planes	nb_Points	Pixel_Size(um)	Frame_Duration(s)	Gaussian_Fit	Spectral
256	256	4000	4066	0.160	0.020	X Y sigma	False
id	Plane	Index	Channel	Integrated_Intensity	CentroidX(px)	CentroidY(px)	SigmaX(px)	SigmaY(px)	Angle(rad)	MSE(Gauss)	CentroidZ(um)	MSE_Z(um)	Pair_Distance(px)
1	1	1	-1	42447.616481	121.685341	49.078449	1.027156	1.027156	0.000000	0.973243	-1.000000	-1.000000	0.000000
3	2	1	-1	38946.411153	121.805511	49.084442	0.922778	0.922778	0.000000	0.953239	-1.000000	-1.000000	0.000000
5	3	1	-1	42104.261853	121.796875	49.153717	1.000842	1.000842	0.000000	0.970230	-1.000000	-1.000000	0.000000
7	4	1	-1	39902.187959	121.823105	49.141216	0.940776	0.940776	0.000000	0.964244	-1.000000	-1.000000	0.000000
9	5	1	-1	39879.706265	121.756630	49.159531	0.985801	0.985801	0.000000	0.965821	-1.000000	-1.000000	0.000000
11	6	1	-1	41506.565621	121.789711	49.085522	0.975632	0.975632	0.000000	0.941320	-1.000000	-1.000000	0.000000
13	7	1	-1	38600.150823	121.672928	49.067295	0.943124	0.943124	0.000000	0.980791	-1.000000	-1.000000	0.000000
15	8	1	-1	47823.838976	121.827179	49.113575	1.055762	1.055762	0.000000	0.956600	-1.000000	-1.000000	0.000000
17	9	1	-1	36540.494364	121.772949	49.209862	0.933141	0.933141	0.000000	0.936201	-1.000000	-1.000000	0.000000
19	10	1	-1	40400.491788	121.836189	49.025047	0.917513	0.917513	0.000000	0.973507	-1.000000	-1.000000	0.000000
21	11	1	-1	39564.757151	121.762405	49.162895	0.940566	0.940566	0.000000	0.966767	-1.000000	-1.000000	0.000000
23	12	1	-1	41456.592257	121.811172	49.085094	0.972808	0.972808	0.000000	0.971892	-1.000000	-1.000000	0.000000
25	13	1	-1	42066.892301	121.750458	49.071655	1.104749	1.104749	0.000000	0.960620	-1.000000	-1.000000	0.000000
27	14	1	-1	39203.918107	121.862572	49.080963	0.971315	0.971315	0.000000	0.962038	-1.000000	-1.000000	0.000000
29	15	1	-1	39997.012252	121.836594	49.179276	0.937225	0.937225	0.000000	0.976900	-1.000000	-1.000000	0.000000
31	16	1	-1	40687.845528	121.796455	49.047729	1.062034	1.062034	0.000000	0.955116	-1.000000	-1.000000	0.000000
33	17	1	-1	43799.187273	121.741104	49.132858	1.044282	1.044282	0.000000	0.958983	-1.000000	-1.000000	0.000000
35	18	1	-1	41034.929094	121.867294	49.112328	0.947867	0.947867	0.000000	0.977350	-1.000000	-1.000000	0.000000
37	19	1	-1	41626.987236	121.835640	49.088753	0.880532	0.880532	0.000000	0.978498	-1.000000	-1.000000	0.000000
39	20	1	-1	41628.879427	121.822060	49.082695	0.927905	0.927905	0.000000	0.973886	-1.000000	-1.000000	0.000000
41	21	1	-1	40858.739402	121.771904	49.038834	0.938909	0.938909	0.000000	0.971666	-1.000000	-1.000000	0.000000
43	22	1	-1	42105.525825	121.873932	49.146122	0.937744	0.937744	0.000000	0.979513	-1.000000	-1.000000	0.000000
45	23	1	-1	46735.139134	121.907455	49.043068	1.020519	1.020519	0.000000	0.961692	-1.000000	-1.000000	0.000000
47	24	1	-1	44253.980136	121.833481	49.063297	1.017340	1.017340	0.000000	0.965061	-1.000000	-1.000000	0.000000
49	25	1	-1	40065.131963	121.743927	49.033745	0.964869	0.964869	0.000000	0.956866	-1.000000	-1.000000	0.000000
51	26	1	-1	38738.916093	121.787926	49.033257	0.934670	0.934670	0.000000	0.978614	-1.000000	-1.000000	0.000000
53	27	1	-1	38728.774185	121.894554	49.046783	0.878633	0.878633	0.000000	0.979068	-1.000000	-1.000000	0.000000
55	28	1	-1	41491.178924	121.855621	49.168968	0.981739	0.981739	0.000000	0.967516	-1.000000	-1.000000	0.000000
57	29	1	-1	35713.538472	121.801476	48.999268	1.028047	1.028047	0.000000	0.967173	-1.000000	-1.000000	0.000000
59	30	1	-1	35504.062307	121.885193	49.087208	1.054039	1.054039	0.000000	0.959877	-1.000000	-1.000000	0.000000
61	31	1	-1	32524.767241	121.701691	48.977898	0.922273	0.922273	0.000000	0.947041	-1.000000	-1.000000	0.000000
63	32	1	-1	30661.692500	121.919952	49.054607	0.965517	0.965517	0.000000	0.944590	-1.000000	-1.000000	0.000000
65	33	1	-1	29292.871458	121.881523	49.115417	0.957058	0.957058	0.000000	0.966991	-1.000000	-1.000000	0.000000
67	34	1	-1	33259.324601	121.839272	49.087917	0.985236	0.985236	0.000000	0.965039	-1.000000	-1.000000	0.000000
69	35	1	-1	33039.765025	121.801636	49.073139	1.043477	1.043477	0.000000	0.956942	-1.000000	-1.000000	0.000000
71	36	1	-1	41083.225799	121.838463	49.155174	1.030830	1.030830	0.000000	0.955723	-1.000000	-1.000000	0.000000
73	37	1	-1	31999.355341	121.798141	49.112385	0.988164	0.988164	0.000000	0.953012	-1.000000	-1.000000	0.000000
75	38	1	-1	30393.900991	121.825462	49.143841	0.895039	0.895039	0.000000	0.949452	-1.000000	-1.000000	0.000000
77	39	1	-1	30188.162821	121.905602	49.070179	0.930987	0.930987	0.000000	0.962876	-1.000000	-1.000000	0.000000
79	40	1	-1	30983.995822	121.868469	49.088043	0.952484	0.952484	0.000000	0.944966	-1.000000	-1.000000	0.000000
81	41	1	-1	28950.351322	121.824074	49.049820	0.977938	0.977938	0.000000	0.939215	-1.000000	-1.000000	0.000000
83	42	1	-1	34458.551747	121.868752	49.002609	0.986992	0.986992	0.000000	0.963103	-1.000000	-1.000000	0.000000
85	43	1	-1	35173.318803	121.972954	49.165794	1.046329	1.046329	0.000000	0.958059	-1.000000	-1.000000	0.000000
87	44	1	-1	26262.556774	121.904419	49.126404	0.854367	0.854367	0.000000	0.945799	-1.000000	-1.000000	0.000000
