# seq OFF,# seq ON,blinks,frame,intensity,lifetime,total OFF,total ON,x,y,
5,6,5,1,143387,70,61,9,40239.2,39307.7,
9,10,9,1,810030,659,620,39,35974.3,10045.5,
17,18,17,1,822367,3769,3718,51,24244.4,34831.3,
1,2,1,1,414962,29,2,27,20086.5,8248.96,
3,4,3,1,73084.3,2491,2485,6,20189.1,29222.2,
10,11,10,1,610932,234,193,41,22367.6,891.261,
23,24,23,1,494041,566,532,34,11442.2,17165.6,
5,6,5,1,123986,363,355,8,26947.8,30399,
7,8,7,1,439183,125,90,35,35841.6,5402.68,
5,6,5,1,360710,255,229,26,8363.18,16504.3,
10,11,10,1,443625,1526,1495,31,39174,4028.62,
15,16,15,1,802516,3795,3742,53,4896.3,35394.4,
6,7,6,1,311353,2365,2345,20,24644.1,13949.4,
2,3,2,1,338957,61,42,19,11360.3,18356.8,
0,1,0,1,36923.2,2,0,2,39178.9,21304.1,
6,7,6,1,610700,2025,1980,45,20810.4,27637.4,
4,5,4,1,91232.7,386,379,7,28614.7,35615.6,
3,4,3,1,143490,1578,1563,15,34405.9,13169.5,
0,1,0,1,19386,1,0,1,17181.4,18646.8,
0,1,0,1,23721.5,2,0,2,23294.7,24132.3,
25,26,25,1,1.09016e+06,1463,1380,83,24047.4,33155.7,
20,21,20,1,1.65158e+06,1097,984,113,37931.5,10869.7,
3,4,3,1,201502,23,8,15,36079.5,3347.08,
4,5,4,1,131313,76,62,14,24081.2,39107.7,
35,36,35,1,817510,1663,1606,57,24169.3,30060.3,
7,8,7,1,622217,167,125,42,9874.82,10842.1,
57,58,57,1,1.66746e+06,3581,3460,121,5746.54,12746.1,
2,3,2,1,59221.1,20,15,5,15740.2,27062.4,
4,5,4,1,417798,71,45,26,16685.3,40241.5,
74,75,74,1,1.56211e+06,539,423,116,24531.9,27326.4,
5,6,5,1,480042,197,163,34,22506.6,22955.6,
8,9,8,1,578048,3557,3522,35,26216.7,29756.3,
0,1,0,1,30647.1,4,0,4,22812,30032.3,
9,10,9,1,290861,253,235,18,24936,4831.98,
0,1,0,1,22014,1,0,1,38517.1,24404.7,
0,1,0,1,25942.5,2,0,2,18867.8,10546.4,
12,13,12,1,728880,1384,1340,44,9082.28,32843.4,
7,8,7,2,312964,156,134,22,15620.2,9532.7,
3,4,3,2,245180,2170,2156,14,21891,3586.62,
0,1,0,2,26249.2,1,0,1,17329.2,19581.1,
6,7,6,2,300800,3094,3076,18,15554.2,35063.7,
0,1,0,2,160864,10,0,10,8510.11,5505.73,
4,5,4,2,59728,3932,3927,5,5412.54,25256.2,
