1,13119.5,13215.3,13189.8,13131.8
2,27807.6,27855.6,27819.3,27808.7,27787.3,27810.7,27798.4,27846,27749.7,27781.5,27751.6,27812.8,27812.4,27815.8,27801.7,27797.2,27816.4,27799.9,27842.4,27818.6,27816.3,27803,27798.3,27845.5,27811.5,27796.5,27811.2,27827.6,27832.5,27821.3,27798.1,27798.8,27750.5,27810.6,27802.5,27812.9,27807.3,27837.1,27781.6,27844.2,27840.6,27833.3,27846.2,27810.6,27794.1,27796.8,27838.6,27820.7,27852.7,27816,27835.6,27819.6,27785.8,27811,27854.3,27796.8,27834.9,27859.5,27800.5,27814.6,27828.8,27758.8,27809.6,27770.3,27840.2,27787.1,27849,27790.3,27805.6,27826.7,27802.3,27799.3,27827,27810.5,27792,27804.7,27823.3,27819.2,27776.2,27766,27795.8,27813.7,27832.7,27795.6,27796,27807,27805.2,27801.6,27772.4,27834.5,27781,27848.1,27814.1,27825.9,27798.9,27860.6,27835.3,27844.5,27805.1,27816.9,27814.5,27853.8,27833.9,27789.3,27807.7,27820.3,27792.8,27836.7,27789.7,27797,27840,27845.5,27817.7,27809.1,27819.7,27814.4,27819.6,27824.2,27829.3,27833.6,27840.2,27799.5,27831.5,27800.4,27798.5
3,30639.7,30671.5,30627.8,30684.3,30666.6,30610.7,30620.7,30691.9,30632.6,30710.2,30703.1,30655.3,30658.8,30664.1,30633,30592.2,30715.8,30678.3,30699.6,30667.6,30667.5,30652.6,30623.9,30647.7,30663.6,30643.9,30717.5,30677.6,30671.2,30695.3,30695.8,30656.7,30656,30653.7,30678,30636.8,30643.7,30659.1,30704.5,30636,30656.5,30666.4,30675.9,30720,30704.2,30632.9,30683.5,30698.7,30699.6,30691.9,30649.7,30702.3,30649.7,30598.7,30700.3,30672.1,30631.1,30685.6,30661.7,30685.6,30678,30699.5,30638.5,30654,30676.5,30627.9,30671.8,30710.1,30711.6,30716.9,30634.3,30678.9,30643.5,30666.3,30624.8,30695.9,30682.7,30717.6,30683.8,30690.4,30653.6,30708.9,30695.9,30644.6,30680.4,30639,30645,30705.2,30667.7,30674.4,30679,30649,30666.1,30669,30688.1,30681,30674.9,30681.4,30673.7,30685.2,30708.1,30669.8,30643.8,30684,30671.1,30676.1,30695.4,30734.3,30704.7,30647.1,30716.8,30667,30679.8,30661.8,30669.3,30672.3,30651.5,30643.7,30679.2,30669.3,30695.9,30626.3,30658.2,30658.1,30681.4,30675.8,30630.5,30692.9,30684.9,30688.6,30684.2,30683.7,30662.4,30685.3,30638.3,30648.3,30635.4,30668,30698.7,30631.5,30685.6,30718,30692.4,30707.8,30651,30705.8,30628.3,30674.7,30684.2,30671,30671.4,30692.3,30627.8,30699.5,30679.9,30702.2,30679.1,30663.1,30680.2,30616.3,30689.1,30621.9,30696,30559.4,30704.8
4,21325.4,21318.5,21323.9,21303.6,21314.7,21332.1,21377.8,21220
