1,13760.5,13744.8,13772,13803.8
2,11983,11977.8,12000,11949.6,11984.8,11960.7,12000.6,11945.9,11974,11985.8,11990.3,11975.4,11989.5,11955.6,11967.1,11966.2,11989.7,11968.9,11979.6,11962.6,11978.6,11958.1,11972.1,11982.9,12023.2,12002.7,11940.2,11982.3,11921.6,11979.2,12004.1,12020.3,11990.1,11981.3,11974.9,11941.9,11971.9,11980.6,11974.8,11975.3,11923.4,11944.8,11947.1,11978.3,11980.5,11963.6,11965.3,11933.3,11960.4,11986.8,11976.7,11962.7,11956.6,11994.2,11969.9,11969.4,11966.7,11984.3,11963.8,11951.8,11971,11962.2,11982.1,11960.4,11951.2,11968.8,12003.2,11924.8,11965.2,11970.8,11959.4,11953.6,11941.1,11961.3,11944.2,11979.9,11998.8,12000.4,11993.9,11934.3,11970.2,11960.7,11962.3,11959.6,12000.6,11950.1,11929.2,11980.1,11940.3,11952.9,11954.5,11950.2,11988.5,11962.6,11973.8,11962.1,11947.9,11928.2,11942.5,11965,11938.1,11923.6,11975.1,11968.6,11966.5,11969.3,11959.9,11956,11947.1,11945,11929.6,11924.9,11960.4,11942.2,11912,11916.2,11926.8,11934.2,11962.2,11915.4,11916.1,11944.4,11936.8,11953.4,11958.2
3,26352.1,26348.5,26407,26339.5,26320.4,26345.5,26341.6,26327.5,26395.8,26308.3,26373.4,26407.9,26361.8,26318.8,26337.6,26351,26288.8,26366.7,26366.4,26386.8,26366.6,26345,26341,26338.1,26343.9,26387.4,26333.4,26406,26373.2,26365,26333.4,26357.9,26357.8,26286.5,26312.3,26455.5,26368.8,26354.5,26355.8,26369.3,26263.5,26376.5,26332.5,26351.9,26366.7,26411.3,26346,26319.2,26384.6,26343.5,26308.9,26395.5,26378.2,26330.9,26313.8,26314.6,26366.6,26305,26367.7,26371.3,26321.9,26365.8,26325.8,26320.9,26381.3,26307.4,26328.4,26373.5,26349.2,26405.3,26365.6,26377,26334.9,26370.5,26320.3,26368.4,26362,26375.9,26327.2,26398.1,26401.1,26317.7,26382,26393.3,26327.1,26333.2,26376.2,26322.3,26349.8,26379.7,26347.1,26290,26335.3,26394.8,26347.7,26336.1,26341.5,26368.8,26382.5,26340.7,26341.7,26364.3,26328.5,26316.5,26356.3,26362.1,26338.2,26342.5,26319.8,26415.3,26313.8,26382.9,26369.9,26324.1,26379.1,26292.7,26297.2,26323.8,26403.6,26357.7,26362.2,26379.2,26283.5,26385.2,26357.9,26333.4,26344.2,26322.7,26369.1,26298.6,26334,26407.7,26304.5,26302.3,26326.2,26341.2,26305.5,26393.7,26395.7,26325.6,26329.5,26410.4,26370.1,26345.8,26404.3,26335.5,26300.7,26376.9,26385.9,26352.3,26350.8,26319.2,26359.4,26339.1,26344.8,26349.7,26349,26305.2,26370.2,26332.8,26352.6,26407.4,26339.1,26463.2,26374
4,9422.59,9456.55,9444.87,9431.74,9448.02,9593.13,9623.39,9567.94
