"id","frame","x [nm]","y [nm]","sigma [nm]","intensity [photon]","offset [photon]","bkgstd [photon]","chi2","uncertainty_xy [nm]"
2944,182,34519.33024,16791.14948,175.47733,311.12936,8.1664,2.12935,1627.583,20.29338
2945,183,946.15595,14407.2416,123.59007,83.64325,8.05575,1.94023,2052.4455,30.51289
2946,183,1476.12871,580.86796,129.79735,39.08922,7.37363,1.96929,2165.6123,57.28912
2947,183,4886.60964,5354.5185,168.24221,55.10312,7.81185,2.20117,1959.80703,68.46843
2948,183,7804.27607,22653.08311,147.76948,81.91133,7.69847,1.87594,1655.88589,38.59963
2949,183,15293.64122,17768.74214,171.16839,78.65378,7.32303,2.27066,2474.60706,53.91803
2950,183,15498.41412,849.65849,124.57965,57.95439,8.4797,1.93991,1810.97135,39.99012
2951,183,16719.21787,15534.23395,120.07415,89.91136,8.86022,2.92012,3415.51796,33.46318
2952,183,20042.76741,9773.03772,147.5986,70.87127,7.33457,2.66034,3098.79742,51.44082
2953,183,22335.78118,31758.41158,129.66834,242.02851,8.42236,2.8402,2703.3013,18.03473
2954,183,33538.32047,2408.36136,170.96368,98.66549,7.76053,2.13418,2016.09421,43.77944
2955,183,34480.92553,16786.35299,163.16298,315.50448,8.52881,2.51217,2251.59277,19.34398
2956,183,37928.73532,4344.51073,81.17068,28.40455,7.11915,2.16945,2382.12124,40.99801
2957,184,964.32547,14353.92641,148.21408,104.26952,8.02213,2.05377,1779.86052,33.91066
2958,184,4825.21959,5394.27289,136.86845,63.52926,7.22193,2.34824,2882.06987,46.74511
2959,184,7829.65677,22665.58931,118.92089,72.96739,8.35869,2.08345,1883.19628,32.89114
2960,184,9897.99855,38242.92531,164.98707,50.07691,6.5368,1.82629,2061.64615,64.26647
2961,184,15552.48062,938.92117,164.28225,71.71034,8.3365,2.62139,2917.52032,59.42769
2962,184,16689.57034,15544.01824,121.3031,103.20775,8.05441,2.17218,2070.60575,26.9061
2964,184,22295.22188,31754.91576,134.25249,242.92194,7.97769,2.32936,2263.99583,17.60642
2965,184,25517.42611,38509.13509,100.36055,34.62636,6.97556,2.03225,2500.42259,44.87268
2966,184,31659.18763,7465.50395,85.52614,26.68429,8.3141,2.23989,3038.21837,46.68271
2967,184,33559.10308,2388.32248,154.17492,56.90703,7.92529,1.90731,1799.98205,54.01329
2968,184,34496.05541,16789.60844,166.20539,288.18159,8.3414,2.75171,2514.23992,21.7734
2969,184,37938.97079,32274.98671,75.38355,31.92651,6.97603,1.81462,1730.34129,31.91627
2970,185,693.58327,19637.61158,133.2269,117.69139,7.20947,1.65233,1242.95853,25.20416
2971,185,983.67137,14409.40484,140.91697,78.77185,7.49543,1.93529,1756.59053,37.74762
2972,185,4817.48367,5391.77502,179.05882,71.27156,7.36246,1.68082,1359.91157,53.00247
2973,185,7818.14728,22639.41943,119.18745,88.26915,7.82991,2.5276,3049.00933,31.3143
2974,185,15494.78181,908.13155,151.27921,75.6179,8.44279,1.80666,1449.5078,41.51304
2975,185,16677.7721,15544.09819,175.73372,108.34286,8.10036,1.96425,1818.42692,40.82693
2976,185,19719.84044,25965.95056,156.49422,52.21305,7.49835,2.38615,2550.70641,67.30844
2977,185,20121.44752,9797.26556,125.47624,48.98121,7.83492,1.96178,1938.89713,45.94184
2978,185,20405.3727,2039.42297,111.8532,34.03483,7.86041,2.27834,2512.47595,56.09595
2979,185,21742.6487,5993.06884,125.80773,70.75013,8.06403,2.03588,1984.49064,35.83887
2980,185,22307.61574,31756.93871,148.96286,255.781,7.11684,2.03795,1618.71513,18.58038
2981,185,25512.04114,38556.95266,162.70773,55.52537,6.12036,2.48479,3184.60955,69.78183
2982,185,28710.34197,34234.04168,172.36815,74.09657,7.03228,1.78419,1792.30134,50.21618
2983,185,33584.31892,2388.93521,126.35011,44.43651,8.38272,2.38869,2543.06934,55.62678
2984,185,34470.19007,16773.9244,167.32175,285.53872,8.32833,2.75944,2025.64445,22.13184
2986,186,4883.08433,5426.86777,134.08693,49.612,7.91877,2.53122,3185.44062,57.57123
2987,186,7816.92801,22626.24902,132.98223,88.78289,7.17931,2.09251,2179.00725,33.17452
2988,186,9854.01243,38260.89837,138.82669,47.28342,6.67311,1.77689,1975.81634,51.65444
2989,186,15574.11932,792.66333,187.81517,73.61067,7.92072,2.09177,1918.1175,62.32242
2990,186,16678.63814,15546.59213,136.58037,114.92798,7.9188,2.42528,2279.02952,30.45424
2991,186,19792.83732,25974.60773,156.90769,120.67919,8.41732,2.56115,2402.80016,36.4905
2992,186,20108.78436,9749.76841,97.13965,42.11881,7.64086,1.60957,1244.12222,33.8529
2994,186,22331.89051,31758.82843,145.9798,223.37864,7.67371,2.59154,2331.17737,21.41871
2995,186,25578.82175,38527.82604,197.63919,82.11711,6.26218,1.79907,1744.24317,56.86197
2996,186,28778.00923,34194.77519,129.71667,130.21775,7.52818,1.98912,1677.69674,24.21121
2997,186,31631.07881,7278.71163,118.88729,36.79325,7.64367,2.11575,2163.082,55.14891
2998,186,33549.4037,2443.39974,124.59076,55.10794,7.66039,2.36079,2588.20191,45.7659
2999,186,34506.07624,16772.11554,170.40766,271.99937,8.9294,2.94946,2886.32168,24.11738
3000,186,36617.92301,13617.0162,171.39078,48.68707,6.76746,1.91299,1769.33916,71.4498
3001,187,4847.57416,5400.40245,170.56477,69.03469,7.27429,2.1628,2194.9746,57.79115
3002,187,6801.17501,20394.34821,167.37633,85.22854,7.17434,1.82514,1533.96768,43.93925
3003,187,7781.08802,22691.97941,131.18578,78.41968,7.9186,2.14056,2292.479,35.97164
3004,187,15572.44561,893.30065,135.25769,67.3429,8.8575,2.0345,1735.45055,40.93071
3005,187,16695.94433,15540.71712,136.40952,118.62423,7.93088,2.03782,1880.4438,27.71166
3007,187,20112.93811,9738.19338,167.27231,70.3188,7.4759,2.56961,2639.10364,61.31754
3008,187,22323.94575,31764.4468,141.77911,264.77879,8.16106,2.70037,2371.72399,18.6605
3009,187,25491.41598,38610.76094,181.10882,54.8304,6.63586,1.56421,1484.49178,63.26098
3010,187,28779.01469,34220.71951,150.85479,104.4533,7.42371,2.20403,2315.52765,35.77842
3011,187,29715.8488,32932.02349,89.80385,26.36672,6.85118,1.75986,1963.29036,44.43432
3012,187,31594.92908,7327.37481,102.07805,34.75103,8.15536,1.90113,1865.2702,44.29473
3013,187,33645.07246,2540.82782,198.55653,64.84208,8.26039,1.86342,1694.48117,70.10911
3014,187,34504.41546,16797.7755,179.19899,282.31443,8.17365,2.85302,2415.45969,24.80057
3015,188,4839.39496,5401.62002,169.29087,73.22586,6.97695,1.85607,1730.96833,50.34656
3016,188,7826.36178,22675.05669,154.26053,83.7799,7.06191,2.48387,2787.75945,46.27774
3017,188,11868.6317,7675.21485,164.27173,50.71926,7.43761,2.05822,2149.6518,67.73634
3018,188,15536.55322,815.26246,124.67588,58.30528,8.2011,2.45686,2727.10651,44.81861
3019,188,16679.30001,15530.87176,132.84832,114.76312,7.69383,2.09997,1782.88422,27.71685
3020,188,20141.54538,9775.76986,142.45658,70.76102,7.39519,1.95319,1757.63117,41.574
3021,188,22319.33802,31761.87953,144.11128,275.08657,7.72236,2.08859,1890.10219,17.15982
3022,188,24634.47642,28795.54609,76.28132,31.04739,7.58929,2.14617,2522.97681,35.43327
3023,188,25553.88929,38555.29194,101.79076,40.06326,6.4262,1.83471,2122.75162,39.15111
3024,188,28753.98765,34159.3427,121.56084,73.00642,8.00227,2.19681,2245.55657,34.62613
3026,188,34511.5409,16793.96954,170.76077,265.68146,8.13485,2.99423,2537.28332,24.75681
3027,188,38094.85569,33115.14855,107.40839,50.7278,7.40662,1.81695,1702.34592,35.28567
3029,189,4789.69649,5447.43105,126.07496,56.54296,7.52341,2.5257,2825.10928,47.35442
3031,189,15524.17687,854.00134,98.06326,37.44053,9.73634,2.09491,1931.08284,41.68784
3032,189,15595.19482,22019.76415,131.32388,38.2582,7.31191,2.07333,1813.44426,60.99411
3033,189,16702.00437,15528.55478,134.87821,97.45305,7.97032,2.10751,1848.11447,31.73246
3034,189,19404.70307,25446.99373,153.65317,64.90581,7.15352,1.47791,1204.67661,43.41519
3035,189,20093.60814,9750.58639,164.21322,69.51316,8.21114,2.20521,2001.10313,54.91886
3036,189,22313.80186,31770.06454,139.81386,233.62628,8.0153,2.44007,2265.40877,19.26727
3037,189,24682.23357,28812.80798,140.96302,99.62633,7.56507,1.86845,1764.40973,31.55003
3038,189,25510.79054,38495.13719,129.78114,42.51447,6.39195,2.23291,2589.43013,57.58372
3039,189,28767.82852,34189.04952,139.80481,106.38816,7.95754,2.17252,2065.89649,31.66633
3040,189,33545.05923,2374.18274,124.73475,50.64906,8.41135,2.27169,2350.57778,47.91158
3041,189,34500.04612,16807.29656,180.15221,272.18357,7.79846,2.93296,2570.54417,25.95526
3042,189,36713.56791,13668.26737,116.51138,33.92202,7.92025,2.02902,2149.73977,55.78614
3043,189,38056.63388,33067.33349,135.20257,57.5076,7.00061,1.86631,1674.16347,44.11619
3044,190,15514.49113,872.23315,145.83742,78.95334,8.15007,2.38532,2224.71735,43.69518
3045,190,16681.63917,15548.42416,141.79156,90.5545,8.64443,2.52137,2590.39327,38.93545
3046,190,18032.1835,25477.92815,115.21377,40.03488,7.64669,1.90511,1977.9896,46.87006
3047,190,20065.76851,9785.01594,162.99064,97.02624,7.32076,1.87908,1644.28175,39.07601
3048,190,22314.72503,31753.23663,156.31068,264.30889,7.36491,2.21762,2049.19941,19.78923
3049,190,24669.98771,28789.23286,122.20721,82.9732,7.82916,2.34876,2333.07068,32.75172
3050,190,25385.44921,38378.95306,66.75844,29.02656,7.50988,2.25646,2852.05335,32.66964
3052,190,28728.44874,34223.75494,145.29669,92.38248,6.94757,2.15553,2448.80806,36.78897
3053,190,33582.27148,2395.40277,103.38865,63.14564,8.60515,1.77485,1421.16895,28.69374
3054,190,34501.85701,16784.67256,166.00867,264.05774,9.01163,2.56887,2206.25256,22.49547
3055,190,36555.18731,39365.51267,106.77561,32.66073,6.57756,1.63348,1888.48993,45.81187
3056,190,38084.30574,33144.40302,113.88443,40.29174,7.61405,2.00398,1961.80015,47.08934
3057,191,4859.96871,5392.7605,160.63345,66.3534,7.59928,1.99979,1983.82003,52.25653
3060,191,16729.42773,15536.59088,125.49062,98.66974,7.91935,1.79038,1514.66021,27.00036
3061,191,18122.4377,25458.29936,156.03466,104.39809,7.73774,2.23001,2246.0214,37.70345
3062,191,20103.95432,9842.2251,164.33058,80.33059,7.88154,2.42928,2555.33089,51.85934
3063,191,22334.60081,31772.03965,140.89011,272.92389,7.13251,2.82156,2352.37733,18.41821
3064,191,24652.09739,28762.94168,141.35192,60.72643,7.74692,1.836,1558.67103,44.7033
3065,191,25510.9136,38620.37088,115.1115,30.52697,7.68465,1.56661,1227.30278,52.09375
3066,191,26108.13823,17812.80011,168.91536,45.54058,7.49024,1.80477,1647.90103,71.22373
3067,191,28794.40825,34183.86027,109.36106,100.31586,7.83624,2.329,2518.7904,24.74465
3068,191,33545.60733,2444.14137,123.48473,34.37881,7.65075,1.90242,2086.21661,57.84331
3069,191,34472.74759,16781.61911,155.19085,265.17582,8.04688,2.33748,1684.85255,19.90187
3070,191,38197.50535,33206.4131,154.88028,53.31836,7.1051,2.21196,2654.89116,62.16446
3071,192,4873.65546,5418.74437,119.59559,57.34875,7.82426,2.12647,2020.64296,39.81514
3072,192,13267.11921,1312.76238,119.46102,187.30454,9.43627,2.49026,2007.03283,18.50852
3073,192,15527.75898,957.17818,101.20034,44.48049,8.8209,2.44937,2751.58015,41.3098
3074,192,16690.843,15515.34919,158.25561,79.14773,7.66018,2.16159,2238.3685,46.57708
3075,192,18088.21938,25418.08949,100.68788,48.87097,7.26345,2.38447,3502.82342,37.69961
3076,192,20111.09345,9749.46276,185.0897,87.99151,7.36612,2.25945,2309.41963,55.36635
3077,192,22326.28757,31760.73001,137.09609,252.47774,7.8811,2.153,1878.05344,17.21639
3078,192,25510.77364,38476.69634,163.37805,69.50633,6.1297,1.85071,1940.11791,49.69466
3079,192,28780.43496,34205.08362,140.90167,153.43591,7.14604,1.89809,1574.44988,23.68758
3080,192,33545.85655,2400.73041,124.82146,48.66469,7.56585,2.05703,2043.86352,46.93373
3081,192,34488.54668,16777.3923,144.85567,267.93608,8.99534,2.76114,2169.78988,19.1719
3082,192,38102.26538,33110.04158,138.73896,72.85177,6.96175,2.34498,2330.32595,42.8871
3083,193,4768.11644,5417.67054,173.00996,67.03288,7.5898,2.26551,2238.72662,62.11438
3084,193,5973.19506,29107.45716,122.35506,38.88363,6.12648,1.92535,2310.77191,52.29742
3085,193,13274.52269,1325.26822,144.13305,230.98057,8.20203,2.17611,2057.01626,19.43677
3086,193,15486.83011,853.61375,177.15461,92.28437,7.86017,2.09716,2044.28988,48.03121
3087,193,20040.68946,9804.8573,137.79782,60.00512,8.1623,2.25803,2680.28841,48.28821
3088,193,22333.88371,31753.15786,151.07192,275.26185,7.55796,2.76232,2353.48265,19.8682
3090,193,28756.34385,34181.47937,140.03409,124.52017,7.52761,2.28789,2305.29993,29.00672
3092,193,34516.98947,16803.68916,154.99727,258.975,9.03814,2.76673,2366.56151,21.43295
3093,193,38047.38832,33106.7149,176.11124,58.80535,6.95057,2.15607,2335.33672,68.8169
3094,194,4855.53579,5431.82829,126.96708,66.26095,7.34334,2.18943,2109.59865,39.34578
3095,194,9860.36238,38208.23378,95.23621,35.75868,6.2566,1.74539,1778.12297,38.24216
3096,194,11016.79906,1191.00738,94.03608,39.87933,7.4167,2.34616,3290.1937,39.83436
3097,194,13276.84957,1325.35385,144.8922,187.49379,8.79619,2.5635,2828.21476,23.83623
3098,194,15513.7957,780.50305,123.94029,63.09273,8.96613,2.36649,2427.18816,41.03264
3099,194,20032.23423,9754.76815,152.30983,56.25922,7.48878,2.27991,2445.70267,59.13511
3100,194,22331.96236,31745.81272,133.43964,247.25768,7.86985,2.33262,1974.9906,17.28513
3102,194,33490.43366,2387.20701,125.11427,69.91119,7.86131,2.2846,2310.81167,37.8312
3103,194,34501.97771,16787.08661,151.02232,279.13514,8.62558,2.69031,2427.81009,19.48629
3104,194,37475.54681,950.49213,94.32531,58.43762,8.3971,2.45349,2681.38212,30.8049
3105,194,38124.43974,33068.8007,134.77419,57.38621,7.11957,2.30455,2356.62513,48.95586
3106,195,4861.89767,5360.15477,190.96826,85.21271,7.44345,1.9727,1979.87836,55.17054
3107,195,5851.43986,33021.37879,137.60434,39.28731,6.76631,1.65371,1682.60686,56.5544
3108,195,7728.27915,17909.12898,159.47269,56.60954,7.02747,1.80914,1873.37394,55.38414
3109,195,8739.2095,11044.12155,150.4837,48.8303,7.70146,2.13596,2063.81262,62.54494
3110,195,13253.02632,1310.68407,142.4312,156.50545,8.60971,2.57995,2306.39149,26.52571
3111,195,15525.10769,880.81758,129.80061,69.40462,8.18016,2.53744,2739.79616,42.21995
3112,195,20114.74302,9799.22763,152.01997,94.50504,7.21551,2.43691,3018.19343,40.89484
3113,195,21752.92145,6041.42545,128.16595,68.09177,8.19096,2.13153,1702.93158,38.56675
3114,195,22296.72515,31763.352,137.58925,229.33194,8.44446,2.60458,1968.30204,19.5475
3115,195,25535.44841,38582.4128,112.81376,51.48932,7.03132,2.01097,2247.84568,38.84814
3116,195,33612.91838,2394.36969,159.15392,75.84318,7.89318,2.37453,2789.22174,51.0622
3117,195,34494.45388,16796.58136,149.42001,239.84046,8.64591,2.08913,1788.28566,19.58099
3119,196,4857.50159,5385.20642,114.55613,57.37986,7.18984,2.14111,2462.66504,37.69914
3120,196,6534.09668,10285.54529,154.64675,127.5107,7.23039,2.0959,2318.02468,31.39019
3121,196,9866.87491,38264.84672,71.28522,23.68488,7.30851,1.89481,2046.84072,37.68618
3122,196,13289.14664,1317.41761,129.91222,177.01815,8.64415,2.23495,1778.98404,20.5512
3123,196,15524.19797,851.26758,19.08549,24.95922,8.74185,1.8086,1735.12717,14.38455
3125,196,20137.30784,9753.57587,143.26705,75.81456,7.66204,2.31721,2317.82918,43.27819
3126,196,20295.48196,1973.08706,133.11679,33.62135,8.40679,2.1023,2032.77696,69.55847
3127,196,22329.66821,31758.42365,129.03593,199.21158,8.20253,2.21333,1829.92606,18.80241
3128,196,25493.50473,38501.87832,120.52273,53.00091,7.00751,1.91687,1918.86961,40.61301
3129,196,25758.9728,20954.68203,131.16663,45.20576,6.459,2.49473,3131.328,59.5236
3130,196,33529.06344,2455.25256,125.21829,51.69794,7.21602,2.37912,3158.89843,48.63289
3131,196,34507.25986,16774.19931,171.46264,281.0998,8.46277,3.79589,3579.6518,26.74741
3132,196,38167.29487,33226.60193,92.71035,30.9996,6.70794,2.27243,2778.03968,46.57837
3133,197,4832.76108,5444.46837,111.10261,71.6723,7.83018,2.19989,2211.44984,31.22631
3134,197,6503.53797,10296.3766,129.73371,66.44287,7.52009,2.07492,2221.32219,39.41958
3135,197,9924.04087,38202.42352,109.2075,33.03018,6.94019,1.45428,1188.058,44.50717
3136,197,13289.89919,1317.87015,133.33154,183.59536,8.2426,2.82532,2922.16806,22.55489
3137,197,15538.31173,861.88291,145.39299,75.14456,8.11805,2.38399,2454.56399,45.16909
3138,197,20073.44377,9796.43108,164.05175,116.25292,7.33583,2.09066,2381.39461,36.27606
3139,197,22328.61847,31759.33931,134.56453,243.80946,8.42461,2.03759,1631.33768,16.96169
3140,197,25837.75698,21058.76597,159.03071,92.85274,7.5412,2.17435,2178.44314,41.72026
3141,197,26589.37855,18983.03437,122.14262,42.34861,7.71969,1.73536,1479.95253,46.52054
3142,197,28014.85773,13265.86786,143.98008,255.10772,8.62873,2.779,2669.7679,19.71537
3143,197,31701.7581,13394.73758,109.8239,66.29713,8.82425,1.82755,1378.36409,30.19419
3144,197,33547.73571,2433.08944,132.56587,45.2464,7.71976,2.07171,2060.09921,54.20853
3145,197,34496.79677,16789.53922,144.92892,232.64398,8.92697,2.75871,2264.967,21.12322
3146,197,37408.93327,978.44422,115.27374,41.68542,8.14864,1.87581,1526.81803,45.17906
3147,197,38019.056,33103.15004,134.54285,43.23961,7.03014,2.22678,2728.75357,59.80019
3149,198,6476.44071,10266.25375,117.84507,47.81122,7.90871,1.66894,1683.61355,39.98316
3150,198,7623.26773,17950.40143,136.5908,92.47617,7.20792,1.96552,1684.5034,32.53508
3151,198,13278.91161,1311.86411,133.64011,206.81352,9.77249,2.50228,1901.38714,19.92525
3152,198,15540.53691,855.06758,118.52591,68.42554,8.48084,2.52624,2802.51487,37.52173
3153,198,22326.02362,31766.34378,135.72189,225.56093,8.07061,2.85011,3430.67947,20.07275
3154,198,25584.74565,38532.29393,88.45772,28.98479,6.86135,1.85822,1787.81863,41.72623
3155,198,25866.84121,21109.08847,166.54128,171.78903,8.54562,2.37062,1933.37339,29.55662
3156,198,31268.6143,17170.12358,188.60702,66.1209,7.00643,1.9419,1988.54424,65.39039
3157,198,31685.17188,13413.55307,183.12079,93.09496,7.24936,2.18714,2316.81986,51.21062
3158,198,33545.91291,2485.46408,147.45005,44.78447,8.17288,2.17694,2497.71558,65.75094
3159,198,34476.95705,16785.43992,173.46542,273.69804,8.1495,2.46736,2068.03612,22.90333
3160,198,38117.58202,33170.78447,143.7096,47.73839,7.06435,2.1025,2219.95936,58.92893
3161,199,4800.07609,5416.69339,132.49929,53.10024,7.58251,2.47495,2710.60047,52.85449
3163,199,13286.95567,1334.47337,151.50403,222.78772,8.73225,2.70127,2237.19156,22.87816
3164,199,15520.96972,860.63291,118.47516,78.88504,8.17657,2.31557,2296.92633,32.40042
3165,199,20079.56726,9796.6671,110.94621,48.14594,7.80464,2.33867,3190.43754,42.99015
3166,199,22331.462,31752.97518,140.8798,268.22582,7.33261,2.52827,2537.58311,17.95491
3167,199,25865.93958,21061.54515,141.67156,144.71194,7.72283,2.30367,2524.7293,26.58178
3168,199,31693.49086,13408.58981,145.69955,225.43315,8.4504,2.75441,2164.85106,21.72431
3169,199,33528.06682,2408.76192,145.8216,53.91706,8.04554,1.99309,2054.14146,53.17752
3170,199,34526.39738,16813.46668,168.95176,251.20799,8.40253,2.7619,2535.39853,24.53592
3171,199,37471.18967,963.5103,141.06247,94.82869,8.29435,2.18593,2191.33303,34.89536
3172,199,38061.50652,33068.35869,151.33533,50.53296,6.87847,2.05961,2196.71622,60.10213
3173,200,4854.83393,5369.61569,117.50299,38.26513,7.85457,2.41288,2787.53225,56.73731
3174,200,10123.84071,13017.27303,138.41452,79.33158,7.57679,2.4895,3284.27127,41.33099
3175,200,13278.3151,1318.01169,143.27071,236.60413,8.64157,2.55818,2458.16367,20.01824
3176,200,14962.2655,5935.86178,151.69574,72.98804,8.68639,2.29553,2236.028,48.12315
3177,200,15457.49157,901.10842,151.50482,71.56966,8.0087,2.28472,2272.69017,48.64299
3178,200,16445.128,15465.23825,163.46327,76.00225,7.14089,2.23334,2741.32714,51.24745
3179,200,20090.99079,9813.92386,95.76151,66.93186,8.51973,2.32516,2404.13658,27.83282
3180,200,22313.16146,31769.97766,136.70626,260.69647,7.51811,2.47578,2321.81651,17.51205
3181,200,25565.40482,38529.72561,102.42843,30.87466,7.39593,1.9112,1897.21757,48.71861
3182,200,25837.81188,21069.4624,144.37726,124.19075,7.71291,2.21802,2247.78741,29.87483
3183,200,31730.80448,13445.76817,150.84218,72.54405,8.17806,2.56422,2524.07616,51.03896
3184,200,33465.12718,2321.5276,134.86191,53.97163,8.90914,2.05589,2002.45588,48.33277
3185,200,33508.47832,16084.2932,126.84164,69.16421,8.79639,2.25035,2259.42518,38.57034
3186,200,34486.85251,16799.74274,153.12108,255.299,9.32767,2.80669,2231.24835,21.4214
3187,200,37405.26396,787.1749,163.25382,53.36574,8.00315,2.1041,2276.54472,65.28336
3188,200,38087.33106,33114.76247,142.48749,57.88571,7.16094,2.03392,2073.49673,49.26191
3189,201,4811.20526,5390.52695,132.51928,64.76536,7.88418,2.41169,2141.70732,44.62007
3190,201,5203.76379,12468.52212,143.70573,37.06715,7.35473,2.00153,2175.32675,69.97881
3191,201,9890.60024,38364.54317,89.92365,25.40074,7.45197,1.54675,1349.75918,43.19328
3192,201,13304.16668,1310.37064,145.70672,214.09276,8.71388,2.45008,2377.64614,21.55197
3193,201,14976.9648,5939.57759,139.71359,141.13184,8.21579,2.29615,2354.80747,26.52942
3194,201,15535.76891,867.8979,157.20708,80.56827,7.58007,2.41076,2898.31601,48.24211
3195,201,16438.27146,15435.49487,197.4972,82.51986,7.57535,2.22867,2278.90242,63.81396
3196,201,20110.4008,9801.65101,142.74844,62.19627,7.74282,2.24701,2388.59758,49.28467
3197,201,22342.70822,31779.54147,135.46059,242.64502,8.42701,2.48309,2397.9104,18.17054
3198,201,25466.12885,38563.67394,55.13283,31.38238,7.9911,1.76767,1492.85562,23.19663
3199,201,25877.93217,21085.26077,118.42817,133.8967,8.1768,2.52944,2673.65216,23.11147
3200,201,26594.51582,19019.64687,167.79861,65.18367,7.87316,1.57178,1224.8549,50.06704
3202,201,31666.00596,13399.24502,129.95273,87.71227,8.53504,2.25862,2581.82448,33.55076
3203,201,33583.3491,2371.04969,105.94867,50.91328,8.06369,2.0663,1994.94301,36.53909
3204,201,34513.07709,16792.30045,186.34114,330.776,7.14957,2.68914,2287.75022,22.83126
3205,201,37533.63659,960.86498,183.01087,79.75798,7.99447,2.35917,2605.73707,60.35278
3206,202,4870.4219,5352.3846,119.71894,56.12412,7.65132,2.49363,2927.59569,43.94622
3207,202,13268.89793,1325.59685,131.38697,228.76893,9.1383,3.16286,3174.01206,19.84631
3208,202,14993.30682,5936.75431,141.03096,149.68099,8.27172,2.64145,2806.22977,27.29587
3210,202,16461.68593,15450.20309,126.75096,78.12824,8.03958,2.31033,2141.23491,35.66452
3211,202,20158.14827,9779.23531,98.2578,52.90534,8.23007,2.28131,2315.90981,33.73821
3212,202,20275.20784,1989.39669,128.74467,38.63078,8.1419,2.16052,2312.73883,60.23028
3213,202,22336.0269,31763.68098,141.66952,245.17527,8.62511,2.35257,2021.98294,18.74774
3214,202,25474.47028,38507.68064,102.97941,45.36295,6.98024,1.91756,2048.49205,37.04887
3215,202,25857.72001,21067.04586,131.37222,130.99799,8.68173,2.22618,2131.32254,25.49958
3216,202,28848.88838,4767.29886,150.2136,54.15625,8.33496,2.32379,2476.56214,60.39097
3217,202,31591.44074,13424.1182,156.73287,94.48859,7.71364,1.76579,1518.66107,36.79808
3218,202,33567.95586,2369.8853,120.3508,61.60184,8.40496,2.17515,1995.02802,38.502
3219,202,34490.09506,16798.80506,149.71377,266.3048,8.30975,2.77443,2881.39589,20.11932
3221,203,1428.07175,554.18298,102.19949,44.67249,7.63791,1.89637,1878.30836,36.92141
3222,203,4850.96272,5336.88528,162.14276,77.67866,6.87347,2.00399,2159.74744,47.06088
3223,203,9905.00036,38326.17,90.41461,28.38441,6.90682,1.67524,1872.3367,41.55994
3224,203,13273.54912,1318.97869,137.81961,206.19183,8.50343,2.75427,2919.93539,21.49998
3225,203,14978.92187,5928.48708,128.73458,140.49663,8.94445,2.11668,1959.74545,23.27986
3226,203,15486.74988,863.1303,146.38365,73.67282,8.27192,1.99921,1960.21136,42.35883
3227,203,16408.02407,15398.93951,137.60918,43.64207,7.5106,1.93121,1953.10837,56.5979
3228,203,20088.22797,9705.71491,150.38428,63.36885,7.94349,2.10189,2034.61881,50.52662
3229,203,20360.60423,2019.19286,103.08877,36.42444,8.20127,1.95805,1771.19667,43.95195
3230,203,22322.951,31761.3533,138.74136,231.21104,8.15472,2.93101,2735.78163,20.5183
3231,203,25581.56999,38536.97491,152.73882,51.6586,6.97017,2.64579,2885.18445,69.94851
3232,203,25881.66583,21044.34204,133.27956,121.85014,7.97965,2.30905,1961.3229,27.70732
3234,203,28784.22567,4754.16007,118.65089,42.34719,7.78392,1.82509,1874.70978,45.81698
3235,203,31664.99462,13446.01141,133.90337,58.92486,7.63671,1.94923,1997.45337,43.65004
3236,203,33545.67953,2402.69156,182.50386,80.40193,7.21957,2.30202,2532.64236,58.84168
3237,203,34489.90334,16777.76828,143.31862,231.97991,9.18502,3.30204,3183.84787,22.44549
3239,204,4797.37013,5488.34905,124.04902,49.41986,7.90035,1.97675,1964.07618,45.09739
3240,204,9928.17043,38189.03247,142.8275,42.86572,6.70706,2.3206,2963.50447,67.53836
3241,204,13291.23556,1304.01834,148.25678,246.64635,8.22727,3.41805,3441.09349,22.83122
3242,204,15000.89377,5938.61042,151.86739,139.09547,8.64846,2.32165,2425.62943,30.06031
3243,204,15497.87727,889.4971,130.26023,48.20968,8.91882,1.9743,1909.4652,49.11399
3244,204,20077.0175,9795.28367,121.43843,72.33228,7.98833,2.25807,2634.70774,35.25072
3245,204,20259.8361,1902.71461,120.49286,35.11916,7.5408,2.3948,2822.37165,62.78248
3246,204,22322.41235,31776.74257,155.93593,303.98969,7.48736,2.36868,2275.33255,18.37422
3247,204,25552.21237,38487.42951,124.07844,49.15921,7.08384,2.08731,2353.05367,46.53913
3248,204,25860.53335,21063.93982,131.35193,186.70317,8.17294,1.94248,1539.90414,19.28025
3249,204,26182.28511,17734.91894,152.85767,61.66393,6.67919,1.95793,2369.79511,50.8848
3250,204,28779.23674,4825.87556,139.43583,100.11974,8.04261,2.31715,2303.47565,33.90356
3251,204,31672.67478,13408.04547,140.21748,100.94847,8.28109,2.38842,2128.01633,34.43435
3252,204,33498.69021,2403.11261,131.15524,52.46599,8.72349,2.38624,2277.79852,51.47242
3253,204,34493.21645,16792.84443,165.01329,298.04964,9.21102,2.25101,1321.5433,19.66105
3254,204,37488.07283,932.7019,98.61575,40.70669,8.65618,1.82068,1548.66598,37.07379
3255,204,39400.65222,39015.51019,57.98353,20.81563,6.86885,1.76062,1894.98546,32.11309
3256,204,39860.63457,6074.73462,89.75164,28.67138,7.0649,1.97277,2094.38578,44.06502
