Width	Height	nb_Planes	nb_Tracks	Pixel_Size(um)	Frame_Duration(s)	Gaussian_Fit	Spectral
256	256	4000	1	0.160	0.050	X Y sigma	False
Track	Plane	CentroidX(px)	CentroidY(px)	CentroidZ(um)	Integrated_Intensity
 1	 1	 105.415311336517	 148.025689125061	 0	 17851.451171875
 1	 2	 105.413885116577	 147.935236930847	 0	 17178.482421875
 1	 3	 105.34473323822	 148.091544151306	 0	 19535.041015625
 1	 4	 105.401669979095	 147.972896099091	 0	 18454.541015625
 1	 5	 105.329985618591	 147.98885345459	 0	 17684.908203125
 1	 6	 105.511069297791	 148.111332416534	 0	 17102.90625
 1	 7	 105.468083381653	 148.101179599762	 0	 16236.8212890625
 1	 8	 105.472480297089	 148.073955535889	 0	 16975.77734375
 1	 9	 105.521056175232	 148.077956199646	 0	 17909.544921875
 1	 10	 105.429934978485	 147.927670478821	 0	 16291.85546875
 1	 11	 105.393177986145	 148.004069328308	 0	 15372.9814453125
 1	 12	 105.383365631104	 148.030153274536	 0	 15185.9091796875
 1	 13	 105.600626945496	 148.126648902893	 0	 14938.6689453125
 1	 14	 105.430689334869	 148.172669410706	 0	 14846.2109375
 1	 15	 105.444273471832	 148.070945739746	 0	 14534.4296875
 1	 16	 105.396812438965	 148.022813796997	 0	 15072.763671875
 1	 17	 105.359781742096	 148.006320953369	 0	 15618.220703125
 1	 18	 105.428352355957	 147.98509311676	 0	 16734.376953125
 1	 19	 105.386801719666	 148.149111747742	 0	 16366.3359375
 1	 20	 105.396987915039	 148.035473823547	 0	 14872.3125
 1	 21	 105.354432582855	 148.114125728607	 0	 15555.001953125
 1	 22	 105.413553237915	 148.080582141876	 0	 15250.52734375
 1	 23	 105.434638500214	 148.040472507477	 0	 17121.55078125
 1	 24	 105.427562713623	 148.091989517212	 0	 15740.771484375
 1	 25	 105.38622713089	 148.059770584106	 0	 17127.482421875
 1	 26	 105.419282913208	 148.063343048096	 0	 17740.005859375
 1	 27	 105.41119146347	 147.98083114624	 0	 17226.3046875
 1	 28	 105.390577316284	 147.916421890259	 0	 18924.345703125
 1	 29	 105.476010799408	 147.97350025177	 0	 17498.56640625
 1	 30	 105.49702835083	 148.021706581116	 0	 16718.703125
 1	 31	 105.492216110229	 148.004804611206	 0	 17933.025390625
 1	 32	 105.416457176208	 148.107531547546	 0	 16718.248046875
 1	 33	 105.357563495636	 147.933319568634	 0	 18318.1015625
 1	 34	 105.422834396362	 148.028517723083	 0	 18165.4921875
 1	 35	 105.384669303894	 148.046895027161	 0	 16525.095703125
 1	 36	 105.467463493347	 148.023609161377	 0	 16569.890625
 1	 37	 105.529052734375	 148.073581695557	 0	 16391.26171875
 1	 38	 105.522872924805	 148.062968254089	 0	 16699.216796875
 1	 39	 105.415608406067	 148.020973205566	 0	 16513.181640625
 1	 40	 105.440073490143	 148.031483650208	 0	 16009.96875
 1	 41	 105.407342910767	 148.01228094101	 0	 15885.6240234375
 1	 42	 105.383740901947	 148.080203056335	 0	 16067.4873046875
 1	 43	 105.456572532654	 148.000855445862	 0	 14855.7197265625
 1	 44	 105.390944480896	 148.045259475708	 0	 15534.5068359375
 1	 45	 105.515125274658	 148.12451505661	 0	 15672.93359375
 1	 46	 105.525558948517	 147.988178730011	 0	 14827.34765625
 1	 47	 105.469436168671	 148.044321060181	 0	 16105.197265625
 1	 48	 105.348359584808	 148.115721225739	 0	 15586.86328125
 1	 49	 105.420593261719	 148.028643131256	 0	 15119.373046875
 1	 50	 105.40797996521	 148.127551078796	 0	 16350.1953125
 1	 51	 105.36085319519	 148.094719409943	 0	 14518.681640625
 1	 52	 105.40327501297	 148.123033046722	 0	 16732.41796875
 1	 53	 105.410395622253	 148.089461803436	 0	 15777.2802734375
 1	 54	 105.46084022522	 148.021207809448	 0	 16657.59765625
 1	 55	 105.394889354706	 148.125506401062	 0	 17317.283203125
 1	 56	 105.500817298889	 148.033712387085	 0	 16179.822265625
 1	 57	 105.472836017609	 148.051343917847	 0	 18125.728515625
 1	 58	 105.463356971741	 148.003477096558	 0	 18326.771484375
 1	 59	 105.449869155884	 148.073816299438	 0	 17190.7890625
 1	 60	 105.448071479797	 148.140196800232	 0	 17823.708984375
 1	 61	 105.35338973999	 148.033148765564	 0	 19042.763671875
 1	 62	 105.406687736511	 148.057999134064	 0	 18127.85546875
 1	 63	 105.424111366272	 147.998427391052	 0	 16670.42578125
 1	 64	 105.359886169434	 148.070528030396	 0	 17846.0078125
