Width	Height	nb_Planes	nb_Points	Pixel_Size(um)	Frame_Duration(s)	Gaussian_Fit	Spectral
256	256	4000	4575	0.160	0.050	X Y sigma	False
id	Plane	Index	Channel	Integrated_Intensity	CentroidX(px)	CentroidY(px)	SigmaX(px)	SigmaY(px)	Angle(rad)	MSE(Gauss)	CentroidZ(um)	MSE_Z(um)	Pair_Distance(px)
1	1	1	-1	43788.449341	105.415314	148.025696	0.999067	0.999067	0.000000	0.964091	-1.000000	-1.000000	0.000000
3	2	1	-1	44880.432456	105.413887	147.935242	1.049906	1.049906	0.000000	0.956026	-1.000000	-1.000000	0.000000
4	2	2	-1	11435.019755	126.656639	138.854919	1.431470	1.431470	0.000000	0.498410	-1.000000	-1.000000	0.000000
5	2	3	-1	5484.857561	135.994507	135.857422	0.883894	0.883894	0.000000	0.498453	-1.000000	-1.000000	0.000000
7	3	1	-1	44927.477608	105.344734	148.091537	0.892428	0.892428	0.000000	0.973615	-1.000000	-1.000000	0.000000
8	3	2	-1	9945.901147	126.842522	138.641098	1.149438	1.149438	0.000000	0.707025	-1.000000	-1.000000	0.000000
10	4	1	-1	42217.887910	105.401672	147.972900	0.894073	0.894073	0.000000	0.956528	-1.000000	-1.000000	0.000000
11	4	2	-1	9999.492524	126.642616	139.058441	1.071457	1.071457	0.000000	0.710777	-1.000000	-1.000000	0.000000
13	5	1	-1	7888.160973	173.399292	246.405243	0.942344	0.942344	0.000000	0.784600	-1.000000	-1.000000	0.000000
14	5	2	-1	44659.831612	105.329987	147.988861	1.010325	1.010325	0.000000	0.949649	-1.000000	-1.000000	0.000000
16	6	1	-1	8072.593049	126.701225	138.933960	1.107400	1.107400	0.000000	0.706370	-1.000000	-1.000000	0.000000
17	6	2	-1	7126.327792	173.198730	246.116394	0.990681	0.990681	0.000000	0.666027	-1.000000	-1.000000	0.000000
18	6	3	-1	42154.693435	105.511078	148.111328	1.028809	1.028809	0.000000	0.932593	-1.000000	-1.000000	0.000000
20	7	1	-1	36372.526315	105.468086	148.101181	0.910778	0.910778	0.000000	0.959072	-1.000000	-1.000000	0.000000
22	8	1	-1	7251.577849	126.561897	138.957275	1.026890	1.026890	0.000000	0.703072	-1.000000	-1.000000	0.000000
23	8	2	-1	43218.644403	105.472481	148.073959	1.005677	1.005677	0.000000	0.963514	-1.000000	-1.000000	0.000000
25	9	1	-1	7097.744225	126.567581	138.950729	1.062642	1.062642	0.000000	0.633084	-1.000000	-1.000000	0.000000
26	9	2	-1	43877.453188	105.521057	148.077957	0.977077	0.977077	0.000000	0.948738	-1.000000	-1.000000	0.000000
28	10	1	-1	7329.971643	127.086136	138.980835	0.986861	0.986861	0.000000	0.636545	-1.000000	-1.000000	0.000000
29	10	2	-1	39594.277851	105.429932	147.927673	0.994467	0.994467	0.000000	0.945836	-1.000000	-1.000000	0.000000
31	11	1	-1	36187.128996	105.393181	148.004074	0.912067	0.912067	0.000000	0.975104	-1.000000	-1.000000	0.000000
33	12	1	-1	34571.639293	105.383362	148.030151	0.910494	0.910494	0.000000	0.956878	-1.000000	-1.000000	0.000000
35	13	1	-1	9796.215332	126.632004	139.225647	1.237021	1.237021	0.000000	0.642941	-1.000000	-1.000000	0.000000
36	13	2	-1	37145.667101	105.600632	148.126648	0.975796	0.975796	0.000000	0.956038	-1.000000	-1.000000	0.000000
38	14	1	-1	38875.284718	105.430687	148.172668	1.045865	1.045865	0.000000	0.954417	-1.000000	-1.000000	0.000000
39	14	2	-1	6403.921315	126.636086	139.016617	0.810479	0.810479	0.000000	0.749074	-1.000000	-1.000000	0.000000
41	15	1	-1	9614.791982	172.608139	199.228333	1.196311	1.196311	0.000000	0.661817	-1.000000	-1.000000	0.000000
42	15	2	-1	33751.727715	105.444275	148.070953	0.925566	0.925566	0.000000	0.955445	-1.000000	-1.000000	0.000000
44	16	1	-1	6168.957161	126.815956	139.096436	0.955689	0.955689	0.000000	0.573372	-1.000000	-1.000000	0.000000
45	16	2	-1	9200.013162	172.886581	198.701233	0.967234	0.967234	0.000000	0.754793	-1.000000	-1.000000	0.000000
46	16	3	-1	35545.890180	105.396812	148.022812	0.930800	0.930800	0.000000	0.961297	-1.000000	-1.000000	0.000000
48	17	1	-1	10767.928580	172.820389	198.850525	1.127870	1.127870	0.000000	0.792115	-1.000000	-1.000000	0.000000
49	17	2	-1	37916.428727	105.359779	148.006317	0.967721	0.967721	0.000000	0.968661	-1.000000	-1.000000	0.000000
51	18	1	-1	11064.715541	126.570320	138.984985	0.951188	0.951188	0.000000	0.818613	-1.000000	-1.000000	0.000000
52	18	2	-1	38404.879072	105.428352	147.985092	0.915789	0.915789	0.000000	0.961647	-1.000000	-1.000000	0.000000
54	19	1	-1	43619.277033	105.386803	148.149109	1.052784	1.052784	0.000000	0.955751	-1.000000	-1.000000	0.000000
56	20	1	-1	31518.504348	105.396988	148.035477	0.841920	0.841920	0.000000	0.952896	-1.000000	-1.000000	0.000000
58	21	1	-1	37061.578038	105.354431	148.114120	0.940239	0.940239	0.000000	0.955128	-1.000000	-1.000000	0.000000
60	22	1	-1	36693.498205	105.413551	148.080582	0.993202	0.993202	0.000000	0.921880	-1.000000	-1.000000	0.000000
62	23	1	-1	42591.552289	105.434647	148.040482	1.025721	1.025721	0.000000	0.949969	-1.000000	-1.000000	0.000000
64	24	1	-1	39412.453575	105.427559	148.091995	1.045760	1.045760	0.000000	0.959304	-1.000000	-1.000000	0.000000
66	25	1	-1	43091.346106	105.386230	148.059769	1.007926	1.007926	0.000000	0.952812	-1.000000	-1.000000	0.000000
68	26	1	-1	43484.849272	105.419281	148.063339	0.950899	0.950899	0.000000	0.960652	-1.000000	-1.000000	0.000000
70	27	1	-1	41875.879965	105.411194	147.980835	0.954024	0.954024	0.000000	0.956457	-1.000000	-1.000000	0.000000
71	27	2	-1	13230.332368	75.951706	166.322433	0.994317	0.994317	0.000000	0.831402	-1.000000	-1.000000	0.000000
73	28	1	-1	48118.000826	105.390579	147.916428	1.011019	1.011019	0.000000	0.963514	-1.000000	-1.000000	0.000000
75	29	1	-1	41154.220773	105.476006	147.973495	0.990334	0.990334	0.000000	0.938273	-1.000000	-1.000000	0.000000
77	30	1	-1	8074.413704	172.687378	199.141647	1.199974	1.199974	0.000000	0.534709	-1.000000	-1.000000	0.000000
78	30	2	-1	40412.912257	105.497025	148.021713	0.954840	0.954840	0.000000	0.925318	-1.000000	-1.000000	0.000000
80	31	1	-1	4303.600872	35.870579	53.257740	0.607527	0.607527	0.000000	0.739942	-1.000000	-1.000000	0.000000
81	31	2	-1	9097.559308	172.768082	199.148102	0.880188	0.880188	0.000000	0.772315	-1.000000	-1.000000	0.000000
