1,5855.57,17694.3,5403.96,10041.1
2,8353.74,10449.9,11767,15624.6,7993.72,7547.9,11488.6,10008.3,6846.36,12271.4,5561.23,11904.4,13380,11026,11462.7,8582.52,7997.02,7078.08,12807.1,8929.09,9047.3,10688.1,10181.6,5860.71,10878.3,6810.57,11142.5,10842.8,7981.33,7319.8,7494.26,8135.23,10185.6,6610.24,6894.73,8805.67,10016.5,7780.8,9441.34,5515.79,7516.47,9838.35,6442.97,8809.26,9504.78,8967.48,6474.23,10924.9,10532.1,8170.55,6178.96,9697.82,10755.5,10188.6,8353.36,9142.7,11010.9,6615.41,8844.64,9890.46,10807.3,10202.5,8273.97,7817.49,10464.7,8694.5,6630.68,6692.01,11680.7,9053.89,12412.9,8666.1,7614.95,9563.94,11990.2,9044.96,8669.03,7350.94,10555.8,6482.51,9358.29,9090.77,10890,8584.94,10681.4,7649.48,8295,7802.35,7194.99,9939.86,7139.1,8924.2,6603.64,9301.66,8213.34,9404.77,6943.93,10640.4,10745.3,8141.29,11176.5,10368.4,9192,6238.19,9738.59,9802.52,8566.28,10843.8,9868.76,9199.69,8635.55,8119.38,8262.44,10690.1,6972.81,9821.63,11073.2,9949.28,8931.08,8078.6,9505.85,8225.96,9243.18,9156.26,27123.8
3,5607.68,7149.94,4693.91,5728.79,5260.35,5611.98,4855.06,5069.28,5784.61,7973.97,5200.81,8383.82,7323.8,8031.07,6215.13,5297.26,6770.35,7953.96,5644.16,7771,6024.89,7306.85,6585.17,5421.87,9093.55,5409.45,9737.61,7103.22,6250.26,8148.42,6413.63,7423.25,6332.59,5351.77,6261.65,6873.51,8830.55,5760.47,7913.3,8655.34,5775.66,7536.84,5663.65,6603.23,7832.24,5187.75,8322.32,5741.02,7536.7,7082.13,6174.67,6893.95,8046.43,9841.76,6061.03,6283.74,7450.96,6341.71,4795.75,3776.36,6039.37,6752.54,6378.11,8759.01,8764.65,8199.58,4990.16,6119.13,8102.41,5207.54,7373.38,6616.65,8712.95,6683.25,6010.23,5438.47,4844.12,10974.6,4704.73,7704.6,7427.63,7435.36,5138.88,6414.03,8354.93,7092.92,5558.4,9844.39,8465.36,5874.77,5880.94,7624.94,5967.48,6664.31,8402.35,6612.85,7583.3,4437.89,4656.37,7867.14,6596.16,7739.01,8331.75,5404.12,6880.47,6114.46,5716.4,7071.24,7389.81,7494.15,4973.87,8372.36,7052.35,7576.51,4450.1,6961.59,9286.78,5142.88,7291.29,5854.44,6804.77,6957.87,6359.66,5799.44,5399.29,6833.88,7197.99,4775.41,6167.06,5814.81,8093.42,5827.01,10965.8,4812.35,7710.7,7786.73,5359.08,7854.04,5658.77,5572.42,6354.76,9093.27,8251.04,6992.01,6797.68,8241.04,7183.34,3795.78,7519.4,6923.38,8686.36,5407.99,4563.42,6809.31,8422.71,6952.78,9137.85,8897.84,5541.74,4538.75,6986.2,8148.83,8863.12,7530.13,6338.2
4,10264.8,6722.74,8471.49,9141.84,8182.2,7455.79,9097.05,5634.29
