1,14630.9
2,21295,21271.6,21252.6,21153.9,21131.5,21122.6,21159.9
3,25199.3,25133.7,25122.8,25112.1,25165.8,25111.2,25133.5,25151.6,25145.9,25117.6,25150,25147.3,25133,25121.7,25129,25151.7
4,8463.7,8463.94,8492.4,8493.27,8454.78,8444.44,8361.96,8339.38,8363.05,8371.94,8417.73,8376.45,8272.98
5,16528.2,16529.1,16536.5,16520.8,16515.4
6,21547.9,21565.6,21544.2,21664.8
7,11488.9,11493.6,11487.3,11501.1,11483.4,11489.4,11477.3,11473.1,11470.8,11461.6,11469,11490.5,11450.6,11483,11474.4,11446.9,11488.2,11487.6,11509.5,11406.6,11432.3
8,27617.1,27593,27618.3,27629.2,27572.6,27567.7,27564.8,27553.2,27553.4,27559.9,27574.5,27568.1,27587.9,27518.7,27558.5,27564.1,27591.2,27550.3,27597.2,27574.9,27646.7,27645.6,27654.2,27662.8,27640,27651.1
9,18478.7,18482.8,18464.9,18468.2,18477.7,18473.6,18462.6,18446.1,18493.2,18468.9
10,24163.1,24153.7,24156.8,24145.8,24154.1,24163.6,24156.6,24143.4
11,25748.3,25741.5,25737.7,25727.1,25778.6,25814.6,25781.9
12,20528.4,20529.7,20517.8,20528.9,20540.7,20527.5,20524.4,20521.2,20433.2,20429.8,20435,20430.4
13,9556.19,9564.96,9557.56
14,4120.94,4148.76,4114.94,4128.15,4152.85,4115.47,4147.79,4127.95,4164.17
15,19219.4,19216.1,19210.3,19224.3,19192.8,19119.9,19135.8,19131.8,19136.5,19136.1
16,15300.4,15280.8,15279.3,15279.1,15294.9,15278.8,15278.9,15304.3
17,29854.8,29829.3,29811.3,29820.1
18,6107,6124.04,6134.08,6134.71,6123.37,6095.82,6097.12,6128.5,6114.57,6086.63,6103.11
19,22585.4,22595,22574.2
20,30918.8,30915.6,30946.2,30929.8,30925.4,30920.8,30918.1,30912.6,30905.1,30931.6,30934.4,30923.2,30931,30917,30909.9,30919.1,30924.7
21,10889.3,10864.3,10881.3,10903.5,10870,10881.5,10888.2,10893,10836.5,10827.1,10826.9,10848.2,10841.6,10838.8,10820,10845,10863.6,10824.9,10838.2,10836.6,10831.4,10841.9,10837.3,10837.2
22,21969.9,21971.7,21957.3,21934.3,21959,21942,21921.8,21943.4,21946.1,22001.9
23,25898.7,25883.7,25878.9,25880.5,25864.4
24,752.817,719.75,747.927,715.512,717.538,729.278,731.126,711.014,721.73,736.182,731.965,762.314,739.616,751.51
25,14193.4,14217.7,14205.7,14223.7,14212.7,14170.8
26,25846.7,25867,25849.4,25864.9,25849.7,25845.9,25842.1,25863.6,25849.4,25851.3,25857.3,25865.3,25856.7,25886.6,25792.7
