1,0.782079
2,0.635445,0.794735,0.846333,0.783805,1.05572,1.12934,0.929631
3,0.807986,0.818363,0.916947,0.543451,0.826492,0.983195,0.837025,0.840139,0.956103,0.741959,0.876251,0.777141,0.823115,0.854125,0.886611,0.846823
4,0.876724,0.928706,0.801848,0.851495,0.828829,0.860353,0.75996,0.706958,0.783946,0.744078,1.02585,0.852914,0.820686
5,0.754256,0.857773,0.915003,0.918549,0.765346
6,0.875919,0.963913,0.736148,1.02285
7,0.815274,0.905465,0.857743,0.92203,0.8781,0.85715,0.863082,1.01178,0.774625,0.837886,0.958783,0.772351,1.08527,0.933976,0.856605,0.761709,0.857481,0.876133,0.812455,0.79992,0.824852
8,0.941924,0.862629,0.922052,0.74525,1.01506,0.916528,0.929966,0.896796,0.989532,0.975965,0.863817,0.829503,0.760532,0.86142,0.913091,0.876137,0.915253,0.894994,0.985065,0.952913,0.805805,0.761439,0.978709,0.804891,0.911902,0.880311
9,0.919182,0.907258,0.797742,0.372063,0.967876,0.795867,0.753609,0.774466,0.526701,0.909028
10,0.807666,0.866385,1.01491,0.934624,0.931298,0.855333,0.87477,0.802358
11,0.954067,0.872773,0.905265,0.783596,0.667452,0.860971,0.673931
12,0.915048,0.707497,0.830019,0.932595,0.836692,1.08671,0.824741,0.870321,0.939408,0.91546,0.832782,0.962696
13,0.80292,0.807372,0.882005
14,0.858268,0.928004,0.839893,0.952343,0.8706,0.85823,0.670196,1.02806,0.69226
15,0.912988,0.875203,0.856235,0.916564,1.23328,0.778709,0.826395,0.857606,0.896732,0.948668
16,0.92006,0.883191,0.743806,0.88987,0.834174,1.02503,0.785228,0.821219
17,0.596519,0.875161,0.767777,0.920728
18,0.872877,0.825749,0.973547,1.02709,0.89067,0.885401,0.963939,0.996104,0.848011,1.00892,0.884307
19,0.896829,0.881446,0.842307
20,0.820061,0.849269,0.831465,0.898541,0.86884,0.865332,0.649352,0.86619,0.899355,0.812955,0.880486,0.790563,0.890881,0.832734,0.830713,0.909741,0.886526
21,0.76995,0.874464,0.933568,0.962058,0.842193,0.857927,0.817814,0.863776,0.806008,0.930296,0.903634,0.856948,0.902057,1.05541,0.883446,0.756534,0.930451,0.899596,0.783459,0.86192,0.792735,0.903353,0.927593,0.716855
22,0.905432,1.06071,0.911883,0.924459,1.05052,0.741948,0.913301,0.848155,1.05767,0.799475
23,0.695786,0.806031,0.88945,0.822312,0.768367
24,0.835156,0.782182,0.784909,0.95736,0.789863,0.860481,0.902617,0.831883,0.866526,0.932826,0.937469,0.930322,0.991432,0.836313
25,0.937756,0.822015,0.831773,0.974611,0.9763,1.02872
26,1.07932,0.784923,0.928352,0.935154,0.898564,0.970416,0.848477,0.758161,0.853894,0.730464,0.839357,0.846885,0.777524,0.896906,0.989808
27,0.860599,0.981459,0.836161,0.848698,0.78545,0.913316,0.822971
28,1.13849,0.929767,0.696804,0.744283,0.91019,0.832128,0.833592,0.892047,1.02831
29,0.868764,0.858465,0.962209
30,0.842046,0.931485,0.84749,0.909405,0.86239
31,1.04421,0.924417,0.93064,0.827806,0.87788
32,0.814547,0.980878
33,0.788591,0.815452,0.913342,0.827728,0.92715,0.922158
34,0.910017,0.942959,0.859995,0.781314,0.763976
35,0.9986,1.08613,0.955656,1.20293,1.11925,1.37942,1.32125,1.12591,1.15371,0.872429,0.967454,0.77607,0.836473,0.80576,1.11592,0.741529,0.723008,0.843273,0.899818,0.930574,0.873826,0.813028,0.82302,1.00465,0.88284,0.897363,0.928964,1.15984,0.925746,0.784922,0.902687,0.888946,0.868043
36,0.702756,0.852151,0.768402,0.888083
37,0.801416,0.833725,0.91435,0.864566,0.757525,0.787857,0.716364,0.910039,0.858754,0.918368,0.790346,0.900716,0.865062,0.796201,0.931863,0.888561,0.965745,0.867363,0.804915,0.941284,0.904689,0.855154,0.957159,0.902548
38,0.796907,1.19601,0.681012,0.808574,0.933487,0.914573,0.765978,0.758888,0.90335,0.859219,0.726265,0.899857,0.816599,0.859782,0.785028,0.827865,0.853883,0.739567,0.885636,0.771553,0.839106,0.740377,0.78959
39,0.92291,0.812936,0.828232,0.852792,0.903792,0.867601,1.01434,0.878994,0.917133,0.90321
40,0.726967,0.858542
41,0.910326,0.866866,0.861594,0.866881,0.953822,0.891239,0.936475,1.01361
42,0.961743,0.891058,0.903135,0.691754,0.972291,0.800446,0.909755,1.04139,0.913472,0.950593,1.01573,1.0854,0.823334,0.846582,0.840127,0.894375,0.552582
43,0.919411,0.841971,0.840125,0.975527,0.920236,0.842643
44,0.826761,0.886085,0.884354,0.861837,0.827014,0.921188,0.736351
45,0.888781,0.873725,0.873362,0.595568,0.853711,0.801811,0.893727
46,0.710746,0.873025,0.846574,0.765733,1.02857,0.913391,0.83774,0.932677
47,0.874542,0.821413,0.912545,0.898382,0.885074,0.903066,0.883771,0.814259,0.875023,0.802412
48,0.872282,0.822998,0.882557,0.946542,0.820658,0.828683,0.929206,0.80322,0.813446,0.920699,0.833851,0.857719,0.9652,0.912097,0.88733,0.811343,0.915638,0.837553,0.77711,0.859167,0.877298,0.777472
49,0.599971
50,1.01937
51,0.849406,0.848696,1.04432,0.956482,0.869969,0.821072,0.915423,0.930452,0.717592,0.919183,0.916909,0.905627,0.848585,0.866242,0.913014,0.966108,0.852062,0.832981,1.14695
52,0.847066,0.783797,0.841458,0.773447,0.801715,0.806874,1.00085,0.881363,1.29499,0.901092,0.952199,0.723332,0.80003
53,1.05147,0.909432
54,0.921802,0.871783,0.878032,1.00491,0.834962,0.858156,1.00051,0.853571,0.83217,0.747788,0.827788
