1,17202
2,11969.3,12003.6,11992.3,11962.7,11945,11955.1,11935.7
3,7450.76,7359.98,7359.08,7492.06,7361.55,7363.62,7349.63,7375.38,7368.89,7353.7,7353.03,7386.87,7380.83,7366.41,7369.75,7357.47
4,2387.36,2408.18,2379.56,2389.52,2398,2397.84,2377.58,2391.02,2382.6,2368.87,2358.67,2358.81,2393.15
5,4384.17,4365.42,4369.17,4375.2,4354.11
6,6499.61,6465.6,6492.94,6478.4
7,23235.8,23234.8,23231.6,23227.4,23230.3,23239.6,23233.3,23229.1,23223.2,23331.5,23302.2,23313.5,23323.2,23325.7,23308.8,23285.9,23302.2,23323.6,23285.3,23225.2,23182.5
8,6766.68,6773.53,6789.99,6758.06,6885.86,6907.43,6897.19,6898.68,6902.31,6916,6909.98,6912.29,6922.05,6929.98,6909.75,6931.03,6931.68,6897.61,6916.49,6910.28,6817.11,6814.52,6811.34,6822.33,6829.68,6811
9,25236.5,25231.2,25184.1,25262,25190.2,25214.6,25210.2,25229.7,25212.3,25209.4
10,8354.72,8355.11,8356.13,8318.77,8354.69,8336.13,8356.2,8374.4
11,6775.67,6776.49,6795.45,6786.25,6741.88,6747.42,6742.33
12,24871.1,24877.1,24851.2,24857.3,24839.7,24836.3,24902.7,24882.9,24875.6,24876,24885.9,24884.2
13,1999.67,2019.23,2015.45
14,3654.43,3668.75,3669.35,3667.15,3671,3691.56,3710.47,3695.56,3689.4
15,22673.3,22658.2,22652.1,22655.1,22760.6,22789.5,22776.7,22780.4,22781.2,22762.3
16,8155.28,8113.66,8142.11,8111.18,8148.91,8131.7,8137.38,8139.92
17,7861.68,7854.74,7859.22,7860.33
18,3232.75,3245.85,3262.22,3257.59,3241.23,3148.73,3169.5,3174.02,3185.77,3164.32,3172.95
19,11282.2,11276.5,11288.6
20,21994.6,21989.5,21998.9,21983.3,21987,22001.8,22034.3,22041.2,22034.2,22027,22027.5,22041.7,22024.3,22061.7,22034.2,22026.1,22028.5
21,7676.77,7678.72,7687.76,7726.37,7724.11,7709.94,7706.23,7738.32,7752.97,7749.31,7755.54,7763.87,7780.24,7768.79,7752.13,7755.89,7766.11,7754.26,7773.57,7757.23,7752.82,7759.23,7741.6,7753.91
22,32218.9,32242.7,32251.7,32251.2,32265.3,32235.1,32239.6,32241.3,32226.3,32215.6
23,12600.5,12612.3,12608,12601.2,12591.1
24,8909.66,8925.73,8919.49,8897.02,8917.07,8893.35,8860.27,8893.77,8880.46,8854.41,8846.97,8865.24,8848.88,8845.45
25,16736.7,16746.1,16706.7,16724.3,16718.6,16621.5
26,27956,27997.6,28019.4,27998.1,28016.2,28015.8,28027.7,28019.8,28017.1,27986.9,28016.4,28019.3,28015.3,28011.2,27923.8
27,8796.87,8833.75,8815.63,8816.95,8839.54,8811.59,8794.18
28,24702.9,24714.6,24707.7,24708,24707.6,24683.4,24693.9,24710.6,24697.7
29,8059.03,8066.64,8071.45
30,27079.1,27080.4,27077.2,27054.4,27063
31,15118.5,15053.3,15061.5,15023.9,15085.1
32,3643.85,3655.57
33,9169.93,9194.85,9163.58,9179.2,9179.95,9164.41
34,28299,28287.7,28306.5,28316.1,28308
35,23923.3,23883.4,23899.4,23824.3,23823.5,23826.2,23815.2,23810.3,23753.5,23719.2,23701.2,23682.5,23690.8,23698.2,23695.2,23704.5,23656.9,23690.7,23676.7,23705.9,23699.2,23683.3,23697.8,23793.1,23810.2,23781.7,23766.8,23775.5,23784.4,23787.7,23780.1,23787.5,23796.8
36,10802.3,10813.3,10817.3,10831.9
37,18151,18116.8,18148.3,18141.4,18152,18140.9,18134.1,18158,18153.4,18151.1,18143.2,18173.2,18143.9,18161.5,18136.7,18130.9,18136.9,18164.7,18122.8,18137.5,18143.4,18146.9,18163.1,18148.2
38,3323.1,3367.17,3365.76,3320.36,3319.35,3316.46,3327.03,3314.67,3318.88,3333.47,3328.81,3321.81,3321.18,3317.57,3327.21,3335.76,3334.35,3333.15,3333.39,3301.45,3322.58,3311.18,3338.72
39,29267.1,29265.6,29270.3,29256.6,29255.8,29263.7,29239.6,29277.6,29266.4,29244
40,27770.1,27784.8
41,7940.97,7975.85,7952.3,7945.44,7953.14,7949.75,7938.62,7957.42
42,32176.8,32178.6,32188.9,32170.4,32201.4,32178.4,32186.5,32178,32174.8,32195.9,32183.6,32178.6,32195.5,32174.7,32169.7,32191.9,32231.8
43,22725.6,22731.4,22735.3,22713.1,22722.5,22727.1
44,9772.48,9762.98,9756.16,9753.79,9758.71,9781.26,9757.21
45,15842.5,15849.2,15841.4,15849.5,15841.2,15853.8,15855.4
46,13477.3,13456.4,13575.4,13589.2,13604.7,13604.6,13568.2,13590.5
47,28662.6,28672,28686.9,28685.7,28681.3,28673.2,28665.9,28678.9,28681.3,28667.9
48,16741.3,16753.7,16748.8,16732.8,16738.9,16753.4,16737.5,16731.4,16736.5,16746.6,16739.5,16736.6,16731.4,16756.3,16722.6,16748.1,16750.6,16729,16752.1,16746.2,16737.6,16740.8
49,22683.8
50,27813.2
51,4245.43,4269.4,4246.08,4374.42,4392.91,4406.71,4382.82,4396.47,4404.26,4364.83,4395.7,4379.64,4386.31,4381.3,4397.14,4414.96,4386.89,4380.37,4364.72
52,8377.79,8386.2,8394.72,8380.6,8376.47,8378.01,8384.9,8374.87,8347.8,8395.32,8370.34,8359.6,8387.42
53,10293.1,10280.3
54,20124.5,20127.4,20130.2,20097.1,20123.2,20127.7,20141.7,20116.3,20124.9,20119.7,20128.3
55,4574.07,4579.62,4570.15,4581.43,4588.3,4594.18,4602.98,4605.18,4552.63,4563.02,4593.63,4569.57,4585.46,4587.67,4571.94,4581.19,4579.02,4568.2,4586.44,4598.63,4585.01,4568.35,4596.12,4600.7,4580.17,4555.62,4563.77,4570.3,4580.87,4595.59,4578.05
56,10346.8,10362.1,10375.3,10363.9,10363.1
57,27112.1,27091.9,27108.4,27117.5,27099,27115.8,27116.5,27123.2,27125.7,27106.4,27093.8,27088.5,27115.5,27132.7,27126.2,27110.8,27103.2,27116.4,27115.6,27084.5,27103.9,27125.3,27111.3,27111.6
58,4407.07,4397.97,4405.31,4397.17,4403.84,4470.09,4431.19,4466.6,4509.18,4483.81,4447.29,4471.7,4467.24,4478.1,4452.5,4493.24,4462.72,4487.36,4449.17,4476.87,4466.28
59,13084.1,13081.7,13094,13148.2,13077,13074.9,13081.3,13090.3,13085.6,13083.9,13118.4,13076.2,13082.7,13070.2
60,14600.9,14571.5
61,12471.5,12437.3,12465.6,12463.7,12449.4,12451.2,12453.8,12477.2,12456.7,12459.7,12481.1,12521.9,12468.9,12476.3,12462.1,12459.5,12448.7,12443.6,12505.8,12449,12462.9,12452.1,12454.8,12459.5,12466.5,12457.9,12461.5,12443.3,12461.1,12464.8,12446.7,12444.4,12449.1,12469.3
62,23412.2,23390.8,23409.9,23405,23385.9,23388.9,23474.5
63,25513.2,25498.7,25497.7,25495.1,25483.6,25486.2,25498.5,25478.1,25499.3,25487
64,27663,27667.9,27675.2,27675.8,27665.7,27657,27677.7,27664,27657.1,27708.5,27709.3,27715.8,27662.8,27583.4,27589.3,27596.4,27592.6,27600.6,27582.9,27599.4,27583.6,27586.7,27586.2,27603.4,27579.9
65,28192.5,28179.8,28183,28191.9,28192.2,28185,28163.2,28175.8,28192.4,28167.9,28175.3,28181,28177.4,28186.8,28184.8,28205.9,28157.8,28194.4,28163.6,28183.1
66,28793.6,28784,28799.8,28804.1,28773,28762.6
67,20551.8,20529,20533.6,20534.8,20550.1,20549.5,20538.1,20535.6,20508.2,20536.4,20509.2,20511.2,20496,20512.9,20504.7,20530.2
68,31548.4
69,7551.88,7547.18,7544.16,7540.66,7540.99,7551.01,7541.86
70,21769.6,21783.8,21795.2,21788.6,21811.3,21816.4,21777.3,21799.2,21790.1,21805.7,21794.4,21802.3
71,4564.39,4554.91,4531.59,4565.82,4552.69,4564.68,4522.49,4545.88,4535.41,4544.34,4531.71
72,25376.8,25399.1,25390.9,25397,25387.7,25386.1,25390.9,25385.1,25392.8,25382.8,25376.2,25377.2,25395.8,25383.5,25393.3
73,11059.9,11079.9,11116.1,11127.2,11120.1,11107.3,11127.2,11128.9
74,5214.16,5220.7,5189.89,5183.08,5195.63,5189.84,5214.07,5196.04,5210.29,5189.67,5203.84,5170.89,5092.22,5057.48,4975.19,5077.87,4958.58,4959.14,4930.59,4967.24,4971.14,4958.57,4948.38,4959.63,4936.95,4955.77,4947.37,4970,4938.89,4951.03,4951.69
75,1802.97,1792.43,1798.21,1766.48,1779.35,1785.89,1766.2,1813.29,1730.77,1726.29,1720.79,1726.77,1745.07,1719.76,1743.84,1751.11,1735.86,1752.41,1719.75,1728.44
76,5562.12,5548.59,5566.35,5557.13,5548.77,5569.09,5566.38,5554.46,5599.16,5563.37,5557.98,5575.49,5573.29,5580.85
77,19989
78,19535.1,19525,19551.7,19547.2,19547.8,19564.8,19532.9,19552,19542.3,19542.1,19536.9,19548.6
79,14756.5,14727.1,14732.1,14737.2,14731.1,14719.6,14724.4,14707.9,14704.9,14737.3,14693.6,14733.7,14732.2,14745.2
80,19092.8,19086.7,19072.6,19082
81,5383.28,5379.95,5392.16,5395.48,5366.07,5401.21,5385.91,5368.99,5393.81,5401.31,5392.09,5396.17,5381.21,5397.22,5408.66,5372.86,5376.92
82,7594.14,7612.71,7589.41,7607.87,7592.71,7609.06,7587.6,7596.45,7612.14
83,4502.81,4518.86,4533.31,4537.68,4509.97,4522.17,4501.94,4482.93,4525.73,4545.1,4526.09,4512.91,4499.32,4538.3,4552.18,4514.26,4503.98,4471.9,4512.91,4500.69,4487.35,4472.05,4503.77,4495.54,4474.59
84,20319.9,20332.1,20348.8,20316.7,20309.8,20297.5,20321.9,20320.1,20321.7,20317.7,20281,20263.4,20270.3,20260.5,20282.1,20275.7,20258.7,20265.7,20271.7,20259.3,20275.3,20272.4,20269.6,20259.6,20273.4,20318.2,20266.6,20272.1
85,9478.26,9451.56,9436.89
86,4635.07,4662.69,4656.37,4656.49,4654.26,4650.86,4645.59,4641.77,4642.39
87,23379.8,23386.6,23428.4,23434.4
88,13698.9,13676.9,13690.9,13695.7,13693
89,3822.54,3834.4,3824.69,3839.74,3863.54,3845.4,3832.29
90,8491.86,8452.17,8470.13,8488.77,8475.16,8481.11,8489.34,8473.48,8471.43,8481.67,8474.45,8476.54,8474.29,8494.33,8470.21,8491.17,8488.33,8493.17,8483.38,8481.33,8510.59,8529.61,8518.95
91,28948.2,28973.3,28954.8,28950.1
92,8338.55,8332.17,8331.63,8317.16,8347.6,8326.16
93,17047.9,17036.4,17059,17063.6,17054,17047.1
94,21498.3,21496.6,21474.5,21480,21487.9,21502.5,21475.6,21493.7,21481,21503.8,21507.7,21486.6,21483.3,21478,21500.3,21488.1,21481.4,21493.9,21489.8,21488.1,21478.8,21513.9,21476.7,21515,21500.5,21501,21498.8,21510.5,21499.2,21500.4,21492.6,21510.7,21487.1,21488.7,21511.5,21471.9,21437.4,21473.8,21495.1,21486.5,21477,21488.7,21470.2,21482.5,21365.3,21360.8
95,14446,14441.5,14541.5,14495,14531.8,14514.4,14524.3,14543.7
96,24761.1,24743,24725.3,24725.8,24842.2
97,25678.8,25694.2,25691.3,25696.6,25700.8,25713.7,25672.5,25706.9,25715.9,25692.7,25708.3,25708.5,25705.4,25711.8,25714.6,25704.7,25693.5,25702.3,25690,25718.1,25690.4,25706.1,25683.3,25702.5,25677.1,25696.1,25696.9,25699.3,25695.9,25701.2
98,16404.6,16381.2,16406.2,16406.1,16385.3,16400.9,16404.3,16389.3,16412.1,16405.2,16389.2,16413.5,16414.2,16395.6,16400.1,16396.9,16404,16401.8,16426,16423.4,16400.8,16410,16384.9,16419.9,16396.7,16407.1,16416.8,16404.6,16401.2,16397,16375.5,16405.4
99,31260,31268.7,31261,31287.9,31292,31284.5,31277.2,31271.6,31293.3,31277,31273.1,31268.2,31306.3,31260.5,31300.9,31286.8,31294.1,31191.5,31177.2
100,22245.1,22229.5
101,27342.1,27341.6,27317.2,27335.2,27313.7,27322.9,27328.6,27348
102,3068.71,3079.31,3092.48,3088.73,3115.95,3099.07,3025.65,3012.42,3011.53,3003.81,3021.51,3004.12,3001.11,3016.42,3023.14,3018.09,3021.25,3034.96,3037.81,3018.35,3017.76,3029.76,3023.48,3015.56,2989.93,3010.41,3001.58,3025.85,2995.06,3009.11,3001.53,3021.23,2997.69
103,23580.2,23561.1,23577.6,23575.1,23577.5,23567.8,23545,23545.6,23525.7,23512.4,23535,23511.9,23532.7,23520.2,23534.5,23509.6,23535.1
104,25577.8,25631.4,25615,25609.8,25619.3,25621.3,25607.9,25609.7,25613.7,25598.7,25633.9,25625.3,25612.6,25619.7,25648.5
105,29125.9,29119.2,29120.5
106,19450.6,19479.6
107,11671.7,11692.1,11705.9,11705.7,11693.3,11684,11700.3,11732,11757.6,11765.4,11693.5,11705.6
108,10403.9,10397.4,10399,10381.5,10396.5,10402.9,10391.7,10382.3,10408.3,10394.7,10396.2,10382.2,10395,10410.9,10378.4,10398,10375.3,10389.2,10378.1
109,10353.8,10367.4,10334.6,10338.8,10350.2
110,14926.5,14938.2,14933.6,14928.3,14911.1,14843.9,14876.2,14801.5,14846.4,14838.3,14843.9,14840.2,14859,14868.1,14863.5,14849.5,14880.3,14872.2,14870.9
111,25355.2,25338.4,25368.1,25352.8,25337.4,25344.6,25348,25327.5,25339.2,25334.4,25346.6,25315.8
112,6304.4,6309.29,6322.47
